0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,index,split
0.0011435963,0.0022595103,0.0014105142,0.0009907701,0.0020061517,0.0033698822,0.0028787402,0.0033464842,0.009356545,0.9118071,0.0056843585,0.0007970234,0.00061298284,0.0046528154,0.0043521416,0.0030034604,0.0013507125,0.008017515,0.0019430552,0.0023812144,0.007024744,0.0039205505,0.017690143,0,test
0.009502985,0.48838213,0.00905267,0.012904316,0.006865477,0.0029458997,0.006364718,0.003825284,0.0101840515,0.002471481,0.0049791317,0.0020880604,0.0053340932,0.0022211045,0.0068281284,0.0040019094,0.0048733437,0.0032995031,0.0050736917,0.3850736,0.0037651113,0.017839313,0.0021240222,1,test
0.007744191,0.0056255036,0.0070778746,0.010009497,0.0078429235,0.02244438,0.005875059,0.2522361,0.009284652,0.0066040447,0.004604932,0.025023969,0.0039927782,0.3001211,0.029162673,0.06021059,0.005228482,0.012567003,0.015016266,0.01082532,0.0043916814,0.011925907,0.1821851,2,test
0.0032087555,0.012765279,0.0049459147,0.040447917,0.1283987,0.00907835,0.012229596,0.006438963,0.0121225435,0.3409407,0.008308139,0.010488096,0.020998321,0.009011644,0.01814286,0.02201588,0.03542282,0.005633,0.0055404725,0.011561355,0.10393056,0.021488942,0.15688126,3,test
0.00431802,0.19982938,0.0046697143,0.0463778,0.008921601,0.0033539971,0.009973973,0.012949216,0.009140795,0.005415202,0.002719753,0.0028592334,0.020425696,0.0046644644,0.024246119,0.024512608,0.01692405,0.005631352,0.014893458,0.5411911,0.0030740097,0.021400819,0.012507639,4,test
0.0035791236,0.0011477194,0.0031416223,0.015740952,0.0037160318,0.0037555338,0.005718477,0.0029050768,0.002025708,0.0016732003,0.0029340442,0.9045521,0.006647301,0.0030557702,0.0014312543,0.0011768248,0.0021756669,0.004572917,0.015791418,0.0010192008,0.0052685626,0.00097467535,0.0069968225,5,test
0.0020455483,0.0026637057,0.0038850608,0.013302522,0.009424232,0.017555185,0.005920395,0.010203649,0.0060273847,0.045738246,0.005074788,0.18652181,0.054817483,0.042603172,0.012610448,0.024442691,0.0060664723,0.06774528,0.22281665,0.0038602187,0.017321846,0.0065028924,0.23285027,6,test
0.019046845,0.0049572876,0.010813687,0.007932847,0.021433901,0.028728368,0.0061845034,0.009815691,0.005205555,0.045555376,0.010817539,0.013855508,0.00374165,0.033567533,0.0054463716,0.003935733,0.008148972,0.0036794858,0.001207266,0.0056714346,0.607762,0.012487629,0.13000491,7,test
0.012098946,0.019184388,0.007120712,0.01501764,0.0050631147,0.008399003,0.006055684,0.14208874,0.010820785,0.015310035,0.003823202,0.017088864,0.017886536,0.021974085,0.20948632,0.034292273,0.023641706,0.14174479,0.14614962,0.04877064,0.0058445353,0.03352762,0.05461076,8,test
0.008461417,0.00139873,0.0032732517,0.0025119833,0.0023967454,0.7772628,0.0014428656,0.003271913,0.0013142598,0.003423887,0.0047525265,0.023560863,0.0042028665,0.026199494,0.0034357945,0.0017555018,0.0014134549,0.009375118,0.010405846,0.0012528686,0.014414027,0.003821258,0.09065252,9,test
0.016967874,0.0012147475,0.002841828,0.0014761463,0.0014244354,0.8551958,0.0010317052,0.0036978328,0.0012384063,0.0025423635,0.0031435448,0.009172851,0.0022542207,0.018683111,0.0035822464,0.0015280074,0.0011644016,0.006457456,0.006289542,0.0015646952,0.01049677,0.0029937783,0.045038227,10,test
0.009953972,0.0019799017,0.002160851,0.0036005252,0.009567033,0.0017805407,0.0021429555,0.00265167,0.0008099988,0.0011341712,0.002291977,0.0037920568,0.004576537,0.0006780766,0.0061152913,0.0018213731,0.9223293,0.0031051568,0.0029334032,0.0077483654,0.0052228994,0.002371054,0.0012328124,11,test
