0,1,2,3,4,5,6,7,index,identifier,chunk,split
0.001915311,0.0030979977,0.9831361,0.0025800893,0.0030758255,0.0012393841,0.0036509077,0.0013044307,0,1358,0,test
0.98528534,0.0022509557,0.002798935,0.0015086578,0.0021018758,0.0022020882,0.0020999443,0.0017521586,1,807,0,test
0.0017629408,0.0032457204,0.9832755,0.0024720435,0.0031240396,0.0014578897,0.0035760358,0.0010858874,2,1966,0,test
0.98483,0.002159711,0.0042471257,0.0011419256,0.00228524,0.0026962373,0.0013658154,0.0012739435,3,1348,0,test
0.0019453604,0.002635805,0.9847186,0.0023410295,0.0029869121,0.0012622639,0.003073676,0.0010363249,4,1609,0,test
0.0015527065,0.003097699,0.0026823182,0.0023786006,0.0012756446,0.0024252308,0.9820097,0.0045780917,5,1504,0,test
0.0015977655,0.0025675956,0.9838907,0.002206843,0.0045232107,0.0013803806,0.002847373,0.0009861207,6,1326,0,test
0.0017497458,0.0025073534,0.98431325,0.002449258,0.0041242996,0.0009772821,0.002769868,0.0011089583,7,904,0,test
0.011563483,0.0030635982,0.95876294,0.009138241,0.0076942723,0.0013310654,0.0057821264,0.0026643393,8,1208,0,test
0.0015534797,0.0022409246,0.9841595,0.0025041546,0.0038267917,0.0013291419,0.0032976284,0.001088305,9,395,0,test
0.0015169883,0.002110072,0.0033549636,0.0024052316,0.0011580371,0.0017404018,0.9857389,0.0019754847,10,313,0,test
0.0015544961,0.0025526185,0.98377085,0.002418499,0.0043508387,0.0015994596,0.0027409522,0.0010122764,11,966,0,test
0.00207565,0.0032645995,0.98393494,0.0024686994,0.00309171,0.0012165795,0.0028850448,0.001062757,12,860,0,test
0.005942933,0.0019042456,0.97487473,0.0042394064,0.008007019,0.0012478353,0.0023963053,0.0013874023,13,1740,0,test
0.9835984,0.002051758,0.0062171523,0.0011648298,0.0017707818,0.0021734901,0.0015786553,0.001445026,14,99,0,test
0.0016925611,0.0028020071,0.9832308,0.0030036788,0.0044200406,0.00123399,0.002555553,0.0010613318,15,1510,0,test
0.98322564,0.002959406,0.0023411543,0.001460716,0.0020524587,0.0031849567,0.0022035446,0.0025721295,16,657,0,test
0.0018483406,0.0024399387,0.9842613,0.0025128429,0.0041532693,0.0010444265,0.0027259232,0.001014052,17,1002,0,test
0.0024413976,0.9793752,0.0045899567,0.0025027974,0.0025045476,0.0031372972,0.002169627,0.0032792166,18,1802,0,test
0.98126674,0.0035908716,0.0035127779,0.002227295,0.0018424625,0.0018796296,0.0028528967,0.0028271908,19,118,0,test
0.018456189,0.26361674,0.6535564,0.00794773,0.019071935,0.02147397,0.009759876,0.0061172037,20,1666,0,test
0.98312736,0.00242503,0.003801967,0.0017562029,0.0022700287,0.0028285459,0.0022795657,0.0015113058,21,125,0,test
0.98283523,0.0019385869,0.006528825,0.0011538875,0.0020250853,0.0025171041,0.0015289544,0.0014723694,22,1361,0,test
0.9855036,0.0026050725,0.0025309294,0.0012886989,0.001569013,0.0023671086,0.002269744,0.0018659278,23,316,0,test
0.9805746,0.0021225875,0.008475368,0.0016883314,0.0016561627,0.0018112609,0.002263937,0.001407845,24,233,0,test
0.9817848,0.002630393,0.005499409,0.0018780518,0.002170974,0.0021102834,0.002143499,0.0017826031,25,242,0,test
0.0018817083,0.0026876426,0.98474425,0.002777029,0.0031115208,0.0009922873,0.0026783762,0.0011272079,26,813,0,test
0.0019761974,0.0054010795,0.0026339283,0.0036086573,0.0019367648,0.005214691,0.9669812,0.0122476155,27,546,0,test
0.98514485,0.002303024,0.002502243,0.0011236178,0.0019643272,0.0027657792,0.0023304236,0.0018657823,28,1987,0,test
0.0016655284,0.0023445594,0.9845553,0.0021986035,0.0037302773,0.0012642741,0.0031657699,0.0010757921,29,372,0,test
0.0018701468,0.0031045908,0.9834177,0.0024894434,0.0029141493,0.0014585158,0.003618759,0.0011267603,30,29,0,test
0.0022654003,0.0051933476,0.0018104787,0.005097436,0.0020583316,0.0066008596,0.0030244915,0.9739497,31,1182,1,test
0.0020131846,0.0027185772,0.98395675,0.0022987039,0.004133252,0.0010084271,0.0027428917,0.0011282145,32,1769,0,test
0.0020757115,0.0029480534,0.98379946,0.0028688274,0.0030208915,0.001055601,0.0031264706,0.0011049656,33,107,0,test
0.0026642,0.9795878,0.0030806975,0.0024659946,0.0023920313,0.0035791749,0.0020973608,0.0041327835,34,1808,0,test
0.98535836,0.0024063245,0.004201342,0.0009297463,0.0019548777,0.0021223286,0.0017767624,0.0012503321,35,341,0,test
0.9851045,0.0022754443,0.0030215068,0.0013471427,0.002096892,0.002305593,0.0019123674,0.0019365684,36,274,0,test
0.0018234028,0.0026523499,0.9798308,0.0034806826,0.0067378855,0.0011828813,0.003232706,0.00105924,37,1721,0,test
0.0042716404,0.0036102445,0.9692524,0.0077544544,0.007863757,0.0010923537,0.0037014037,0.002453785,38,1492,0,test
0.0017191439,0.0028920032,0.98487467,0.0023205467,0.003077557,0.0012055422,0.0027025626,0.0012079434,39,912,0,test
0.0019746977,0.0027924387,0.983413,0.002383722,0.0032043203,0.0011460598,0.0039363946,0.001149303,40,51,0,test
0.0016987345,0.0024213337,0.98456615,0.0023197301,0.0035764365,0.0011921354,0.0031805923,0.0010449119,41,1699,0,test
0.0017915021,0.0027772146,0.9835918,0.0025161032,0.0032305047,0.0013270108,0.003506917,0.0012590195,42,69,0,test
0.0017173082,0.00271629,0.9844039,0.0023646215,0.0029229503,0.0013575092,0.0034427769,0.0010746045,43,1587,0,test
0.0031770125,0.9797253,0.0028279433,0.0022749237,0.0017157382,0.0030978937,0.0024362686,0.0047448403,44,413,0,test
0.0017679556,0.0026298885,0.98380166,0.0024736556,0.0030248866,0.0013202312,0.0038112293,0.0011705466,45,1634,0,test
0.9801183,0.0018144201,0.009004146,0.001302041,0.0019440369,0.0022225527,0.0021163628,0.0014780506,46,235,0,test
0.0016415847,0.0025213105,0.98478186,0.002470347,0.00345565,0.0012185245,0.0027525132,0.0011582939,47,185,0,test
0.0017482247,0.002464539,0.98455936,0.0022966147,0.003808073,0.001220408,0.0027512524,0.0011514963,48,208,0,test
0.98335695,0.0022360445,0.0037090501,0.0018434452,0.002273198,0.0021979755,0.0022606868,0.0021226222,49,592,0,test
0.0018294285,0.0022149507,0.98352736,0.002348886,0.0048752837,0.0012700374,0.0029158827,0.0010181624,50,1541,0,test
0.0017799401,0.0028852045,0.983539,0.0024088377,0.0032260548,0.0016324702,0.0033930442,0.0011355474,51,227,0,test
0.0017713975,0.002686673,0.98496985,0.0024614865,0.003056197,0.0012481936,0.002737482,0.0010687173,52,216,0,test
0.0020319745,0.0028751008,0.98451644,0.0026242444,0.002727683,0.0011168956,0.0027788014,0.0013287676,53,881,0,test
0.0052522086,0.0062858933,0.0025494946,0.001612015,0.017486332,0.9444329,0.0068831663,0.01549799,54,511,0,test
0.0023647356,0.0033299748,0.9828037,0.002656706,0.0031316993,0.0012660656,0.0032998049,0.001147345,55,1212,0,test
0.5166148,0.004730185,0.44845977,0.0058460427,0.01164133,0.0033902093,0.006299268,0.0030183876,56,1865,0,test
0.0018293214,0.0023298727,0.9841838,0.0020362425,0.0039216843,0.0014853646,0.0031424244,0.0010713591,57,1160,0,test
0.002754661,0.98045087,0.003573881,0.002379219,0.0023702225,0.0029965506,0.0024132994,0.0030613896,58,400,0,test
0.0018709574,0.0032709527,0.9835738,0.0031273281,0.0030939917,0.001071801,0.002965717,0.0010253781,59,1049,0,test
0.0018375065,0.0034082008,0.9827786,0.0027517558,0.003123036,0.0012986577,0.0035890478,0.001213157,60,806,0,test
0.98499,0.0022361584,0.0027525781,0.001367748,0.001980272,0.0028439746,0.0019710378,0.0018583145,61,1889,0,test
0.0017730759,0.0025847738,0.98416716,0.0022550249,0.0038999545,0.001139109,0.0030862996,0.0010946145,62,747,0,test
0.005830208,0.0057913167,0.0024659028,0.0019456464,0.016085327,0.94555134,0.007838414,0.01449179,63,291,0,test
