0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,index,split
0.00036812568,0.000928397,0.0006844607,0.0005150525,0.0010257016,0.00088195264,0.0009062098,0.0014908274,0.003677746,0.9605309,0.0015472153,0.0003086326,0.00015137681,0.0026325623,0.0013284513,0.0015270279,0.0004885485,0.0025163686,0.00066304626,0.0012148867,0.0040179007,0.0012862966,0.011308368,0,test
0.005487326,0.5837403,0.0034958308,0.0069870865,0.0036746007,0.0017299809,0.0039835144,0.0022333346,0.005273003,0.0010730751,0.0026922566,0.00075243466,0.0034765794,0.0014495787,0.0019896307,0.002164816,0.0017066712,0.0016041135,0.0034812524,0.3493708,0.002057564,0.01046241,0.0011137781,1,test
0.004207722,0.0022205885,0.0037153596,0.002950578,0.0031624436,0.01289951,0.0022478164,0.114329435,0.00539147,0.0034354774,0.0028943599,0.015368877,0.0029343849,0.56463826,0.007842011,0.06607352,0.0013039471,0.0046921913,0.0066187736,0.0028571796,0.0031652772,0.0061000357,0.1609507,2,test
0.0008154468,0.0027132249,0.0014047365,0.02068576,0.028104182,0.009231996,0.002420231,0.0039524864,0.0015619927,0.12657593,0.0016268415,0.003754303,0.0071203024,0.0154809,0.015730597,0.034235045,0.013962249,0.0024701613,0.0016566371,0.004407885,0.022481438,0.012082809,0.66752493,3,test
0.0035579514,0.12680145,0.0016765598,0.022518847,0.0016503357,0.0016610271,0.0033695837,0.0075178766,0.002415628,0.0011847396,0.00071255834,0.0015475323,0.0057679093,0.0024168964,0.01919144,0.007445006,0.0052771675,0.003608015,0.0076041995,0.7579522,0.0008939606,0.011077491,0.0041516884,4,test
0.0021885904,0.0003790564,0.001646509,0.009666386,0.001786197,0.0014400133,0.0026507035,0.0010196524,0.00079509575,0.00077748107,0.0013014263,0.9497116,0.0044618445,0.0020837858,0.001110671,0.00047831997,0.0008591273,0.001626592,0.00724168,0.00053362286,0.0032568981,0.00031490627,0.0046698204,5,test
0.002792451,0.00088681764,0.0026981118,0.013923617,0.0036502366,0.007562965,0.003555582,0.0034476102,0.0018129402,0.005335256,0.0018944612,0.66930586,0.046019413,0.014512184,0.004068549,0.0056768022,0.0022792255,0.01558656,0.09183748,0.0016028893,0.009511466,0.0011135731,0.09092595,6,test
0.010389398,0.001273564,0.004534785,0.00330791,0.008475764,0.011720756,0.0020028313,0.006071003,0.001576606,0.022096401,0.0031708954,0.008526421,0.0016387824,0.028096981,0.0021985935,0.0017150732,0.0034477054,0.0019628543,0.00050524453,0.0016429011,0.70867383,0.0062821372,0.16068964,7,test
0.05034569,0.007721864,0.0101032145,0.024847891,0.0024436864,0.024934612,0.0066508055,0.34189704,0.006630344,0.008151263,0.0017711353,0.03672121,0.0074120765,0.025802175,0.063996814,0.006155021,0.008266061,0.10651118,0.06796236,0.057407115,0.03163801,0.012561357,0.09006917,8,test
0.0049265684,0.0009554373,0.001509382,0.00089773774,0.0009624704,0.90345794,0.0004891258,0.0018473803,0.00081561675,0.0010054992,0.002799388,0.0026733787,0.0031724505,0.014940708,0.0019266241,0.0018192397,0.000873637,0.0032658384,0.0037507906,0.00069389626,0.005230095,0.0025121842,0.03947464,9,test
