SLURM NODE: kn055
[I 2026-03-07 06:30:40,331] Using an existing study with name 'SST-2-Chefer_importance' instead of creating a new one.
[UPDATE] 50 completed trials using a random sampler. Switching from random to TPE sampling.
Last trial state: 0
Enqueuing hyper-parameters: {'batch_size': 128, 'edge_threshold': 0.5, 'node_threshold': 0.95, 'attention_heads': 8, 'hidden_dimension': 64, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4, 'learning_rate': 0.001, 'weight_decay': 0.0001}
[I 2026-03-07 07:06:49,025] Trial 190 finished with value: 0.9197247706422018 and parameters: {'batch_size': 128, 'edge_threshold': 0.5, 'node_threshold': 0.95, 'attention_heads': 8, 'hidden_dimension': 64, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4, 'learning_rate': 0.001, 'weight_decay': 0.0001}. Best is trial 104 with value: 0.9254587155963303.
[I 2026-03-07 07:55:03,661] Trial 191 finished with value: 0.9139908256880734 and parameters: {'batch_size': 32, 'edge_threshold': 0.6, 'node_threshold': 0.95, 'attention_heads': 8, 'hidden_dimension': 128, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'weight_decay': 0.001}. Best is trial 104 with value: 0.9254587155963303.
[I 2026-03-07 08:35:07,046] Trial 192 finished with value: 0.9128440366972477 and parameters: {'batch_size': 64, 'edge_threshold': 0.5, 'node_threshold': 0.95, 'attention_heads': 8, 'hidden_dimension': 32, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3, 'learning_rate': 0.0003, 'weight_decay': 0.0001}. Best is trial 104 with value: 0.9254587155963303.
[I 2026-03-07 08:35:07,662] Trial 193 pruned. Duplicate hyper-parameters, same as those used in trial 173: {'batch_size': 32, 'edge_threshold': 0.6, 'node_threshold': 0.8, 'attention_heads': 8, 'hidden_dimension': 64, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4, 'learning_rate': 0.0001, 'weight_decay': 0.001}.
[I 2026-03-07 09:15:12,453] Trial 194 finished with value: 0.9231651376146789 and parameters: {'batch_size': 64, 'edge_threshold': 0.6, 'node_threshold': 0.95, 'attention_heads': 8, 'hidden_dimension': 64, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'weight_decay': 1e-05}. Best is trial 104 with value: 0.9254587155963303.
[I 2026-03-07 10:03:27,943] Trial 195 finished with value: 0.9208715596330275 and parameters: {'batch_size': 32, 'edge_threshold': 0.6, 'node_threshold': 0.95, 'attention_heads': 8, 'hidden_dimension': 64, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'weight_decay': 0.0001}. Best is trial 104 with value: 0.9254587155963303.
[I 2026-03-07 10:03:28,565] Trial 196 pruned. Duplicate hyper-parameters, same as those used in trial 195: {'batch_size': 32, 'edge_threshold': 0.6, 'node_threshold': 0.95, 'attention_heads': 8, 'hidden_dimension': 64, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'weight_decay': 0.0001}.
[I 2026-03-07 10:03:29,174] Trial 197 pruned. Duplicate hyper-parameters, same as those used in trial 194: {'batch_size': 64, 'edge_threshold': 0.6, 'node_threshold': 0.95, 'attention_heads': 8, 'hidden_dimension': 64, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'weight_decay': 1e-05}.
[I 2026-03-07 10:43:45,826] Trial 198 finished with value: 0.9162844036697247 and parameters: {'batch_size': 64, 'edge_threshold': 0.8, 'node_threshold': 0.95, 'attention_heads': 2, 'hidden_dimension': 64, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'weight_decay': 0.0001}. Best is trial 104 with value: 0.9254587155963303.
[I 2026-03-07 11:24:45,400] Trial 199 finished with value: 0.9128440366972477 and parameters: {'batch_size': 64, 'edge_threshold': 0.5, 'node_threshold': 0.95, 'attention_heads': 6, 'hidden_dimension': 64, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3, 'learning_rate': 0.0003, 'weight_decay': 0.0001}. Best is trial 104 with value: 0.9254587155963303.
