0,1,2,3,4,5,6,7,index,split
0.9941987,0.0006866018,0.0010072003,0.0011145576,0.0005672508,0.000683187,0.0011456707,0.00059686345,0,test
0.99455994,0.0006830069,0.0015244769,0.00090334803,0.00052860007,0.00047663244,0.00085207814,0.00047191945,1,test
0.00051991205,0.00080995366,0.0005843326,0.0010310764,0.004007537,0.9901597,0.00085129344,0.0020362204,2,test
0.007050837,0.0057122433,0.24035718,0.005021762,0.69064283,0.034935802,0.003410967,0.012868411,3,test
0.9909923,0.00080191024,0.004920907,0.00097257056,0.0005207801,0.00042541334,0.0008345369,0.0005316325,4,test
0.0014179177,0.0011978934,0.9932207,0.0005823333,0.0012980392,0.00055980234,0.0006242918,0.0010989013,5,test
0.0011130827,0.0011790511,0.9932367,0.0006289685,0.0013784348,0.000582152,0.00072766637,0.0011538652,6,test
0.0013851856,0.0010808427,0.9930775,0.0006919898,0.0014804107,0.00054682535,0.0006443121,0.0010928349,7,test
0.99286073,0.0016637328,0.002270575,0.0010006736,0.0003985918,0.00038560844,0.0009416209,0.00047836034,8,test
0.0012894442,0.0011035756,0.9934777,0.0006134607,0.001237775,0.00059300516,0.0006279912,0.0010569873,9,test
0.0013648933,0.001156922,0.99339783,0.00064761366,0.0011902921,0.00055399723,0.0005923954,0.0010960826,10,test
0.0013807616,0.001101195,0.99340254,0.00069736165,0.0011776544,0.00054631796,0.0006868133,0.0010072704,11,test
0.99457943,0.0007106298,0.0011792582,0.0009779247,0.0005848587,0.0005940865,0.00087113027,0.0005026628,12,test
0.9935545,0.0007748668,0.0025558637,0.00096067623,0.00049941306,0.0004507619,0.00075296086,0.00045098035,13,test
0.0012229743,0.001127545,0.9934209,0.00061275356,0.0012315004,0.0006008099,0.00068773044,0.001095795,14,test
0.0012964553,0.001078113,0.99344677,0.000608279,0.0011639955,0.0005677083,0.00067458535,0.0011640732,15,test
0.0013646912,0.0010288269,0.99330515,0.0007282296,0.0012860122,0.00056231377,0.00063954224,0.0010851375,16,test
0.0011675011,0.0011172211,0.99322,0.0006981754,0.001522063,0.0006091952,0.0006559041,0.0010098682,17,test
0.99330336,0.0011662708,0.0024872934,0.0007399841,0.0006801059,0.00044029776,0.00074144,0.00044119117,18,test
0.00056291546,0.0010138834,0.0005770425,0.0018990799,0.007898603,0.9856785,0.0012771864,0.0010928053,19,test
0.99441105,0.00073086703,0.0016307328,0.00088489545,0.00054578367,0.00048681872,0.00082172255,0.0004881807,20,test
0.06825539,0.002518513,0.9178055,0.0015430939,0.0051770206,0.0012881181,0.0014651865,0.0019472429,21,test
0.99392694,0.0008842146,0.0013996172,0.0009869259,0.00084400026,0.0006511301,0.0007983297,0.0005088815,22,test
0.001307626,0.0010569858,0.99345315,0.0006478597,0.0011357726,0.00058745604,0.00071480614,0.001096347,23,test
0.0005758103,0.0005269415,0.0009970559,0.0014022816,0.00067068584,0.0009864552,0.000794063,0.9940467,24,test
0.0014827407,0.0010207987,0.99342984,0.0006484923,0.0012358022,0.00056250126,0.00062818313,0.0009916021,25,test
0.0011709554,0.0011086795,0.9934174,0.0006239731,0.0013186483,0.00056845427,0.00068555307,0.0011063088,26,test
0.0012075206,0.0011387124,0.99344385,0.0006539131,0.0012696187,0.00054754765,0.0006238359,0.0011149208,27,test
0.0011846321,0.0011219016,0.99342716,0.0006603409,0.0012114965,0.0006050514,0.00070167385,0.0010878039,28,test
0.0012978327,0.0010909432,0.9934748,0.0006682719,0.0011469232,0.00056795223,0.00071331736,0.0010399914,29,test
0.99429107,0.00077125296,0.0012092001,0.000972312,0.00059989904,0.00059040077,0.0009763838,0.00058959617,30,test
0.0012521363,0.0010082622,0.9934546,0.0006614221,0.0012564874,0.00058837194,0.000688281,0.0010903629,31,test
0.0013377046,0.0009452487,0.000677725,0.0010930415,0.0009961205,0.0010451954,0.9930266,0.0008784024,32,test
0.0013783728,0.0010690389,0.9934408,0.00067863,0.00128756,0.0005315162,0.00059458654,0.0010195242,33,test
0.0012916481,0.0010886088,0.9935129,0.0006322624,0.0012143387,0.0005529449,0.0006264767,0.0010807785,34,test
0.001142175,0.0010718429,0.9934122,0.0006616967,0.0012824897,0.00058018067,0.0007489766,0.0011003948,35,test
0.0012671523,0.0010086985,0.99351716,0.00067524175,0.0011566632,0.00059059984,0.0007152491,0.0010692321,36,test
0.0013192705,0.0012070275,0.9929832,0.0006363058,0.0014156933,0.0005979957,0.0007141948,0.0011263666,37,test
0.0012230944,0.0010744544,0.9934602,0.00063229335,0.0011864093,0.0005951888,0.00068356097,0.0011448683,38,test
0.99446386,0.0006795894,0.0015680348,0.0008565589,0.00063531334,0.00051333016,0.0008604134,0.00042285732,39,test
0.9920507,0.0006738601,0.003332717,0.0013104643,0.0005684862,0.00046363354,0.000837418,0.00076271704,40,test
0.9945726,0.0006414,0.0014590701,0.00093907973,0.00053161883,0.0005085991,0.0008466856,0.0005009693,41,test
0.0012539282,0.0010514513,0.9935284,0.0006682018,0.0011916078,0.00056254026,0.00071419595,0.0010296826,42,test
0.0012434063,0.0009485032,0.9935097,0.0006762949,0.0012978029,0.0006026599,0.0006773419,0.0010442823,43,test
0.9915616,0.0007104658,0.0043431083,0.0011135781,0.00048725188,0.00040831623,0.00075813296,0.00061764877,44,test
0.0013322863,0.0010877954,0.9932394,0.00064878585,0.0012882156,0.00059665955,0.00068963546,0.0011173079,45,test
0.0011854244,0.0010937353,0.99351865,0.00068489,0.0011834973,0.0005469851,0.0006882063,0.0010984904,46,test
0.0006748814,0.00057917123,0.00149713,0.0016399065,0.0007952017,0.00076483935,0.0009785313,0.9930703,47,test
0.99452657,0.0006991475,0.001319711,0.00092526595,0.00053469534,0.0005262668,0.0009550382,0.00051326974,48,test
0.0015051492,0.0011484165,0.993246,0.0006329651,0.0012301592,0.00055112434,0.00055743236,0.0011287556,49,test
0.0013466325,0.0010736572,0.9934509,0.0006663511,0.0011981265,0.00055418373,0.00063798693,0.0010721398,50,test
0.0013585832,0.0011199822,0.9931938,0.00059686945,0.0012379701,0.00063465995,0.00072227785,0.0011358496,51,test
0.001567991,0.0011146703,0.99334043,0.00064560445,0.0010184316,0.0005336152,0.000781588,0.0009977357,52,test
0.99410385,0.0006448301,0.0017084554,0.0010534663,0.0005012234,0.0005133658,0.00086904917,0.0006057269,53,test
0.0012414092,0.001060301,0.99352336,0.0006551922,0.0012812086,0.0005539446,0.00062100095,0.0010636279,54,test
0.0013919198,0.0011076169,0.99339986,0.00063806423,0.0011548321,0.0005671265,0.0006634818,0.0010770467,55,test
0.99391913,0.0007088771,0.0019330403,0.0010957959,0.0004815714,0.00045435352,0.00083981024,0.00056746847,56,test
0.0012401498,0.0010946464,0.9933444,0.0006345491,0.0012129408,0.0006422161,0.000699681,0.0011312953,57,test
0.001662726,0.0021712293,0.0017082157,0.0013113266,0.9851547,0.0037659605,0.0020076511,0.0022181936,58,test
0.8857578,0.0023760868,0.10431694,0.0016980357,0.0016087531,0.0010188725,0.0015370159,0.0016864557,59,test
0.0015071243,0.0011347294,0.9926964,0.0007462536,0.0016182411,0.0006367319,0.00069798826,0.0009625663,60,test
0.0035445855,0.001489807,0.9901883,0.00071322185,0.0016173692,0.00063440495,0.0006014418,0.0012108552,61,test
0.0016396063,0.0012817949,0.9927233,0.00066128734,0.0014455474,0.0005536707,0.000564956,0.0011298264,62,test
0.0012681899,0.0010804691,0.99348575,0.0006737172,0.0011830654,0.0005537549,0.00062516297,0.0011299449,63,test
0.0011799538,0.0011049052,0.9934488,0.0006028471,0.0012570728,0.0005979207,0.0006856234,0.0011228996,64,test
0.001551199,0.0010562763,0.9932712,0.0006180487,0.001231414,0.00058701524,0.00061899907,0.0010659494,65,test
0.0014497194,0.0011820125,0.993246,0.0005941305,0.001234832,0.0005688426,0.00060453045,0.0011199232,66,test
0.001243224,0.0010692936,0.993544,0.00062790373,0.001164792,0.00057593285,0.00066993997,0.0011049836,67,test
0.00065924344,0.00048456987,0.0010322945,0.0013655981,0.00066182646,0.0009490535,0.00080972415,0.99403775,68,test
0.0011888067,0.0010095942,0.9932493,0.0006707687,0.0012464041,0.0006231005,0.0007896373,0.0012224038,69,test
0.9943604,0.0006422635,0.0014013897,0.0010567814,0.00052184146,0.00053606555,0.00094580953,0.00053560745,70,test
0.00115955,0.001094787,0.9934569,0.0006744714,0.0013137339,0.0005590967,0.00065944815,0.0010820499,71,test
0.99457633,0.0006796138,0.001295959,0.0009562785,0.0005241576,0.00053172983,0.0009137937,0.0005221487,72,test
0.0009624262,0.0011210457,0.9927677,0.0007516098,0.0018224145,0.00059965835,0.00076584617,0.0012093076,73,test
0.009839351,0.0040917266,0.0024776075,0.0060596983,0.5566388,0.40560138,0.008505627,0.0067857443,74,test
0.00070867833,0.9939248,0.0008446478,0.0014473744,0.0008155784,0.0006600114,0.0009017511,0.00069725706,75,test
0.00067323743,0.0005174168,0.0010000948,0.0014418776,0.0007194813,0.0010264486,0.0009024938,0.99371886,76,test
0.88588595,0.0031272331,0.10178816,0.0013532095,0.0022766578,0.0011608675,0.00258638,0.0018215626,77,test
0.9919071,0.0008218757,0.004099145,0.0008871446,0.0006659892,0.00045792764,0.0007131974,0.00044765242,78,test
