0,1,index,split
0.99599105,0.0040090177,0,test
0.004316975,0.9956831,1,test
0.99205387,0.0079462,2,test
0.020436777,0.9795632,3,test
0.01090907,0.989091,4,test
0.98655033,0.013449681,5,test
0.9941121,0.0058878795,6,test
0.46020547,0.53979456,7,test
0.012868611,0.9871314,8,test
0.9935961,0.006403943,9,test
0.08235115,0.91764885,10,test
0.9619885,0.03801151,11,test
0.9055513,0.0944487,12,test
0.018141488,0.9818585,13,test
0.9952833,0.0047166655,14,test
0.068228714,0.9317713,15,test
0.026400989,0.973599,16,test
0.0039494787,0.99605054,17,test
0.98815954,0.011840484,18,test
0.9951698,0.004830141,19,test
0.9178165,0.08218354,20,test
0.5677035,0.43229648,21,test
0.9933342,0.0066658556,22,test
0.99430853,0.005691506,23,test
0.94097316,0.05902687,24,test
0.11443329,0.8855667,25,test
0.9944989,0.0055011082,26,test
0.99378335,0.006216595,27,test
0.12703948,0.87296057,28,test
0.79532033,0.20467965,29,test
0.0048871376,0.99511284,30,test
0.011732846,0.9882671,31,test
0.011967818,0.9880322,32,test
0.9939996,0.0060003866,33,test
0.9950572,0.0049427883,34,test
0.010815917,0.989184,35,test
0.9857934,0.01420663,36,test
0.9919378,0.008062144,37,test
0.003031551,0.99696845,38,test
0.11483846,0.8851616,39,test
0.9930937,0.006906291,40,test
0.31055358,0.68944645,41,test
0.0102687515,0.98973125,42,test
0.015932119,0.9840679,43,test
0.994866,0.0051339995,44,test
0.99039257,0.009607511,45,test
0.009613532,0.9903865,46,test
0.0070177238,0.99298227,47,test
0.13048244,0.86951756,48,test
0.009720918,0.99027914,49,test
0.5573141,0.44268587,50,test
0.003984058,0.99601597,51,test
0.930714,0.069285996,52,test
0.9837428,0.016257178,53,test
0.0040958095,0.99590427,54,test
0.98548675,0.014513303,55,test
0.0045125745,0.9954874,56,test
0.003790863,0.99620914,57,test
0.008970377,0.9910296,58,test
0.0057900893,0.9942099,59,test
0.0048332755,0.9951668,60,test
0.004117464,0.9958825,61,test
0.004240389,0.99575967,62,test
0.002986956,0.9970131,63,test
0.012651601,0.98734844,64,test
0.11625176,0.88374823,65,test
0.81605434,0.18394567,66,test
0.0033472963,0.9966528,67,test
0.0053120516,0.9946879,68,test
0.99597126,0.0040286835,69,test
0.9902188,0.009781193,70,test
0.0033955069,0.99660444,71,test
0.99576795,0.004232053,72,test
0.95505095,0.044949,73,test
0.010995065,0.9890049,74,test
0.99026525,0.009734818,75,test
0.0036676794,0.99633235,76,test
0.66925687,0.33074313,77,test
0.0032097339,0.99679023,78,test
0.9944776,0.005522399,79,test
0.07262171,0.9273783,80,test
0.009059407,0.9909406,81,test
0.0038668958,0.9961331,82,test
0.0041048955,0.99589515,83,test
0.002847684,0.9971523,84,test
0.93142945,0.06857053,85,test
0.99211216,0.007887861,86,test
0.003509068,0.9964909,87,test
0.0040649646,0.99593496,88,test
0.0071232966,0.9928767,89,test
0.040629923,0.9593701,90,test
0.045674637,0.9543254,91,test
0.020139894,0.9798601,92,test
0.6888475,0.31115255,93,test
0.0035315945,0.9964684,94,test
0.005777921,0.9942221,95,test
0.8961405,0.10385953,96,test
0.9943393,0.005660689,97,test
0.007458363,0.9925417,98,test
0.27143833,0.72856164,99,test
0.86490285,0.13509718,100,test
0.0034281793,0.9965718,101,test
0.0055301194,0.9944699,102,test
0.99118817,0.008811868,103,test
0.0053597186,0.9946403,104,test
0.993291,0.006708923,105,test
0.9834995,0.01650049,106,test
0.9959396,0.004060439,107,test
0.0051182923,0.99488175,108,test
0.0030450877,0.9969549,109,test
0.9960824,0.0039175414,110,test
0.9941379,0.0058621364,111,test
0.98743546,0.012564534,112,test
0.98613966,0.013860311,113,test
0.99683183,0.0031681634,114,test
0.7571099,0.2428901,115,test
0.9933323,0.0066677285,116,test
0.6134723,0.38652766,117,test
0.021626195,0.97837377,118,test
0.9858823,0.014117755,119,test
0.9768594,0.023140563,120,test
0.9878293,0.012170721,121,test
0.9948428,0.0051572057,122,test
0.94426197,0.055738054,123,test
0.011733658,0.9882663,124,test
0.99008524,0.009914742,125,test
0.046826925,0.95317304,126,test
0.018496227,0.9815037,127,test
0.05188355,0.9481164,128,test
0.9955597,0.004440297,129,test
0.9590682,0.040931813,130,test
0.008450967,0.991549,131,test
0.9789411,0.02105894,132,test
0.28448454,0.71551543,133,test
0.99421835,0.0057816,134,test
0.9951273,0.0048726653,135,test
0.0035710197,0.996429,136,test
0.03371758,0.9662824,137,test
0.99240535,0.007594612,138,test
0.96312547,0.036874536,139,test
0.202127,0.797873,140,test
0.95738345,0.04261658,141,test
0.8863765,0.113623455,142,test
0.862694,0.13730599,143,test
0.9938146,0.0061854674,144,test
0.003969305,0.9960306,145,test
0.002900866,0.99709916,146,test
0.9840714,0.015928704,147,test
0.029487744,0.9705123,148,test
0.99546695,0.0045329845,149,test
0.69338095,0.30661905,150,test
0.9944582,0.005541823,151,test
0.38952628,0.61047375,152,test
0.66348964,0.33651036,153,test
0.0034787136,0.99652135,154,test
0.04588257,0.9541174,155,test
0.014585663,0.9854144,156,test
0.97179574,0.028204268,157,test
0.0028114521,0.9971885,158,test
0.9583903,0.041609693,159,test
0.0061443117,0.99385566,160,test
0.98469234,0.015307634,161,test
0.004406817,0.99559313,162,test
0.99127746,0.008722617,163,test
0.0046439064,0.9953561,164,test
0.020611405,0.97938854,165,test
0.0035195749,0.9964804,166,test
0.03948744,0.9605126,167,test
0.34530342,0.6546966,168,test
0.9932662,0.006733776,169,test
0.0042664898,0.99573356,170,test
0.9858329,0.014167037,171,test
0.004945092,0.99505484,172,test
0.0033430832,0.9966569,173,test
0.99460465,0.005395329,174,test
0.003610228,0.9963897,175,test
0.98913187,0.010868058,176,test
0.9846869,0.015313032,177,test
0.08153504,0.91846496,178,test
0.0027808298,0.9972192,179,test
0.004858914,0.995141,180,test
0.26750353,0.73249644,181,test
0.9356178,0.06438218,182,test
0.0038337072,0.99616635,183,test
0.98451406,0.015485996,184,test
0.006233368,0.99376667,185,test
0.9672349,0.03276506,186,test
0.99573237,0.004267604,187,test
0.97943145,0.020568527,188,test
0.99049103,0.009508949,189,test
0.9886487,0.01135128,190,test
0.0034342045,0.9965659,191,test
0.0053388583,0.99466115,192,test
0.99589914,0.0041008936,193,test
0.003452119,0.9965479,194,test
0.9820638,0.017936286,195,test
0.99231124,0.0076888227,196,test
0.06163062,0.93836933,197,test
0.0076740226,0.992326,198,test
0.9103545,0.08964551,199,test
0.69273055,0.30726948,200,test
0.0050366153,0.9949634,201,test
0.0056986026,0.99430144,202,test
0.03023305,0.9697669,203,test
0.051329765,0.9486702,204,test
0.9449602,0.055039775,205,test
0.005813369,0.99418664,206,test
0.38810512,0.6118949,207,test
0.9935169,0.006483148,208,test
0.0060409536,0.99395907,209,test
0.0066643744,0.9933356,210,test
0.004833197,0.9951668,211,test
0.0047557303,0.9952442,212,test
0.9934052,0.006594762,213,test
0.034903575,0.96509635,214,test
0.49334875,0.5066512,215,test
0.005585283,0.9944147,216,test
0.9929557,0.007044347,217,test
0.9800931,0.019906946,218,test
0.9834162,0.016583804,219,test
0.0033969756,0.996603,220,test
0.9937371,0.006262889,221,test
0.1513385,0.8486615,222,test
0.007138147,0.9928618,223,test
0.027286088,0.97271395,224,test
0.009826663,0.99017334,225,test
0.0028915957,0.9971084,226,test
0.9960224,0.0039776787,227,test
0.0035785644,0.99642146,228,test
0.00400606,0.995994,229,test
0.9767596,0.023240345,230,test
0.0027795525,0.9972204,231,test
0.9890365,0.010963522,232,test
0.98965657,0.010343469,233,test
0.9843754,0.01562462,234,test
0.42231932,0.57768065,235,test
0.9882074,0.011792626,236,test
0.9752635,0.024736496,237,test
0.0033011793,0.9966988,238,test
0.9951014,0.0048986063,239,test
0.9929889,0.0070110946,240,test
0.008307116,0.99169284,241,test
0.48825145,0.51174855,242,test
0.99545246,0.0045475946,243,test
0.81797206,0.18202794,244,test
0.01893256,0.9810674,245,test
0.9199407,0.08005935,246,test
0.99388725,0.0061127115,247,test
0.9725103,0.02748969,248,test
0.0060069086,0.9939931,249,test
0.0061730957,0.9938269,250,test
0.007191589,0.99280846,251,test
0.9949767,0.0050232275,252,test
0.023681676,0.9763183,253,test
0.92357266,0.07642735,254,test
0.0034731207,0.9965269,255,test
0.99366367,0.006336357,256,test
0.9923286,0.007671434,257,test
0.99025667,0.009743265,258,test
0.090193406,0.9098066,259,test
0.9952609,0.0047391485,260,test
0.98115426,0.018845735,261,test
0.008588871,0.9914111,262,test
0.0031532042,0.99684674,263,test
0.7045756,0.2954244,264,test
0.9946768,0.0053232224,265,test
0.99335974,0.006640314,266,test
0.23747805,0.762522,267,test
0.99626213,0.0037378967,268,test
0.008800745,0.9911992,269,test
0.012009094,0.9879909,270,test
0.0037802642,0.9962198,271,test
0.05335402,0.94664603,272,test
0.9917236,0.008276438,273,test
0.9908993,0.00910069,274,test
0.689759,0.31024095,275,test
0.0028764189,0.99712354,276,test
0.99052143,0.00947857,277,test
0.004800233,0.9951998,278,test
0.24477567,0.7552244,279,test
0.91040665,0.089593336,280,test
0.98535174,0.014648286,281,test
0.0063098003,0.99369013,282,test
0.7182538,0.2817462,283,test
0.0055787032,0.9944213,284,test
0.5490138,0.45098618,285,test
0.99577737,0.0042226645,286,test
0.009243422,0.9907566,287,test
0.009839476,0.99016047,288,test
0.9808686,0.019131437,289,test
0.033496477,0.96650356,290,test
0.9853468,0.014653249,291,test
0.09916125,0.9008388,292,test
0.029855251,0.97014475,293,test
0.994978,0.0050219647,294,test
0.99164647,0.008353539,295,test
0.0029173086,0.99708265,296,test
0.020423401,0.9795766,297,test
0.98597646,0.014023491,298,test
0.0032410827,0.9967589,299,test
0.9951497,0.0048503187,300,test
0.0033240325,0.99667597,301,test
0.9846628,0.015337195,302,test
0.0043697637,0.99563026,303,test
0.032603383,0.9673967,304,test
0.97828954,0.021710424,305,test
0.97783333,0.022166666,306,test
0.9884597,0.011540262,307,test
0.8008423,0.19915773,308,test
0.0062544076,0.99374557,309,test
0.008804465,0.99119556,310,test
0.003972687,0.99602735,311,test
0.006111796,0.9938882,312,test
0.05992473,0.94007534,313,test
0.99381495,0.006185095,314,test
0.0052386182,0.9947614,315,test
0.9707168,0.029283239,316,test
0.99318063,0.006819341,317,test
0.12282553,0.87717444,318,test
0.008957161,0.99104285,319,test
0.98878306,0.011216964,320,test
0.009190749,0.9908092,321,test
0.99423236,0.0057675806,322,test
0.984056,0.015943963,323,test
0.024057027,0.975943,324,test
0.009483209,0.9905167,325,test
0.9954554,0.004544614,326,test
0.9815471,0.01845291,327,test
0.99252665,0.007473323,328,test
0.0033909401,0.9966091,329,test
0.004136253,0.9958637,330,test
