test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.9110378912685337,0.9151376146788991,0.00024366954864217055,1,37
0.9137836353651839,0.9128440366972477,0.00024712956390297066,1,38
0.9011532125205931,0.9162844036697247,0.00022821135733037254,1,39
0.9088412959912137,0.9139908256880734,0.00024041194695813652,1,40
0.9060955518945635,0.9151376146788991,0.0002434172517712597,1,41
0.9088412959912137,0.9139908256880734,0.00022787160103560672,1,42
0.9060955518945635,0.9139908256880734,0.00023942279134851966,1,43
0.9055464030752334,0.9151376146788991,0.0002497274230169373,1,44
0.9066447007138935,0.9139908256880734,0.00023177742368896083,1,45
0.9099395936298736,0.9128440366972477,0.0002294076398988794,1,46
