dataset,split,index,node_threshold,edge_threshold,document_length,unique_words,token_count,node_count,node_embedding_dimension,edge_count,edge_embedding_dimension
IMDb-1k,train,361,0.95,0.8,792,427,1019,111,768,700,2
IMDb-1k,train,73,0.95,0.8,788,362,1052,104,768,656,2
IMDb-1k,train,374,0.95,0.8,805,419,1042,113,768,694,2
IMDb-1k,train,155,0.95,0.8,787,336,1017,115,768,691,2
IMDb-1k,train,104,0.95,0.8,948,490,1352,132,768,777,2
IMDb-1k,train,394,0.95,0.8,940,478,1368,128,768,808,2
IMDb-1k,train,377,0.95,0.8,1141,567,1569,157,768,1009,2
IMDb-1k,train,124,0.95,0.8,973,428,1325,136,768,844,2
IMDb-1k,train,68,0.95,0.8,934,428,1228,129,768,830,2
IMDb-1k,train,450,0.95,0.8,1294,571,1713,172,768,1122,2
IMDb-1k,train,9,0.95,0.8,875,430,1141,118,768,737,2
IMDb-1k,train,194,0.95,0.8,938,517,1320,116,768,767,2
IMDb-1k,train,406,0.95,0.8,935,363,1204,109,768,708,2
IMDb-1k,train,84,0.95,0.8,779,308,987,113,768,659,2
IMDb-1k,train,371,0.95,0.8,768,399,1058,99,768,600,2
IMDb-1k,train,388,0.95,0.8,1645,603,2166,207,768,1336,2
IMDb-1k,train,495,0.95,0.8,860,394,1141,108,768,636,2
IMDb-1k,train,30,0.95,0.8,787,386,1003,97,768,581,2
IMDb-1k,train,316,0.95,0.8,930,429,1309,134,768,786,2
IMDb-1k,train,408,0.95,0.8,937,504,1293,124,768,784,2
IMDb-1k,train,490,0.95,0.8,918,426,1251,129,768,795,2
IMDb-1k,train,491,0.95,0.8,948,524,1223,119,768,801,2
IMDb-1k,train,280,0.95,0.8,850,422,1121,107,768,698,2
IMDb-1k,train,356,0.95,0.8,885,400,1112,111,768,705,2
IMDb-1k,train,76,0.95,0.8,792,418,1034,106,768,666,2
IMDb-1k,train,461,0.95,0.8,901,414,1189,112,768,685,2
IMDb-1k,train,497,0.95,0.8,896,476,1290,110,768,684,2
IMDb-1k,train,211,0.95,0.8,976,462,1311,135,768,837,2
IMDb-1k,train,101,0.95,0.8,762,405,1067,112,768,656,2
IMDb-1k,train,334,0.95,0.8,976,486,1402,141,768,895,2
IMDb-1k,train,475,0.95,0.8,804,418,1064,107,768,664,2
IMDb-1k,train,336,0.95,0.8,883,376,1109,117,768,728,2
IMDb-1k,train,440,0.95,0.8,845,420,1147,106,768,678,2
IMDb-1k,train,173,0.95,0.8,949,429,1203,129,768,815,2
IMDb-1k,train,2,0.95,0.8,857,444,1105,112,768,697,2
IMDb-1k,train,333,0.95,0.8,908,419,1268,105,768,680,2
IMDb-1k,train,409,0.95,0.8,952,508,1251,113,768,761,2
IMDb-1k,train,70,0.95,0.8,1541,649,2123,208,768,1251,2
IMDb-1k,train,209,0.95,0.8,892,430,1165,101,768,660,2
IMDb-1k,train,63,0.95,0.8,953,507,1356,139,768,859,2
IMDb-1k,train,384,0.95,0.8,827,382,1071,104,768,652,2
IMDb-1k,train,93,0.95,0.8,960,445,1247,122,768,785,2
IMDb-1k,train,485,0.95,0.8,790,401,986,92,768,604,2
IMDb-1k,train,185,0.95,0.8,911,491,1143,114,768,757,2
IMDb-1k,train,33,0.95,0.8,947,445,1263,117,768,753,2
IMDb-1k,train,77,0.95,0.8,803,383,1089,111,768,682,2
IMDb-1k,train,0,0.95,0.8,852,408,1050,111,768,682,2
IMDb-1k,train,11,0.95,0.8,948,368,1293,135,768,785,2
IMDb-1k,train,415,0.95,0.8,944,426,1195,116,768,751,2
IMDb-1k,train,22,0.95,0.8,851,410,1147,116,768,737,2
IMDb-1k,train,72,0.95,0.8,783,392,1072,108,768,656,2
IMDb-1k,train,182,0.95,0.8,764,310,928,98,768,618,2
IMDb-1k,train,131,0.95,0.8,1028,521,1360,139,768,895,2
IMDb-1k,train,410,0.95,0.8,835,417,1145,110,768,646,2
IMDb-1k,train,193,0.95,0.8,876,459,1176,108,768,682,2
IMDb-1k,train,55,0.95,0.8,965,463,1415,126,768,757,2
IMDb-1k,train,148,0.95,0.8,921,449,1303,123,768,750,2
IMDb-1k,train,18,0.95,0.8,796,394,1118,105,768,658,2
IMDb-1k,train,204,0.95,0.8,977,509,1288,129,768,830,2
IMDb-1k,train,78,0.95,0.8,931,411,1226,110,768,699,2
IMDb-1k,train,494,0.95,0.8,816,382,1091,101,768,627,2
IMDb-1k,train,262,0.95,0.8,910,390,1090,104,768,661,2
IMDb-1k,train,323,0.95,0.8,935,439,1241,115,768,747,2
IMDb-1k,train,483,0.95,0.8,1161,426,1433,151,768,924,2
IMDb-1k,train,79,0.95,0.8,884,427,1152,104,768,698,2
IMDb-1k,train,39,0.95,0.8,753,472,1048,108,768,661,2
IMDb-1k,train,451,0.95,0.8,891,375,1115,110,768,695,2
