dataset,split,index,node_threshold,edge_threshold,document_length,unique_words,token_count,node_count,node_embedding_dimension,edge_count,edge_embedding_dimension
IMDb-1k,train,361,0.6,0.7,792,427,1019,630,768,39797,2
IMDb-1k,train,73,0.6,0.7,788,362,1052,623,768,38600,2
IMDb-1k,train,374,0.6,0.7,805,419,1042,647,768,39454,2
IMDb-1k,train,155,0.6,0.7,787,336,1017,612,768,37851,2
IMDb-1k,train,104,0.6,0.7,948,490,1352,773,768,46643,2
IMDb-1k,train,394,0.6,0.7,940,478,1368,770,768,46496,2
IMDb-1k,train,377,0.6,0.7,1141,567,1569,885,768,57915,2
IMDb-1k,train,124,0.6,0.7,973,428,1325,785,768,48629,2
IMDb-1k,train,68,0.6,0.7,934,428,1228,678,768,45326,2
IMDb-1k,train,450,0.6,0.7,1294,571,1713,963,768,61743,2
IMDb-1k,train,9,0.6,0.7,875,430,1141,654,768,40827,2
IMDb-1k,train,194,0.6,0.7,938,517,1320,726,768,44531,2
IMDb-1k,train,406,0.6,0.7,935,363,1204,641,768,40237,2
IMDb-1k,train,84,0.6,0.7,779,308,987,644,768,37784,2
IMDb-1k,train,371,0.6,0.7,768,399,1058,575,768,33855,2
IMDb-1k,train,388,0.6,0.7,1645,603,2166,1230,768,78241,2
IMDb-1k,train,495,0.6,0.7,860,394,1141,614,768,35910,2
IMDb-1k,train,30,0.6,0.7,787,386,1003,577,768,34134,2
IMDb-1k,train,316,0.6,0.7,930,429,1309,745,768,42520,2
IMDb-1k,train,408,0.6,0.7,937,504,1293,753,768,47872,2
IMDb-1k,train,490,0.6,0.7,918,426,1251,713,768,45793,2
IMDb-1k,train,491,0.6,0.7,948,524,1223,708,768,48045,2
IMDb-1k,train,280,0.6,0.7,850,422,1121,611,768,39566,2
IMDb-1k,train,356,0.6,0.7,885,400,1112,622,768,39549,2
IMDb-1k,train,76,0.6,0.7,792,418,1034,599,768,36959,2
IMDb-1k,train,461,0.6,0.7,901,414,1189,620,768,38380,2
IMDb-1k,train,497,0.6,0.7,896,476,1290,664,768,39969,2
IMDb-1k,train,211,0.6,0.7,976,462,1311,784,768,49438,2
IMDb-1k,train,101,0.6,0.7,762,405,1067,614,768,36228,2
IMDb-1k,train,334,0.6,0.7,976,486,1402,776,768,48507,2
IMDb-1k,train,475,0.6,0.7,804,418,1064,615,768,37746,2
IMDb-1k,train,336,0.6,0.7,883,376,1109,653,768,41055,2
IMDb-1k,train,440,0.6,0.7,845,420,1147,604,768,37724,2
IMDb-1k,train,173,0.6,0.7,949,429,1203,662,768,44034,2
IMDb-1k,train,2,0.6,0.7,857,444,1105,610,768,38313,2
IMDb-1k,train,333,0.6,0.7,908,419,1268,642,768,42454,2
IMDb-1k,train,409,0.6,0.7,952,508,1251,689,768,46400,2
IMDb-1k,train,70,0.6,0.7,1541,649,2123,1182,768,70901,2
IMDb-1k,train,209,0.6,0.7,892,430,1165,619,768,39386,2
IMDb-1k,train,63,0.6,0.7,953,507,1356,819,768,50629,2
IMDb-1k,train,384,0.6,0.7,827,382,1071,610,768,37506,2
IMDb-1k,train,93,0.6,0.7,960,445,1247,679,768,44883,2
IMDb-1k,train,485,0.6,0.7,790,401,986,587,768,38007,2
IMDb-1k,train,185,0.6,0.7,911,491,1143,667,768,43650,2
IMDb-1k,train,33,0.6,0.7,947,445,1263,709,768,47024,2
IMDb-1k,train,77,0.6,0.7,803,383,1089,598,768,37420,2
IMDb-1k,train,0,0.6,0.7,852,408,1050,592,768,36789,2
IMDb-1k,train,11,0.6,0.7,948,368,1293,718,768,43118,2
IMDb-1k,train,415,0.6,0.7,944,426,1195,695,768,45885,2
IMDb-1k,train,22,0.6,0.7,851,410,1147,631,768,40560,2
IMDb-1k,train,72,0.6,0.7,783,392,1072,615,768,36528,2
IMDb-1k,train,182,0.6,0.7,764,310,928,572,768,36324,2
IMDb-1k,train,131,0.6,0.7,1028,521,1360,792,768,49887,2
IMDb-1k,train,410,0.6,0.7,835,417,1145,618,768,35982,2
IMDb-1k,train,193,0.6,0.7,876,459,1176,617,768,39347,2
IMDb-1k,train,55,0.6,0.7,965,463,1415,749,768,44056,2
IMDb-1k,train,148,0.6,0.7,921,449,1303,713,768,42814,2
IMDb-1k,train,18,0.6,0.7,796,394,1118,617,768,38027,2
IMDb-1k,train,204,0.6,0.7,977,509,1288,770,768,49054,2
IMDb-1k,train,78,0.6,0.7,931,411,1226,668,768,41528,2
IMDb-1k,train,494,0.6,0.7,816,382,1091,617,768,37674,2
IMDb-1k,train,262,0.6,0.7,910,390,1090,620,768,39399,2
IMDb-1k,train,323,0.6,0.7,935,439,1241,697,768,44473,2
IMDb-1k,train,483,0.6,0.7,1161,426,1433,834,768,52744,2
IMDb-1k,train,79,0.6,0.7,884,427,1152,604,768,39109,2
IMDb-1k,train,39,0.6,0.7,753,472,1048,613,768,37113,2
IMDb-1k,train,451,0.6,0.7,891,375,1115,607,768,38574,2
IMDb-1k,train,46,0.6,0.7,806,432,1084,611,768,38679,2
IMDb-1k,train,238,0.6,0.7,1464,632,1974,1077,768,69676,2
IMDb-1k,train,391,0.6,0.7,766,399,1083,555,768,32957,2
IMDb-1k,train,352,0.6,0.7,953,475,1279,775,768,48618,2
IMDb-1k,train,341,0.6,0.7,802,393,1081,554,768,32904,2
IMDb-1k,train,277,0.6,0.7,791,338,1033,623,768,38566,2
IMDb-1k,train,290,0.6,0.7,948,507,1303,767,768,46555,2
IMDb-1k,train,317,0.6,0.7,899,442,1244,684,768,45664,2
IMDb-1k,train,304,0.6,0.7,914,446,1193,695,768,43912,2
IMDb-1k,train,268,0.6,0.7,816,428,1082,600,768,36482,2
IMDb-1k,train,69,0.6,0.7,734,369,944,530,768,32402,2
IMDb-1k,train,455,0.6,0.7,950,459,1217,626,768,40768,2
IMDb-1k,train,465,0.6,0.7,764,453,1092,603,768,34053,2
IMDb-1k,train,154,0.6,0.7,977,431,1291,752,768,48068,2
IMDb-1k,train,82,0.6,0.7,877,450,1186,630,768,40098,2
IMDb-1k,train,477,0.6,0.7,788,354,1023,583,768,34947,2
IMDb-1k,train,172,0.6,0.7,766,353,953,511,768,31047,2
IMDb-1k,train,321,0.6,0.7,792,369,1140,613,768,36427,2
IMDb-1k,train,90,0.6,0.7,759,392,1048,600,768,36258,2
IMDb-1k,train,180,0.6,0.7,801,445,1071,594,768,38896,2
IMDb-1k,train,414,0.6,0.7,745,315,951,505,768,30917,2
IMDb-1k,train,312,0.6,0.7,773,392,1008,579,768,35670,2
IMDb-1k,train,278,0.6,0.7,946,428,1258,672,768,42516,2
IMDb-1k,train,381,0.6,0.7,808,447,1122,603,768,35701,2
IMDb-1k,train,472,0.6,0.7,786,363,1123,623,768,35121,2
IMDb-1k,train,362,0.6,0.7,812,373,1047,554,768,33025,2
IMDb-1k,train,324,0.6,0.7,980,459,1305,717,768,44367,2
IMDb-1k,train,431,0.6,0.7,770,385,989,570,768,34580,2
IMDb-1k,train,347,0.6,0.7,781,364,1021,596,768,35859,2
IMDb-1k,train,86,0.6,0.7,803,363,1062,613,768,37348,2
IMDb-1k,train,75,0.6,0.7,932,421,1177,672,768,44656,2
IMDb-1k,train,438,0.6,0.7,954,444,1257,691,768,46261,2
IMDb-1k,train,15,0.6,0.7,942,431,1184,696,768,45181,2
IMDb-1k,train,249,0.6,0.7,1435,622,1910,1043,768,66695,2
IMDb-1k,train,433,0.6,0.7,804,369,996,588,768,36027,2
IMDb-1k,train,19,0.6,0.7,872,392,1063,628,768,40027,2
IMDb-1k,train,322,0.6,0.7,990,413,1209,645,768,42160,2
IMDb-1k,train,332,0.6,0.7,819,419,1130,641,768,39702,2
IMDb-1k,train,56,0.6,0.7,850,420,1116,634,768,39007,2
IMDb-1k,train,301,0.6,0.7,1447,531,1799,1111,768,72620,2
IMDb-1k,train,229,0.6,0.7,969,421,1267,661,768,42795,2
IMDb-1k,train,331,0.6,0.7,794,364,1076,597,768,35698,2
IMDb-1k,train,132,0.6,0.7,869,421,1109,647,768,40122,2
IMDb-1k,train,137,0.6,0.7,970,447,1172,660,768,44329,2
IMDb-1k,train,423,0.6,0.7,1049,468,1284,786,768,52746,2
IMDb-1k,train,335,0.6,0.7,762,369,946,549,768,34139,2
IMDb-1k,train,25,0.6,0.7,970,461,1314,727,768,45074,2
