dataset,split,index,node_threshold,edge_threshold,document_length,unique_words,token_count,node_count,node_embedding_dimension,edge_count,edge_embedding_dimension
IMDb-1k,train,361,0.9,0.6,792,427,1019,206,768,4109,2
IMDb-1k,train,73,0.9,0.6,788,362,1052,180,768,3648,2
IMDb-1k,train,374,0.9,0.6,805,419,1042,200,768,3951,2
IMDb-1k,train,155,0.9,0.6,787,336,1017,199,768,3925,2
IMDb-1k,train,104,0.9,0.6,948,490,1352,247,768,4729,2
IMDb-1k,train,394,0.9,0.6,940,478,1368,231,768,4588,2
IMDb-1k,train,377,0.9,0.6,1141,567,1569,266,768,5641,2
IMDb-1k,train,124,0.9,0.6,973,428,1325,247,768,4969,2
IMDb-1k,train,68,0.9,0.6,934,428,1228,221,768,4736,2
IMDb-1k,train,450,0.9,0.6,1294,571,1713,308,768,6343,2
IMDb-1k,train,9,0.9,0.6,875,430,1141,204,768,4150,2
IMDb-1k,train,194,0.9,0.6,938,517,1320,209,768,4249,2
IMDb-1k,train,406,0.9,0.6,935,363,1204,200,768,4062,2
IMDb-1k,train,84,0.9,0.6,779,308,987,204,768,3776,2
IMDb-1k,train,371,0.9,0.6,768,399,1058,175,768,3411,2
IMDb-1k,train,388,0.9,0.6,1645,603,2166,366,768,7660,2
IMDb-1k,train,495,0.9,0.6,860,394,1141,194,768,3639,2
IMDb-1k,train,30,0.9,0.6,787,386,1003,188,768,3557,2
IMDb-1k,train,316,0.9,0.6,930,429,1309,243,768,4440,2
IMDb-1k,train,408,0.9,0.6,937,504,1293,227,768,4612,2
IMDb-1k,train,490,0.9,0.6,918,426,1251,234,768,4746,2
IMDb-1k,train,491,0.9,0.6,948,524,1223,212,768,4766,2
IMDb-1k,train,280,0.9,0.6,850,422,1121,191,768,4059,2
IMDb-1k,train,356,0.9,0.6,885,400,1112,196,768,4007,2
IMDb-1k,train,76,0.9,0.6,792,418,1034,188,768,3750,2
IMDb-1k,train,461,0.9,0.6,901,414,1189,192,768,3870,2
IMDb-1k,train,497,0.9,0.6,896,476,1290,199,768,3925,2
IMDb-1k,train,211,0.9,0.6,976,462,1311,249,768,5020,2
IMDb-1k,train,101,0.9,0.6,762,405,1067,196,768,3671,2
IMDb-1k,train,334,0.9,0.6,976,486,1402,244,768,5029,2
IMDb-1k,train,475,0.9,0.6,804,418,1064,193,768,3817,2
IMDb-1k,train,336,0.9,0.6,883,376,1109,210,768,4248,2
IMDb-1k,train,440,0.9,0.6,845,420,1147,188,768,3862,2
IMDb-1k,train,173,0.9,0.6,949,429,1203,222,768,4595,2
IMDb-1k,train,2,0.9,0.6,857,444,1105,195,768,3961,2
IMDb-1k,train,333,0.9,0.6,908,419,1268,202,768,4219,2
IMDb-1k,train,409,0.9,0.6,952,508,1251,205,768,4466,2
IMDb-1k,train,70,0.9,0.6,1541,649,2123,373,768,7296,2
IMDb-1k,train,209,0.9,0.6,892,430,1165,187,768,3852,2
IMDb-1k,train,63,0.9,0.6,953,507,1356,252,768,5005,2
IMDb-1k,train,384,0.9,0.6,827,382,1071,199,768,3870,2
IMDb-1k,train,93,0.9,0.6,960,445,1247,221,768,4568,2
IMDb-1k,train,485,0.9,0.6,790,401,986,173,768,3638,2
IMDb-1k,train,185,0.9,0.6,911,491,1143,211,768,4436,2
IMDb-1k,train,33,0.9,0.6,947,445,1263,215,768,4572,2
IMDb-1k,train,77,0.9,0.6,803,383,1089,197,768,3945,2
IMDb-1k,train,0,0.9,0.6,852,408,1050,178,768,3607,2
IMDb-1k,train,11,0.9,0.6,948,368,1293,242,768,4578,2
IMDb-1k,train,415,0.9,0.6,944,426,1195,213,768,4460,2
IMDb-1k,train,22,0.9,0.6,851,410,1147,199,768,4187,2
IMDb-1k,train,72,0.9,0.6,783,392,1072,196,768,3723,2
IMDb-1k,train,182,0.9,0.6,764,310,928,179,768,3619,2
IMDb-1k,train,131,0.9,0.6,1028,521,1360,237,768,4895,2
IMDb-1k,train,410,0.9,0.6,835,417,1145,195,768,3702,2
IMDb-1k,train,193,0.9,0.6,876,459,1176,198,768,4070,2
IMDb-1k,train,55,0.9,0.6,965,463,1415,237,768,4504,2
IMDb-1k,train,148,0.9,0.6,921,449,1303,222,768,4341,2
IMDb-1k,train,18,0.9,0.6,796,394,1118,186,768,3748,2
IMDb-1k,train,204,0.9,0.6,977,509,1288,237,768,4919,2
IMDb-1k,train,78,0.9,0.6,931,411,1226,202,768,4157,2
IMDb-1k,train,494,0.9,0.6,816,382,1091,184,768,3704,2
IMDb-1k,train,262,0.9,0.6,910,390,1090,187,768,3893,2
IMDb-1k,train,323,0.9,0.6,935,439,1241,213,768,4440,2
IMDb-1k,train,483,0.9,0.6,1161,426,1433,271,768,5420,2
IMDb-1k,train,79,0.9,0.6,884,427,1152,191,768,4038,2
IMDb-1k,train,39,0.9,0.6,753,472,1048,189,768,3664,2
IMDb-1k,train,451,0.9,0.6,891,375,1115,201,768,4131,2
IMDb-1k,train,46,0.9,0.6,806,432,1084,188,768,3870,2
IMDb-1k,train,238,0.9,0.6,1464,632,1974,324,768,6835,2
IMDb-1k,train,391,0.9,0.6,766,399,1083,175,768,3382,2
IMDb-1k,train,352,0.9,0.6,953,475,1279,239,768,4860,2
IMDb-1k,train,341,0.9,0.6,802,393,1081,165,768,3274,2
IMDb-1k,train,277,0.9,0.6,791,338,1033,197,768,3883,2
IMDb-1k,train,290,0.9,0.6,948,507,1303,239,768,4589,2
IMDb-1k,train,317,0.9,0.6,899,442,1244,205,768,4395,2
IMDb-1k,train,304,0.9,0.6,914,446,1193,223,768,4570,2
IMDb-1k,train,268,0.9,0.6,816,428,1082,157,768,3101,2
IMDb-1k,train,69,0.9,0.6,734,369,944,165,768,3245,2
IMDb-1k,train,455,0.9,0.6,950,459,1217,191,768,4062,2
IMDb-1k,train,465,0.9,0.6,764,453,1092,178,768,3358,2
IMDb-1k,train,154,0.9,0.6,977,431,1291,244,768,4923,2
IMDb-1k,train,82,0.9,0.6,877,450,1186,201,768,4100,2
IMDb-1k,train,477,0.9,0.6,788,354,1023,193,768,3663,2
IMDb-1k,train,172,0.9,0.6,766,353,953,147,768,2997,2
IMDb-1k,train,321,0.9,0.6,792,369,1140,200,768,3799,2
IMDb-1k,train,90,0.9,0.6,759,392,1048,186,768,3615,2
IMDb-1k,train,180,0.9,0.6,801,445,1071,174,768,3700,2
IMDb-1k,train,414,0.9,0.6,745,315,951,155,768,3102,2
IMDb-1k,train,312,0.9,0.6,773,392,1008,189,768,3724,2
IMDb-1k,train,278,0.9,0.6,946,428,1258,211,768,4328,2
IMDb-1k,train,381,0.9,0.6,808,447,1122,174,768,3486,2
IMDb-1k,train,472,0.9,0.6,786,363,1123,206,768,3715,2
IMDb-1k,train,362,0.9,0.6,812,373,1047,169,768,3298,2
IMDb-1k,train,324,0.9,0.6,980,459,1305,229,768,4525,2
IMDb-1k,train,431,0.9,0.6,770,385,989,159,768,3152,2
IMDb-1k,train,347,0.9,0.6,781,364,1021,178,768,3490,2
IMDb-1k,train,86,0.9,0.6,803,363,1062,183,768,3666,2
IMDb-1k,train,75,0.9,0.6,932,421,1177,213,768,4659,2
IMDb-1k,train,438,0.9,0.6,954,444,1257,219,768,4703,2
IMDb-1k,train,15,0.9,0.6,942,431,1184,224,768,4688,2
IMDb-1k,train,249,0.9,0.6,1435,622,1910,321,768,6732,2
IMDb-1k,train,433,0.9,0.6,804,369,996,198,768,3818,2
IMDb-1k,train,19,0.9,0.6,872,392,1063,208,768,4179,2
IMDb-1k,train,322,0.9,0.6,990,413,1209,196,768,4154,2
IMDb-1k,train,332,0.9,0.6,819,419,1130,205,768,4084,2
IMDb-1k,train,56,0.9,0.6,850,420,1116,198,768,3886,2
IMDb-1k,train,301,0.9,0.6,1447,531,1799,354,768,7402,2
IMDb-1k,train,229,0.9,0.6,969,421,1267,191,768,4021,2
IMDb-1k,train,331,0.9,0.6,794,364,1076,183,768,3664,2
IMDb-1k,train,132,0.9,0.6,869,421,1109,201,768,3972,2
IMDb-1k,train,137,0.9,0.6,970,447,1172,191,768,4285,2
IMDb-1k,train,423,0.9,0.6,1049,468,1284,250,768,5382,2
IMDb-1k,train,335,0.9,0.6,762,369,946,152,768,3080,2
IMDb-1k,train,25,0.9,0.6,970,461,1314,227,768,4600,2
IMDb-1k,train,464,0.9,0.6,787,383,1048,191,768,3635,2
IMDb-1k,train,281,0.9,0.6,916,389,1215,212,768,4328,2
IMDb-1k,train,247,0.9,0.6,887,400,1165,182,768,3814,2
IMDb-1k,train,237,0.9,0.6,793,353,1121,182,768,3595,2
IMDb-1k,train,117,0.9,0.6,946,393,1212,240,768,4868,2
IMDb-1k,train,42,0.9,0.6,949,459,1291,232,768,4734,2
IMDb-1k,train,220,0.9,0.6,1369,538,1644,296,768,6647,2
IMDb-1k,train,176,0.9,0.6,881,400,1134,182,768,3727,2
IMDb-1k,train,320,0.9,0.6,876,409,1095,162,768,3541,2
IMDb-1k,train,153,0.9,0.6,753,354,986,177,768,3440,2
IMDb-1k,train,231,0.9,0.6,863,408,1187,198,768,4050,2
IMDb-1k,train,227,0.9,0.6,838,433,1075,184,768,3731,2
IMDb-1k,train,417,0.9,0.6,961,460,1305,246,768,4819,2
IMDb-1k,train,203,0.9,0.6,765,431,1013,170,768,3383,2
IMDb-1k,train,126,0.9,0.6,958,464,1180,193,768,4111,2
IMDb-1k,train,329,0.9,0.6,827,428,1088,198,768,3926,2
IMDb-1k,train,31,0.9,0.6,799,420,1076,181,768,3692,2
IMDb-1k,train,113,0.9,0.6,770,399,1015,163,768,3229,2
IMDb-1k,train,470,0.9,0.6,799,398,1054,208,768,3984,2
IMDb-1k,train,271,0.9,0.6,877,379,1068,219,768,4484,2
IMDb-1k,train,140,0.9,0.6,779,421,1015,175,768,3473,2
IMDb-1k,train,57,0.9,0.6,844,392,1186,186,768,3646,2
IMDb-1k,train,192,0.9,0.6,904,400,1125,188,768,3876,2
IMDb-1k,train,24,0.9,0.6,866,425,1133,212,768,4057,2
IMDb-1k,train,17,0.9,0.6,765,391,996,184,768,3585,2
IMDb-1k,train,265,0.9,0.6,923,435,1140,212,768,4364,2
IMDb-1k,train,66,0.9,0.6,960,527,1421,252,768,4970,2
IMDb-1k,train,208,0.9,0.6,844,405,1078,193,768,3856,2
IMDb-1k,train,479,0.9,0.6,791,404,1004,210,768,4157,2
IMDb-1k,train,94,0.9,0.6,962,459,1326,243,768,5002,2
IMDb-1k,train,253,0.9,0.6,937,452,1239,203,768,4332,2
IMDb-1k,train,266,0.9,0.6,851,357,1071,170,768,3433,2
IMDb-1k,train,23,0.9,0.6,892,427,1140,203,768,4134,2
IMDb-1k,train,222,0.9,0.6,789,352,1026,164,768,3340,2
IMDb-1k,train,261,0.9,0.6,933,392,1152,215,768,4399,2
IMDb-1k,train,426,0.9,0.6,904,404,1255,206,768,4061,2
IMDb-1k,validation,135,0.9,0.6,897,444,1260,244,768,5068,2
IMDb-1k,validation,115,0.9,0.6,755,349,963,166,768,3298,2
