dataset,split,index,node_threshold,edge_threshold,document_length,unique_words,token_count,node_count,node_embedding_dimension,edge_count,edge_embedding_dimension
IMDb-1k,train,361,0.95,0.6,792,427,1019,111,768,1175,2
IMDb-1k,train,73,0.95,0.6,788,362,1052,104,768,1097,2
IMDb-1k,train,374,0.95,0.6,805,419,1042,113,768,1159,2
IMDb-1k,train,155,0.95,0.6,787,336,1017,115,768,1147,2
IMDb-1k,train,104,0.95,0.6,948,490,1352,132,768,1311,2
IMDb-1k,train,394,0.95,0.6,940,478,1368,128,768,1344,2
IMDb-1k,train,377,0.95,0.6,1141,567,1569,157,768,1701,2
IMDb-1k,train,124,0.95,0.6,973,428,1325,136,768,1419,2
IMDb-1k,train,68,0.95,0.6,934,428,1228,129,768,1398,2
IMDb-1k,train,450,0.95,0.6,1294,571,1713,172,768,1901,2
IMDb-1k,train,9,0.95,0.6,875,430,1141,118,768,1236,2
IMDb-1k,train,194,0.95,0.6,938,517,1320,116,768,1268,2
IMDb-1k,train,406,0.95,0.6,935,363,1204,109,768,1178,2
IMDb-1k,train,84,0.95,0.6,779,308,987,113,768,1089,2
IMDb-1k,train,371,0.95,0.6,768,399,1058,99,768,991,2
IMDb-1k,train,388,0.95,0.6,1645,603,2166,207,768,2251,2
IMDb-1k,train,495,0.95,0.6,860,394,1141,108,768,1057,2
IMDb-1k,train,30,0.95,0.6,787,386,1003,97,768,974,2
IMDb-1k,train,316,0.95,0.6,930,429,1309,134,768,1299,2
IMDb-1k,train,408,0.95,0.6,937,504,1293,124,768,1317,2
IMDb-1k,train,490,0.95,0.6,918,426,1251,129,768,1328,2
IMDb-1k,train,491,0.95,0.6,948,524,1223,119,768,1355,2
IMDb-1k,train,280,0.95,0.6,850,422,1121,107,768,1181,2
IMDb-1k,train,356,0.95,0.6,885,400,1112,111,768,1183,2
IMDb-1k,train,76,0.95,0.6,792,418,1034,106,768,1108,2
IMDb-1k,train,461,0.95,0.6,901,414,1189,112,768,1143,2
IMDb-1k,train,497,0.95,0.6,896,476,1290,110,768,1137,2
IMDb-1k,train,211,0.95,0.6,976,462,1311,135,768,1393,2
IMDb-1k,train,101,0.95,0.6,762,405,1067,112,768,1085,2
IMDb-1k,train,334,0.95,0.6,976,486,1402,141,768,1503,2
IMDb-1k,train,475,0.95,0.6,804,418,1064,107,768,1111,2
IMDb-1k,train,336,0.95,0.6,883,376,1109,117,768,1215,2
IMDb-1k,train,440,0.95,0.6,845,420,1147,106,768,1123,2
IMDb-1k,train,173,0.95,0.6,949,429,1203,129,768,1367,2
IMDb-1k,train,2,0.95,0.6,857,444,1105,112,768,1168,2
IMDb-1k,train,333,0.95,0.6,908,419,1268,105,768,1160,2
IMDb-1k,train,409,0.95,0.6,952,508,1251,113,768,1289,2
IMDb-1k,train,70,0.95,0.6,1541,649,2123,208,768,2100,2
IMDb-1k,train,209,0.95,0.6,892,430,1165,101,768,1115,2
IMDb-1k,train,63,0.95,0.6,953,507,1356,139,768,1445,2
IMDb-1k,train,384,0.95,0.6,827,382,1071,104,768,1090,2
IMDb-1k,train,93,0.95,0.6,960,445,1247,122,768,1324,2
IMDb-1k,train,485,0.95,0.6,790,401,986,92,768,1018,2
IMDb-1k,train,185,0.95,0.6,911,491,1143,114,768,1269,2
IMDb-1k,train,33,0.95,0.6,947,445,1263,117,768,1291,2
IMDb-1k,train,77,0.95,0.6,803,383,1089,111,768,1151,2
IMDb-1k,train,0,0.95,0.6,852,408,1050,111,768,1138,2
IMDb-1k,train,11,0.95,0.6,948,368,1293,135,768,1300,2
IMDb-1k,train,415,0.95,0.6,944,426,1195,116,768,1275,2
IMDb-1k,train,22,0.95,0.6,851,410,1147,116,768,1239,2
IMDb-1k,train,72,0.95,0.6,783,392,1072,108,768,1084,2
IMDb-1k,train,182,0.95,0.6,764,310,928,98,768,1027,2
IMDb-1k,train,131,0.95,0.6,1028,521,1360,139,768,1502,2
IMDb-1k,train,410,0.95,0.6,835,417,1145,110,768,1076,2
IMDb-1k,train,193,0.95,0.6,876,459,1176,108,768,1149,2
IMDb-1k,train,55,0.95,0.6,965,463,1415,126,768,1270,2
IMDb-1k,train,148,0.95,0.6,921,449,1303,123,768,1247,2
IMDb-1k,train,18,0.95,0.6,796,394,1118,105,768,1099,2
IMDb-1k,train,204,0.95,0.6,977,509,1288,129,768,1383,2
IMDb-1k,train,78,0.95,0.6,931,411,1226,110,768,1173,2
IMDb-1k,train,494,0.95,0.6,816,382,1091,101,768,1053,2
IMDb-1k,train,262,0.95,0.6,910,390,1090,104,768,1116,2
IMDb-1k,train,323,0.95,0.6,935,439,1241,115,768,1265,2
IMDb-1k,train,483,0.95,0.6,1161,426,1433,151,768,1544,2
IMDb-1k,train,79,0.95,0.6,884,427,1152,104,768,1169,2
IMDb-1k,train,39,0.95,0.6,753,472,1048,108,768,1096,2
IMDb-1k,train,451,0.95,0.6,891,375,1115,110,768,1183,2
IMDb-1k,train,46,0.95,0.6,806,432,1084,109,768,1141,2
IMDb-1k,train,238,0.95,0.6,1464,632,1974,175,768,1946,2
IMDb-1k,train,391,0.95,0.6,766,399,1083,99,768,1003,2
IMDb-1k,train,352,0.95,0.6,953,475,1279,135,768,1434,2
IMDb-1k,train,341,0.95,0.6,802,393,1081,94,768,977,2
IMDb-1k,train,277,0.95,0.6,791,338,1033,112,768,1123,2
IMDb-1k,train,290,0.95,0.6,948,507,1303,133,768,1337,2
IMDb-1k,train,317,0.95,0.6,899,442,1244,109,768,1236,2
IMDb-1k,train,304,0.95,0.6,914,446,1193,121,768,1290,2
IMDb-1k,train,268,0.95,0.6,816,428,1082,83,768,886,2
IMDb-1k,train,69,0.95,0.6,734,369,944,90,768,917,2
IMDb-1k,train,455,0.95,0.6,950,459,1217,99,768,1125,2
IMDb-1k,train,465,0.95,0.6,764,453,1092,102,768,990,2
IMDb-1k,train,154,0.95,0.6,977,431,1291,128,768,1384,2
IMDb-1k,train,82,0.95,0.6,877,450,1186,108,768,1176,2
IMDb-1k,train,477,0.95,0.6,788,354,1023,109,768,1056,2
IMDb-1k,train,172,0.95,0.6,766,353,953,84,768,923,2
IMDb-1k,train,321,0.95,0.6,792,369,1140,109,768,1097,2
IMDb-1k,train,90,0.95,0.6,759,392,1048,101,768,1026,2
IMDb-1k,train,180,0.95,0.6,801,445,1071,97,768,1090,2
IMDb-1k,train,414,0.95,0.6,745,315,951,84,768,859,2
IMDb-1k,train,312,0.95,0.6,773,392,1008,110,768,1081,2
IMDb-1k,train,278,0.95,0.6,946,428,1258,112,768,1227,2
IMDb-1k,train,381,0.95,0.6,808,447,1122,100,768,1054,2
IMDb-1k,train,472,0.95,0.6,786,363,1123,119,768,1111,2
IMDb-1k,train,362,0.95,0.6,812,373,1047,97,768,996,2
IMDb-1k,train,324,0.95,0.6,980,459,1305,125,768,1288,2
IMDb-1k,train,431,0.95,0.6,770,385,989,87,768,898,2
IMDb-1k,train,347,0.95,0.6,781,364,1021,96,768,982,2
IMDb-1k,train,86,0.95,0.6,803,363,1062,102,768,1082,2
IMDb-1k,train,75,0.95,0.6,932,421,1177,117,768,1339,2
IMDb-1k,train,438,0.95,0.6,954,444,1257,124,768,1391,2
IMDb-1k,train,15,0.95,0.6,942,431,1184,121,768,1340,2
IMDb-1k,train,249,0.95,0.6,1435,622,1910,176,768,1987,2
IMDb-1k,train,433,0.95,0.6,804,369,996,111,768,1077,2
IMDb-1k,train,19,0.95,0.6,872,392,1063,117,768,1203,2
IMDb-1k,train,322,0.95,0.6,990,413,1209,106,768,1129,2
IMDb-1k,train,332,0.95,0.6,819,419,1130,112,768,1184,2
IMDb-1k,train,56,0.95,0.6,850,420,1116,107,768,1120,2
IMDb-1k,train,301,0.95,0.6,1447,531,1799,193,768,2096,2
IMDb-1k,train,229,0.95,0.6,969,421,1267,111,768,1233,2
IMDb-1k,train,331,0.95,0.6,794,364,1076,102,768,1067,2
IMDb-1k,train,132,0.95,0.6,869,421,1109,114,768,1154,2
IMDb-1k,train,137,0.95,0.6,970,447,1172,113,768,1306,2
IMDb-1k,train,423,0.95,0.6,1049,468,1284,144,768,1611,2
IMDb-1k,train,335,0.95,0.6,762,369,946,84,768,905,2
IMDb-1k,train,25,0.95,0.6,970,461,1314,126,768,1310,2
IMDb-1k,train,464,0.95,0.6,787,383,1048,107,768,1047,2
IMDb-1k,train,281,0.95,0.6,916,389,1215,123,768,1283,2
IMDb-1k,train,247,0.95,0.6,887,400,1165,102,768,1086,2
IMDb-1k,train,237,0.95,0.6,793,353,1121,100,768,1038,2
IMDb-1k,train,117,0.95,0.6,946,393,1212,131,768,1374,2
IMDb-1k,train,42,0.95,0.6,949,459,1291,133,768,1381,2
IMDb-1k,train,220,0.95,0.6,1369,538,1644,167,768,1941,2
IMDb-1k,train,176,0.95,0.6,881,400,1134,97,768,1021,2
IMDb-1k,train,320,0.95,0.6,876,409,1095,90,768,1011,2
IMDb-1k,train,153,0.95,0.6,753,354,986,101,768,1013,2
IMDb-1k,train,231,0.95,0.6,863,408,1187,110,768,1157,2
IMDb-1k,train,227,0.95,0.6,838,433,1075,97,768,1056,2
IMDb-1k,train,417,0.95,0.6,961,460,1305,143,768,1435,2
IMDb-1k,train,203,0.95,0.6,765,431,1013,97,768,981,2
IMDb-1k,train,126,0.95,0.6,958,464,1180,111,768,1222,2
IMDb-1k,train,329,0.95,0.6,827,428,1088,107,768,1141,2
IMDb-1k,train,31,0.95,0.6,799,420,1076,102,768,1084,2
IMDb-1k,train,113,0.95,0.6,770,399,1015,85,768,884,2
IMDb-1k,train,470,0.95,0.6,799,398,1054,114,768,1157,2
IMDb-1k,train,271,0.95,0.6,877,379,1068,118,768,1274,2
IMDb-1k,train,140,0.95,0.6,779,421,1015,96,768,997,2
IMDb-1k,train,57,0.95,0.6,844,392,1186,106,768,1101,2
IMDb-1k,train,192,0.95,0.6,904,400,1125,103,768,1129,2
IMDb-1k,train,24,0.95,0.6,866,425,1133,115,768,1149,2
IMDb-1k,train,17,0.95,0.6,765,391,996,102,768,1030,2
IMDb-1k,train,265,0.95,0.6,923,435,1140,113,768,1211,2
IMDb-1k,train,66,0.95,0.6,960,527,1421,141,768,1423,2
