dataset,split,index,node_threshold,edge_threshold,document_length,unique_words,token_count,node_count,node_embedding_dimension,edge_count,edge_embedding_dimension
IMDb-1k,train,361,0.95,0.9,792,427,1019,111,768,461,2
IMDb-1k,train,73,0.95,0.9,788,362,1052,104,768,432,2
IMDb-1k,train,374,0.95,0.9,805,419,1042,113,768,459,2
IMDb-1k,train,155,0.95,0.9,787,336,1017,115,768,461,2
IMDb-1k,train,104,0.95,0.9,948,490,1352,132,768,527,2
IMDb-1k,train,394,0.95,0.9,940,478,1368,128,768,536,2
IMDb-1k,train,377,0.95,0.9,1141,567,1569,157,768,669,2
IMDb-1k,train,124,0.95,0.9,973,428,1325,136,768,561,2
IMDb-1k,train,68,0.95,0.9,934,428,1228,129,768,543,2
IMDb-1k,train,450,0.95,0.9,1294,571,1713,172,768,741,2
IMDb-1k,train,9,0.95,0.9,875,430,1141,118,768,488,2
IMDb-1k,train,194,0.95,0.9,938,517,1320,116,768,501,2
IMDb-1k,train,406,0.95,0.9,935,363,1204,109,768,466,2
IMDb-1k,train,84,0.95,0.9,779,308,987,113,768,443,2
IMDb-1k,train,371,0.95,0.9,768,399,1058,99,768,399,2
IMDb-1k,train,388,0.95,0.9,1645,603,2166,207,768,875,2
IMDb-1k,train,495,0.95,0.9,860,394,1141,108,768,429,2
IMDb-1k,train,30,0.95,0.9,787,386,1003,97,768,387,2
IMDb-1k,train,316,0.95,0.9,930,429,1309,134,768,526,2
IMDb-1k,train,408,0.95,0.9,937,504,1293,124,768,515,2
IMDb-1k,train,490,0.95,0.9,918,426,1251,129,768,529,2
IMDb-1k,train,491,0.95,0.9,948,524,1223,119,768,524,2
IMDb-1k,train,280,0.95,0.9,850,422,1121,107,768,456,2
IMDb-1k,train,356,0.95,0.9,885,400,1112,111,768,461,2
IMDb-1k,train,76,0.95,0.9,792,418,1034,106,768,438,2
IMDb-1k,train,461,0.95,0.9,901,414,1189,112,768,455,2
IMDb-1k,train,497,0.95,0.9,896,476,1290,110,768,446,2
IMDb-1k,train,211,0.95,0.9,976,462,1311,135,768,558,2
IMDb-1k,train,101,0.95,0.9,762,405,1067,112,768,441,2
IMDb-1k,train,334,0.95,0.9,976,486,1402,141,768,591,2
IMDb-1k,train,475,0.95,0.9,804,418,1064,107,768,438,2
IMDb-1k,train,336,0.95,0.9,883,376,1109,117,768,480,2
IMDb-1k,train,440,0.95,0.9,845,420,1147,106,768,447,2
IMDb-1k,train,173,0.95,0.9,949,429,1203,129,768,536,2
IMDb-1k,train,2,0.95,0.9,857,444,1105,112,768,459,2
IMDb-1k,train,333,0.95,0.9,908,419,1268,105,768,457,2
IMDb-1k,train,409,0.95,0.9,952,508,1251,113,768,494,2
IMDb-1k,train,70,0.95,0.9,1541,649,2123,208,768,833,2
IMDb-1k,train,209,0.95,0.9,892,430,1165,101,768,427,2
IMDb-1k,train,63,0.95,0.9,953,507,1356,139,768,571,2
IMDb-1k,train,384,0.95,0.9,827,382,1071,104,768,425,2
IMDb-1k,train,93,0.95,0.9,960,445,1247,122,768,512,2
IMDb-1k,train,485,0.95,0.9,790,401,986,92,768,391,2
IMDb-1k,train,185,0.95,0.9,911,491,1143,114,768,496,2
IMDb-1k,train,33,0.95,0.9,947,445,1263,117,768,491,2
IMDb-1k,train,77,0.95,0.9,803,383,1089,111,768,445,2
IMDb-1k,train,0,0.95,0.9,852,408,1050,111,768,451,2
IMDb-1k,train,11,0.95,0.9,948,368,1293,135,768,527,2
IMDb-1k,train,415,0.95,0.9,944,426,1195,116,768,497,2
IMDb-1k,train,22,0.95,0.9,851,410,1147,116,768,487,2
IMDb-1k,train,72,0.95,0.9,783,392,1072,108,768,438,2
IMDb-1k,train,182,0.95,0.9,764,310,928,98,768,404,2
IMDb-1k,train,131,0.95,0.9,1028,521,1360,139,768,588,2
IMDb-1k,train,410,0.95,0.9,835,417,1145,110,768,432,2
IMDb-1k,train,193,0.95,0.9,876,459,1176,108,768,453,2
IMDb-1k,train,55,0.95,0.9,965,463,1415,126,768,503,2
IMDb-1k,train,148,0.95,0.9,921,449,1303,123,768,504,2
IMDb-1k,train,18,0.95,0.9,796,394,1118,105,768,438,2
IMDb-1k,train,204,0.95,0.9,977,509,1288,129,768,547,2
IMDb-1k,train,78,0.95,0.9,931,411,1226,110,768,463,2
IMDb-1k,train,494,0.95,0.9,816,382,1091,101,768,415,2
IMDb-1k,train,262,0.95,0.9,910,390,1090,104,768,433,2
IMDb-1k,train,323,0.95,0.9,935,439,1241,115,768,492,2
IMDb-1k,train,483,0.95,0.9,1161,426,1433,151,768,615,2
IMDb-1k,train,79,0.95,0.9,884,427,1152,104,768,457,2
IMDb-1k,train,39,0.95,0.9,753,472,1048,108,768,440,2
IMDb-1k,train,451,0.95,0.9,891,375,1115,110,768,456,2
IMDb-1k,train,46,0.95,0.9,806,432,1084,109,768,445,2
IMDb-1k,train,238,0.95,0.9,1464,632,1974,175,768,765,2
IMDb-1k,train,391,0.95,0.9,766,399,1083,99,768,401,2
IMDb-1k,train,352,0.95,0.9,953,475,1279,135,768,563,2
IMDb-1k,train,341,0.95,0.9,802,393,1081,94,768,393,2
IMDb-1k,train,277,0.95,0.9,791,338,1033,112,768,448,2
IMDb-1k,train,290,0.95,0.9,948,507,1303,133,768,541,2
IMDb-1k,train,317,0.95,0.9,899,442,1244,109,768,473,2
IMDb-1k,train,304,0.95,0.9,914,446,1193,121,768,504,2
IMDb-1k,train,268,0.95,0.9,816,428,1082,83,768,362,2
IMDb-1k,train,69,0.95,0.9,734,369,944,90,768,364,2
IMDb-1k,train,455,0.95,0.9,950,459,1217,99,768,426,2
IMDb-1k,train,465,0.95,0.9,764,453,1092,102,768,397,2
