dataset,split,index,node_threshold,edge_threshold,document_length,unique_words,token_count,node_count,node_embedding_dimension,edge_count,edge_embedding_dimension
IMDb-1k,train,361,0.6,0.5,792,427,1019,630,768,64718,2
IMDb-1k,train,73,0.6,0.5,788,362,1052,623,768,62594,2
IMDb-1k,train,374,0.6,0.5,805,419,1042,647,768,64090,2
IMDb-1k,train,155,0.6,0.5,787,336,1017,612,768,61450,2
IMDb-1k,train,104,0.6,0.5,948,490,1352,773,768,75314,2
IMDb-1k,train,394,0.6,0.5,940,478,1368,770,768,75279,2
IMDb-1k,train,377,0.6,0.5,1141,567,1569,885,768,93746,2
IMDb-1k,train,124,0.6,0.5,973,428,1325,785,768,79106,2
IMDb-1k,train,68,0.6,0.5,934,428,1228,678,768,73756,2
IMDb-1k,train,450,0.6,0.5,1294,571,1713,963,768,99616,2
IMDb-1k,train,9,0.6,0.5,875,430,1141,654,768,66426,2
IMDb-1k,train,194,0.6,0.5,938,517,1320,726,768,71975,2
IMDb-1k,train,406,0.6,0.5,935,363,1204,641,768,65300,2
IMDb-1k,train,84,0.6,0.5,779,308,987,644,768,61756,2
IMDb-1k,train,371,0.6,0.5,768,399,1058,575,768,54663,2
IMDb-1k,train,388,0.6,0.5,1645,603,2166,1230,768,127124,2
IMDb-1k,train,495,0.6,0.5,860,394,1141,614,768,58130,2
IMDb-1k,train,30,0.6,0.5,787,386,1003,577,768,55477,2
IMDb-1k,train,316,0.6,0.5,930,429,1309,745,768,68675,2
IMDb-1k,train,408,0.6,0.5,937,504,1293,753,768,77544,2
IMDb-1k,train,490,0.6,0.5,918,426,1251,713,768,74634,2
IMDb-1k,train,491,0.6,0.5,948,524,1223,708,768,78347,2
IMDb-1k,train,280,0.6,0.5,850,422,1121,611,768,63962,2
IMDb-1k,train,356,0.6,0.5,885,400,1112,622,768,63989,2
IMDb-1k,train,76,0.6,0.5,792,418,1034,599,768,60236,2
IMDb-1k,train,461,0.6,0.5,901,414,1189,620,768,61982,2
IMDb-1k,train,497,0.6,0.5,896,476,1290,664,768,64482,2
IMDb-1k,train,211,0.6,0.5,976,462,1311,784,768,80103,2
IMDb-1k,train,101,0.6,0.5,762,405,1067,614,768,59005,2
IMDb-1k,train,334,0.6,0.5,976,486,1402,776,768,78629,2
IMDb-1k,train,475,0.6,0.5,804,418,1064,615,768,61137,2
IMDb-1k,train,336,0.6,0.5,883,376,1109,653,768,66618,2
IMDb-1k,train,440,0.6,0.5,845,420,1147,604,768,60794,2
IMDb-1k,train,173,0.6,0.5,949,429,1203,662,768,71388,2
IMDb-1k,train,2,0.6,0.5,857,444,1105,610,768,62174,2
IMDb-1k,train,333,0.6,0.5,908,419,1268,642,768,68499,2
IMDb-1k,train,409,0.6,0.5,952,508,1251,689,768,75022,2
IMDb-1k,train,70,0.6,0.5,1541,649,2123,1182,768,115057,2
IMDb-1k,train,209,0.6,0.5,892,430,1165,619,768,63544,2
IMDb-1k,train,63,0.6,0.5,953,507,1356,819,768,82520,2
IMDb-1k,train,384,0.6,0.5,827,382,1071,610,768,60563,2
IMDb-1k,train,93,0.6,0.5,960,445,1247,679,768,72696,2
IMDb-1k,train,485,0.6,0.5,790,401,986,587,768,61659,2
IMDb-1k,train,185,0.6,0.5,911,491,1143,667,768,70953,2
IMDb-1k,train,33,0.6,0.5,947,445,1263,709,768,76708,2
IMDb-1k,train,77,0.6,0.5,803,383,1089,598,768,60461,2
IMDb-1k,train,0,0.6,0.5,852,408,1050,592,768,59258,2
IMDb-1k,train,11,0.6,0.5,948,368,1293,718,768,69600,2
IMDb-1k,train,415,0.6,0.5,944,426,1195,695,768,74812,2
IMDb-1k,train,22,0.6,0.5,851,410,1147,631,768,65771,2
