dataset,split,index,node_threshold,edge_threshold,document_length,unique_words,token_count,node_count,node_embedding_dimension,edge_count,edge_embedding_dimension
IMDb-1k,train,361,0.95,0.5,792,427,1019,111,768,1410,2
IMDb-1k,train,73,0.95,0.5,788,362,1052,104,768,1313,2
IMDb-1k,train,374,0.95,0.5,805,419,1042,113,768,1387,2
IMDb-1k,train,155,0.95,0.5,787,336,1017,115,768,1373,2
IMDb-1k,train,104,0.95,0.5,948,490,1352,132,768,1572,2
IMDb-1k,train,394,0.95,0.5,940,478,1368,128,768,1613,2
IMDb-1k,train,377,0.95,0.5,1141,567,1569,157,768,2051,2
IMDb-1k,train,124,0.95,0.5,973,428,1325,136,768,1701,2
IMDb-1k,train,68,0.95,0.5,934,428,1228,129,768,1677,2
IMDb-1k,train,450,0.95,0.5,1294,571,1713,172,768,2275,2
IMDb-1k,train,9,0.95,0.5,875,430,1141,118,768,1485,2
IMDb-1k,train,194,0.95,0.5,938,517,1320,116,768,1515,2
IMDb-1k,train,406,0.95,0.5,935,363,1204,109,768,1424,2
IMDb-1k,train,84,0.95,0.5,779,308,987,113,768,1303,2
IMDb-1k,train,371,0.95,0.5,768,399,1058,99,768,1189,2
IMDb-1k,train,388,0.95,0.5,1645,603,2166,207,768,2708,2
IMDb-1k,train,495,0.95,0.5,860,394,1141,108,768,1271,2
IMDb-1k,train,30,0.95,0.5,787,386,1003,97,768,1170,2
IMDb-1k,train,316,0.95,0.5,930,429,1309,134,768,1557,2
IMDb-1k,train,408,0.95,0.5,937,504,1293,124,768,1592,2
IMDb-1k,train,490,0.95,0.5,918,426,1251,129,768,1594,2
IMDb-1k,train,491,0.95,0.5,948,524,1223,119,768,1635,2
IMDb-1k,train,280,0.95,0.5,850,422,1121,107,768,1426,2
IMDb-1k,train,356,0.95,0.5,885,400,1112,111,768,1424,2
IMDb-1k,train,76,0.95,0.5,792,418,1034,106,768,1330,2
IMDb-1k,train,461,0.95,0.5,901,414,1189,112,768,1373,2
