0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,index,identifier,chunk,split
0.005155955,0.01983172,0.04819255,0.5841655,0.0078568375,0.010715409,0.03235811,0.014026936,0.027953928,0.0035722093,0.017686468,0.011048056,0.015441281,0.0029930184,0.014463517,0.011218266,0.0065183504,0.0021123434,0.013178497,0.012849598,0.0033860481,0.12769142,0.00758394,0,3561,0,test
0.0035484578,0.031813685,0.033407744,0.03351038,0.012387192,0.016173746,0.049462687,0.005770043,0.017371893,0.022981385,0.019007493,0.004637132,0.008409958,0.04959798,0.035754763,0.019085485,0.016890228,0.016513225,0.023310626,0.021740487,0.0017722774,0.19243336,0.36441985,1,181,0,test
0.0057337238,0.008286198,0.010000202,0.0071820333,0.0026604484,0.04096351,0.008225648,0.004827216,0.008882844,0.0040177763,0.0029800043,0.0035248261,0.0018738973,0.0016138607,0.8186358,0.007497716,0.0025168161,0.012214022,0.003024581,0.0041389763,0.0018550452,0.023014363,0.016330488,2,2658,0,test
0.006156164,0.036873903,0.03693025,0.005676116,0.017619941,0.004999633,0.03206044,0.005883765,0.020236112,0.10880108,0.01037401,0.0073370454,0.009855829,0.0066662314,0.011413647,0.0353302,0.008300664,0.0059156837,0.016732218,0.0063407035,0.43333673,0.1447543,0.02840533,3,3930,0,test
0.0046322043,0.019725699,0.01489568,0.015108073,0.0066353455,0.0030377433,0.009620489,0.007684432,0.008483625,0.008202377,0.007980836,0.0032705134,0.6422938,0.004011793,0.0040961048,0.1221362,0.0058553843,0.0017626615,0.016721884,0.0068659615,0.0026407465,0.04440829,0.039930176,4,1824,0,test
0.04800447,0.023682553,0.05983177,0.006419475,0.0072601414,0.033829186,0.03602148,0.020301268,0.018217565,0.0016116119,0.008708171,0.38561696,0.009327272,0.020131318,0.020715896,0.006456865,0.0063583646,0.007117716,0.014780651,0.0049411575,0.0094248075,0.1791989,0.07204239,5,245,0,test
0.0029007357,0.016378371,0.01047495,0.0027442928,0.80855805,0.002177996,0.010632593,0.0013931831,0.007975757,0.017506843,0.008670124,0.0017924611,0.0033397325,0.0022832649,0.0029628358,0.005268426,0.009263404,0.0043429034,0.0035976786,0.0036660482,0.013434693,0.040363874,0.020271683,6,1813,0,test
0.012180539,0.03902268,0.05076498,0.004731921,0.011187366,0.013388949,0.03847087,0.007987318,0.027813856,0.006560759,0.032795303,0.0087047,0.0060150567,0.49438792,0.013407637,0.016386563,0.0066297096,0.008541406,0.027809737,0.01024394,0.0036982787,0.10692769,0.052342787,7,489,0,test
0.0101167075,0.0473588,0.05189246,0.004308292,0.008076931,0.004916866,0.029281454,0.019832402,0.027888075,0.008277026,0.016020063,0.0053372807,0.008922053,0.4050216,0.011009586,0.07067137,0.0062513286,0.0061734063,0.021520834,0.0075557088,0.005256624,0.11076002,0.113551125,8,2760,0,test
0.0024142982,0.0062924568,0.0059008496,0.0014290159,0.0037986806,0.0025695977,0.004890919,0.0028507079,0.0037490001,0.0022756346,0.9250985,0.0018537911,0.002984415,0.003941425,0.0008781514,0.0024945126,0.0023709692,0.0037067353,0.003665439,0.0022310878,0.0013805823,0.011415383,0.0018078532,9,1735,0,test
0.0015850776,0.025625601,0.021203594,0.0057138763,0.00804655,0.0029929746,0.014662824,0.0025279056,0.020181965,0.7325796,0.01699475,0.0025209384,0.0051847347,0.0021202269,0.00756564,0.01319746,0.006959917,0.0060256473,0.008340578,0.0054404926,0.011694348,0.0648023,0.014032867,10,2781,0,test
0.0024617342,0.05213889,0.013114664,0.0070287636,0.0058650556,0.0017510448,0.0052353945,0.024364162,0.020378876,0.002860659,0.0082542505,0.0019717366,0.0022535517,0.0029766397,0.0084577985,0.0034909486,0.0049154926,0.0055185547,0.0053097093,0.7730184,0.0024476696,0.042072836,0.0041131056,11,660,0,test
0.012676055,0.046346348,0.05535944,0.0025023352,0.019672234,0.008064471,0.025417011,0.06276618,0.017789729,0.007892368,0.019507699,0.0060394476,0.010918528,0.106083386,0.008214287,0.030361159,0.006022102,0.005225314,0.0107029285,0.005308018,0.021292448,0.14069593,0.3711426,12,3270,0,test
