0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,identifier,split
0.00015542313,0.00053587824,0.0002494995,0.0002490217,0.0001576169,0.00016116322,5.3164746e-05,0.0010934414,0.00013711269,0.99401677,0.00014438549,0.00014037467,0.00037259934,6.1326326e-05,0.00017057019,0.00025817004,0.00011725969,0.00024026992,9.570187e-06,0.0007377394,0.0002350228,0.0003178088,0.00038575067,0,test
0.00045174698,0.2122715,0.0004966315,0.0005056567,0.0007789633,0.00039743594,0.00038136242,0.00044903732,0.00029049334,0.0009320864,0.00084505,0.0002759069,0.00031081206,0.00016026928,0.00028971548,0.00047036496,0.0006883328,0.0035404686,0.00015407038,0.7746969,0.00037485603,0.0004003587,0.0008378971,1,test
0.002362574,0.0043366845,0.0011894664,0.0021639948,0.00050724193,0.0021071434,0.0037558696,0.05928765,0.0018104535,0.002682281,0.0028437118,0.007175004,0.00068289874,0.70403355,0.0013805712,0.0045162165,0.003061291,0.0247838,0.00022951323,0.0019857099,0.0013360686,0.0022900086,0.16547836,2,test
0.0021693914,0.008820208,0.0034480845,0.086491965,0.014546281,0.0024640653,0.016389498,0.05322295,0.0067515173,0.05332524,0.007410924,0.014871034,0.01611982,0.03998681,0.0066764406,0.038331475,0.014918415,0.018209288,0.0004409229,0.002317057,0.01125533,0.0058093444,0.576024,3,test
0.0008352195,0.03026448,0.0010265526,0.0010064376,0.0005571516,0.00031026042,0.00046438977,0.00057123014,0.00066596724,0.0017059753,0.0007239654,0.00038448538,0.00032675476,0.00032000875,0.0007137347,0.0006239106,0.0006983024,0.004777992,0.00017637709,0.94743925,0.0009897331,0.0037137668,0.0017040638,4,test
0.00045611488,0.0032528925,0.00035190154,0.0015714504,0.0009982175,0.00092943927,0.0028330204,0.0017236946,0.0005249394,0.0007818684,0.00070856966,0.96281505,0.00407046,0.0007321536,0.0008483481,0.00051641895,0.0026052229,0.0023294669,0.00035500905,0.00011855618,0.0015336662,0.00043806346,0.009505553,5,test
0.0075879623,0.036846127,0.011977875,0.017419934,0.005003167,0.06254764,0.010745127,0.031311102,0.005942833,0.0107968915,0.0053233784,0.11929443,0.012405211,0.029450169,0.0044347798,0.008205293,0.013501343,0.07791128,0.012456167,0.004511118,0.076587945,0.012297855,0.4234424,6,test
0.005858099,0.005627485,0.002422636,0.006193833,0.0014839377,0.0012004183,0.010361601,0.04582827,0.007487255,0.015111407,0.0016978614,0.0045175334,0.0008386495,0.006995705,0.0023505348,0.0052823094,0.005056964,0.0077448245,0.0009316031,0.0034560445,0.2345531,0.014726536,0.6102734,7,test
0.08745179,0.025258128,0.025241783,0.050002266,0.0065599624,0.008397884,0.012112044,0.05682848,0.028030014,0.013286411,0.0040866886,0.01112948,0.014415081,0.012078123,0.2543684,0.029131569,0.060407653,0.043230396,0.107030675,0.055776943,0.012781652,0.03153872,0.05085585,8,test
0.0011412528,0.0074962983,0.007104527,0.0021727518,0.0016776848,0.9511674,0.0007491978,0.0009137073,0.002061653,0.0024389902,0.002134222,0.0013952703,0.0015662377,0.0022819133,0.00090624153,0.0023300191,0.000989955,0.003016547,0.001977949,0.001583092,0.0007511953,0.0012912671,0.0028526084,9,test
