0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,index,split
0.00037104855,0.0031829688,0.00063902553,0.0024413,0.0040229815,0.0028361632,0.0025564388,0.0013437239,0.008631363,0.90916884,0.0073335245,0.00088508765,0.0010108756,0.0021530227,0.006158805,0.0032518012,0.003343881,0.005030382,0.0023387694,0.0028089588,0.007936621,0.0023022762,0.02025218,0,test
0.0058985194,0.30082175,0.008536176,0.007207562,0.004708923,0.0014202442,0.0019478773,0.0060838987,0.001694834,0.0015601813,0.004184374,0.001462126,0.00784259,0.0036634938,0.0067924475,0.0014621665,0.005649916,0.0061177164,0.0033116802,0.57068413,0.001041443,0.042768218,0.0051397067,1,test
0.028135834,0.015104699,0.0143500855,0.0017585185,0.0059030144,0.014097115,0.0066179824,0.4586445,0.007236878,0.0026077183,0.0067322473,0.01239083,0.00582423,0.1966697,0.011090849,0.030665651,0.0017108881,0.014728222,0.00688807,0.008848444,0.017738493,0.015507953,0.11674802,2,test
0.0014242817,0.0076397886,0.0021802098,0.03172293,0.0436503,0.009673406,0.0065083588,0.00342547,0.022784194,0.55111545,0.005033684,0.0031809693,0.0071100253,0.010708668,0.030333811,0.053979553,0.020360358,0.004325868,0.00484737,0.008345143,0.032246355,0.005996673,0.13340706,3,test
0.009835702,0.19150056,0.006297455,0.007251113,0.0036026137,0.0042558224,0.0022178672,0.01994795,0.0015825974,0.002011384,0.0034110895,0.00198829,0.0065351254,0.0066432324,0.02402903,0.0016229467,0.01305164,0.007219122,0.0027857884,0.63164234,0.0013160601,0.030125735,0.021126548,4,test
0.0022479428,0.00055096747,0.0029491868,0.004818515,0.001363876,0.0017341551,0.0037805755,0.0024276292,0.0029828157,0.0011755738,0.0019171645,0.94496465,0.006850718,0.002522631,0.0009892726,0.0014153174,0.0009644978,0.0017066223,0.0071030715,0.00062811753,0.0049177874,0.0005992322,0.0013898083,5,test
0.0018611314,0.0049465494,0.0023760425,0.001965548,0.0047763838,0.011452075,0.001797052,0.0071882643,0.0022298885,0.035401292,0.003675071,0.022972258,0.019846426,0.3769728,0.0036718235,0.014156474,0.0014443202,0.049241308,0.050376456,0.0035308704,0.011707602,0.01076175,0.3576486,6,test
0.005560391,0.004893261,0.0021087402,0.0014112596,0.008659342,0.015610756,0.0042764484,0.019485692,0.005687908,0.02525874,0.002999084,0.0050614374,0.0030907935,0.014751174,0.0048619066,0.012806707,0.0014520468,0.0017147616,0.0013889145,0.0014988809,0.7345697,0.011121982,0.11172995,7,test
0.050506648,0.02651407,0.015377756,0.010232026,0.0062009585,0.017667344,0.0085145505,0.05378702,0.011343402,0.011882858,0.0028158582,0.006837182,0.0038148495,0.01040668,0.2858691,0.0058259116,0.031721488,0.15020292,0.035160612,0.17606413,0.0076418817,0.01694453,0.054668173,8,test
0.0025563831,0.00068794715,0.000993232,0.004850398,0.0016587236,0.8741314,0.0046143113,0.0068961787,0.0017769975,0.0021721458,0.0016258066,0.01231711,0.003414939,0.012573028,0.0052429778,0.0030923877,0.0019911164,0.0031967547,0.0023388774,0.0012636147,0.007831479,0.0025107092,0.042263407,9,test
0.0043745306,0.0006921057,0.0010548953,0.0041703405,0.0014050257,0.9039321,0.0059199077,0.0083649885,0.0027815544,0.0016551089,0.0020565738,0.006518062,0.001675527,0.0059941905,0.008079614,0.0028450957,0.0018094033,0.0018871613,0.0011271603,0.0011346799,0.009113501,0.0023918124,0.021016663,10,test
