0,1,2,3,4,5,6,7,index,split
0.9868417,0.0025652281,0.0032083169,0.0018504375,0.00077830465,0.0011581111,0.0020766126,0.0015213207,0,test
0.9875004,0.0023019915,0.004121428,0.0014564936,0.00067801296,0.0010640327,0.0017415769,0.0011359525,1,test
0.001042975,0.0023542938,0.0008944707,0.0016208107,0.009174963,0.9804401,0.0024161034,0.0020564047,2,test
0.0013840407,0.0024447262,0.0023894294,0.0031093243,0.010816615,0.97576845,0.002444443,0.0016429316,3,test
0.97379667,0.002226339,0.016214976,0.0021933967,0.00082764303,0.0012950392,0.0021720466,0.0012738032,4,test
0.0032364617,0.0008868167,0.9906412,0.0012652157,0.0016197858,0.00078976084,0.0010005655,0.0005601413,5,test
0.0025334042,0.0009152938,0.9911833,0.0014184956,0.0015637954,0.0008161836,0.0010293173,0.00054022425,6,test
0.0029267303,0.00083481404,0.9902291,0.0017581321,0.0015432143,0.00090065855,0.0011517325,0.00065557647,7,test
0.95232195,0.013202553,0.020822275,0.0033290647,0.0011666717,0.0016677498,0.0050641024,0.0024256653,8,test
0.0028079378,0.00087419007,0.9902292,0.0014571501,0.0018462375,0.0009955055,0.0011364758,0.0006532073,9,test
0.00291022,0.0008647653,0.9904846,0.0015123141,0.0016591838,0.00083388825,0.0010916251,0.00064343074,10,test
0.0033291017,0.00083743874,0.99025893,0.0016531117,0.0013956854,0.00085440336,0.0011501377,0.0005212878,11,test
0.9881151,0.0021423765,0.0034081012,0.0013856114,0.00082708645,0.0012093985,0.0016963294,0.0012159199,12,test
0.98545516,0.002029954,0.0063578053,0.0015918559,0.0007797264,0.0011199623,0.0015975977,0.0010679894,13,test
0.0027289246,0.0008709591,0.9908823,0.0013729015,0.0016247537,0.0008266271,0.0011067153,0.0005869671,14,test
0.0029265648,0.00087405514,0.99081355,0.0015162069,0.0013967002,0.000819406,0.0010260676,0.00062746846,15,test
0.0029737572,0.0008715204,0.9900233,0.0016226163,0.001702781,0.0009766422,0.0010954926,0.00073394453,16,test
0.0024352493,0.0008655572,0.9911788,0.0013911573,0.0016850585,0.00088059163,0.0010151905,0.0005484303,17,test
0.9750963,0.009460687,0.007219254,0.001704472,0.0010847895,0.0015537216,0.0024021163,0.001478747,18,test
0.00087979436,0.0018224183,0.0009258694,0.0026915725,0.010377634,0.97597605,0.0029713882,0.004355254,19,test
0.9872765,0.0023904443,0.0039602504,0.0013373545,0.0007755361,0.0010809322,0.0018459172,0.0013330978,20,test
0.12174471,0.0018964002,0.85997,0.0041046008,0.006014228,0.0028612718,0.0021325184,0.001276284,21,test
0.9855641,0.0026445733,0.004035097,0.0017905448,0.00096554565,0.0013100174,0.001938008,0.0017521763,22,test
0.0032792646,0.0009388081,0.9908346,0.0013533244,0.001324102,0.00071600144,0.0009907807,0.00056307914,23,test
0.0027003696,0.002390339,0.00088533777,0.007949251,0.0027410064,0.004182648,0.0029173396,0.97623354,24,test
0.0028382293,0.000865309,0.9898948,0.0017678238,0.00187113,0.0009939004,0.001102038,0.00066685857,25,test
0.0025926067,0.0008479106,0.9913837,0.0013661738,0.0015165217,0.0007883309,0.0009819046,0.0005229855,26,test
0.003096356,0.0008868886,0.9907493,0.0015301789,0.0014629036,0.00074708194,0.0009727026,0.00055455544,27,test
0.002662932,0.0009840108,0.99066275,0.0014497302,0.0016279778,0.0009119782,0.0010850322,0.00061555096,28,test
0.0027698914,0.0009195725,0.99075073,0.0014322818,0.0015539727,0.00090015726,0.0010795688,0.00059372006,29,test
0.98767394,0.0024679122,0.0027441678,0.0015723662,0.00082144263,0.0012623179,0.001966205,0.0014915812,30,test
0.0023897905,0.0009940704,0.99029934,0.001586306,0.0018367913,0.001015074,0.0011515275,0.0007271374,31,test
0.0027181874,0.0020845695,0.0025166494,0.002770447,0.001288149,0.002541064,0.9837842,0.0022967122,32,test
0.002880721,0.0008414919,0.99060726,0.0014904133,0.0017752192,0.00085243804,0.0009437479,0.0006086379,33,test
0.002884056,0.00089563185,0.99108726,0.0013913492,0.0014552617,0.0007355578,0.00094187673,0.00060899876,34,test
0.002551326,0.0009535509,0.9912704,0.0012635587,0.0015922112,0.00080211426,0.0010320283,0.00053467654,35,test
0.0026026324,0.0008998849,0.99088037,0.0014768713,0.0016121636,0.0008927794,0.0010641072,0.000571111,36,test
0.002698385,0.00089835824,0.99142915,0.0013049818,0.0015084194,0.0006699643,0.000981886,0.00050884514,37,test
0.002861244,0.000894482,0.99119264,0.0013334679,0.0014330935,0.0007329029,0.00096718,0.00058498123,38,test
0.9871106,0.0019808058,0.0045345393,0.0013993649,0.00088604813,0.0011507767,0.0017892076,0.0011485976,39,test
0.9827753,0.0022324086,0.004873709,0.002432834,0.000699183,0.0016275098,0.0028244199,0.0025347506,40,test
0.98689926,0.0017535966,0.004722373,0.0017360317,0.0007353892,0.0012284688,0.0017250238,0.0011997664,41,test
0.0029477074,0.0008546434,0.9909043,0.0014172986,0.0014515269,0.0008403132,0.0010406745,0.00054364715,42,test
0.0025973874,0.0008342233,0.99093115,0.0014229409,0.0017139013,0.0009434215,0.0009976911,0.0005591704,43,test
0.98323905,0.001967385,0.0072278413,0.0019867106,0.000732484,0.0011746458,0.001967943,0.0017040226,44,test
0.0027636024,0.00090768375,0.9909676,0.0014408773,0.0015363079,0.00078949577,0.000986286,0.0006081334,45,test
0.0025550975,0.000890639,0.9909712,0.0014724528,0.001654674,0.00083150197,0.0009963085,0.00062811794,46,test
0.0029929553,0.0032948437,0.0016819985,0.0066480124,0.0034181129,0.0040415325,0.0032557189,0.9746668,47,test
0.98701453,0.0022989914,0.0041053584,0.0016854061,0.0006594693,0.0010864326,0.0019345317,0.0012151906,48,test
0.0031560522,0.00087712146,0.9901799,0.0015292587,0.0017318404,0.000837554,0.0010666604,0.00062162796,49,test
0.0029310738,0.0008594587,0.99077225,0.0015019905,0.0015419829,0.0007962334,0.00097587187,0.00062124373,50,test
0.0028594977,0.0008808994,0.9905088,0.0014087791,0.0016872549,0.0008504768,0.0011486942,0.00065571535,51,test
0.0029793193,0.0008865646,0.9907256,0.0014902672,0.001392608,0.0008454609,0.001109689,0.00057047233,52,test
