0,1,index,identifier,chunk,split
0.03337854,0.96662146,0,1511,0,test
0.94382054,0.056179438,1,1799,0,test
0.16310017,0.8368999,2,135,0,test
0.98102313,0.01897691,3,408,0,test
0.07026631,0.9297337,4,1693,0,test
0.04203453,0.9579655,5,1740,0,test
0.98493147,0.015068524,6,289,0,test
0.9623774,0.037622537,7,1666,0,test
0.15644726,0.8435527,8,757,0,test
0.9489714,0.051028654,9,879,0,test
0.9672842,0.03271582,10,551,0,test
0.09761463,0.9023854,11,339,0,test
0.9613561,0.038643904,12,453,0,test
0.044041693,0.9559583,13,1704,0,test
0.031371,0.968629,14,669,0,test
0.322558,0.677442,15,1379,0,test
0.028436244,0.97156376,16,497,0,test
0.8905545,0.109445564,17,1394,0,test
0.11440746,0.8855925,18,561,0,test
0.049902525,0.95009744,19,1085,0,test
0.05340415,0.9465958,20,1202,0,test
0.4626162,0.5373838,21,270,0,test
0.022132322,0.9778677,22,602,0,test
0.038974345,0.9610256,23,220,0,test
0.08478049,0.9152195,24,1456,0,test
0.9783061,0.021693846,25,331,0,test
0.034604788,0.9653953,26,307,0,test
0.1649401,0.83505994,27,462,0,test
0.9753353,0.024664678,28,1736,0,test
0.96969515,0.030304795,29,1599,0,test
0.024706662,0.97529334,30,109,0,test
0.47349897,0.526501,31,1395,0,test
0.0273649,0.9726351,32,530,0,test
0.06206061,0.93793935,33,677,0,test
0.947213,0.052787077,34,888,0,test
0.06789151,0.93210846,35,526,0,test
0.02355958,0.97644037,36,620,0,test
0.028483424,0.97151655,37,1541,0,test
0.9394856,0.060514357,38,1107,0,test
0.03228408,0.967716,39,535,0,test
0.16303296,0.836967,40,1292,0,test
0.060732782,0.9392672,41,628,0,test
0.9420911,0.057908926,42,552,0,test
0.064946085,0.9350539,43,720,0,test
0.9820717,0.017928332,44,1608,0,test
0.023439778,0.9765602,45,1657,0,test
0.6090963,0.3909037,46,1057,0,test
0.79443055,0.20556945,47,1381,0,test
0.034649517,0.9653505,48,1343,0,test
0.04217943,0.9578206,49,203,0,test
0.1429092,0.8570908,50,111,0,test
0.9835068,0.01649321,51,583,0,test
0.9708684,0.029131627,52,1040,0,test
0.19803777,0.8019622,53,1683,0,test
0.96477383,0.03522618,54,1422,0,test
0.9460617,0.053938292,55,29,0,test
0.024751825,0.97524816,56,782,0,test
0.041232362,0.95876765,57,973,0,test
0.026065225,0.9739347,58,65,0,test
0.109948374,0.8900516,59,1328,0,test
0.97731984,0.022680098,60,1373,0,test
0.033018757,0.9669813,61,1161,0,test
0.088142544,0.9118574,62,1758,0,test
0.024938116,0.97506195,63,1461,0,test
0.98067755,0.019322412,64,188,0,test
0.02601875,0.9739812,65,427,0,test
0.048263937,0.95173603,66,965,0,test
0.9823062,0.017693758,67,298,0,test
0.02798293,0.97201705,68,382,0,test
0.2630522,0.73694783,69,1641,0,test
0.42046696,0.57953304,70,1470,0,test
0.98573756,0.014262379,71,932,0,test
0.98571396,0.014286002,72,1494,0,test
0.20580009,0.79419994,73,1536,0,test
0.031683926,0.968316,74,1117,0,test
0.03388483,0.9661152,75,843,0,test
0.46540025,0.5345998,76,1083,0,test
0.032991577,0.9670085,77,1313,0,test
0.9606199,0.039379995,78,173,0,test
0.10626879,0.89373124,79,1319,0,test
0.15374945,0.84625053,80,756,0,test
0.1268744,0.87312555,81,374,0,test
0.8178852,0.18211474,82,1312,0,test
0.960375,0.039624974,83,70,0,test
0.9681662,0.03183385,84,482,0,test
0.7736245,0.22637555,85,1075,0,test
0.025509804,0.97449017,86,660,0,test
0.06900355,0.9309965,87,994,0,test
0.9726283,0.027371645,88,585,0,test
0.81105834,0.18894158,89,544,0,test
0.94410956,0.055890374,90,1775,0,test
0.035443246,0.9645567,91,212,0,test
0.026788704,0.9732112,92,1033,0,test
0.25641382,0.7435861,93,1285,0,test
0.024253853,0.97574615,94,962,0,test
0.087588,0.912412,95,439,0,test
0.10690821,0.89309186,96,1706,0,test
0.97941935,0.020580692,97,993,0,test
0.04743742,0.9525626,98,1628,0,test
0.35953692,0.6404631,99,593,0,test
0.023266815,0.97673327,100,23,0,test
0.9528506,0.04714941,101,910,0,test
0.3819444,0.6180556,102,485,0,test
0.9814139,0.01858603,103,1270,0,test
0.027536696,0.97246337,104,1632,0,test
0.8645367,0.13546327,105,350,0,test
0.92318255,0.07681743,106,1336,0,test
0.031619705,0.96838033,107,1286,0,test
0.9810962,0.01890381,108,1557,0,test
0.028954355,0.9710457,109,881,0,test
0.08567537,0.9143246,110,1640,0,test
0.033259235,0.9667408,111,892,0,test
0.024850277,0.9751497,112,575,0,test
0.1524665,0.8475335,113,864,0,test
0.88777196,0.11222805,114,1298,0,test
0.791761,0.208239,115,365,0,test
0.96652323,0.033476725,116,767,0,test
0.96709096,0.03290908,117,422,0,test
0.9815183,0.0184817,118,239,0,test
0.026832331,0.97316766,119,478,0,test
0.032452594,0.9675474,120,1762,0,test
0.9811591,0.018840885,121,237,0,test
0.024873767,0.9751262,122,722,0,test
0.9846156,0.015384341,123,233,0,test
0.96388555,0.03611452,124,354,0,test
0.9714968,0.02850311,125,914,0,test
0.0472997,0.9527003,126,1113,0,test
0.96721274,0.032787222,127,527,0,test
0.037664637,0.96233535,128,1047,0,test
0.10728266,0.89271736,129,874,0,test
0.17014442,0.82985556,130,1507,0,test
0.0980573,0.9019427,131,978,0,test
0.033804234,0.96619576,132,614,0,test
0.02545941,0.97454065,133,115,0,test
0.92022234,0.0797776,134,721,0,test
0.08245193,0.91754806,135,1488,0,test
0.83967215,0.1603278,136,1303,0,test
0.07301636,0.92698365,137,1730,0,test
0.052222356,0.9477776,138,1164,0,test
0.18060961,0.81939036,139,394,0,test
0.85421383,0.14578614,140,752,0,test
0.033123683,0.96687627,141,1301,0,test
