SLURM NODE: kn083
[I 2026-02-21 06:00:36,973] Using an existing study with name 'SST-2-Fine-tuning-Truncated' instead of creating a new one.
[UPDATE] 50 completed trials using a random sampler. Switching from random to TPE sampling.
Last trial state: 0
Enqueuing hyper-parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.1, 'learning_rate': 2e-05, 'weight_decay': 1e-05}
[I 2026-02-21 06:38:19,611] Trial 180 finished with value: 0.911697247706422 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.1, 'learning_rate': 2e-05, 'weight_decay': 1e-05}. Best is trial 58 with value: 0.9231651376146789.
[I 2026-02-21 07:16:18,196] Trial 181 finished with value: 0.9231651376146789 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.1, 'learning_rate': 5e-05, 'weight_decay': 1e-06}. Best is trial 58 with value: 0.9231651376146789.
[I 2026-02-21 07:16:18,993] Trial 182 pruned. Duplicate hyper-parameters, same as those used in trial 176: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.1, 'learning_rate': 5e-05, 'weight_decay': 1e-05}.
[I 2026-02-21 08:03:08,397] Trial 183 finished with value: 0.9220183486238532 and parameters: {'batch_size': 16, 'frozen_layers': 6, 'classifier_dropout': 0.1, 'learning_rate': 0.0001, 'weight_decay': 1e-05}. Best is trial 58 with value: 0.9231651376146789.
[I 2026-02-21 08:03:09,184] Trial 184 pruned. Duplicate hyper-parameters, same as those used in trial 183: {'batch_size': 16, 'frozen_layers': 6, 'classifier_dropout': 0.1, 'learning_rate': 0.0001, 'weight_decay': 1e-05}.
[I 2026-02-21 08:03:10,000] Trial 185 pruned. Duplicate hyper-parameters, same as those used in trial 181: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.1, 'learning_rate': 5e-05, 'weight_decay': 1e-06}.
[I 2026-02-21 08:39:36,924] Trial 186 finished with value: 0.9105504587155964 and parameters: {'batch_size': 32, 'frozen_layers': 4, 'classifier_dropout': 0.3, 'learning_rate': 5e-05, 'weight_decay': 1e-05}. Best is trial 58 with value: 0.9231651376146789.
[I 2026-02-21 09:31:30,122] Trial 187 finished with value: 0.9151376146788991 and parameters: {'batch_size': 16, 'frozen_layers': 2, 'classifier_dropout': 0.1, 'learning_rate': 5e-05, 'weight_decay': 1e-05}. Best is trial 58 with value: 0.9231651376146789.
[I 2026-02-21 10:09:07,269] Trial 188 finished with value: 0.9231651376146789 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.4, 'learning_rate': 5e-05, 'weight_decay': 1e-06}. Best is trial 58 with value: 0.9231651376146789.
[I 2026-02-21 10:09:08,019] Trial 189 pruned. Duplicate hyper-parameters, same as those used in trial 188: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.4, 'learning_rate': 5e-05, 'weight_decay': 1e-06}.
[I 2026-02-21 10:46:22,710] Trial 190 finished with value: 0.911697247706422 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.4, 'learning_rate': 2e-05, 'weight_decay': 0.0001}. Best is trial 58 with value: 0.9231651376146789.
[I 2026-02-21 11:24:31,564] Trial 191 finished with value: 0.9036697247706422 and parameters: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.3, 'learning_rate': 5e-05, 'weight_decay': 1e-06}. Best is trial 58 with value: 0.9231651376146789.
[I 2026-02-21 11:57:15,649] Trial 192 finished with value: 0.9025229357798165 and parameters: {'batch_size': 64, 'frozen_layers': 6, 'classifier_dropout': 0.1, 'learning_rate': 0.0001, 'weight_decay': 0.0001}. Best is trial 58 with value: 0.9231651376146789.
[I 2026-02-21 12:34:05,115] Trial 193 finished with value: 0.908256880733945 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.4, 'learning_rate': 0.0001, 'weight_decay': 1e-05}. Best is trial 58 with value: 0.9231651376146789.
[I 2026-02-21 13:21:04,287] Trial 194 finished with value: 0.9220183486238532 and parameters: {'batch_size': 16, 'frozen_layers': 6, 'classifier_dropout': 0.2, 'learning_rate': 0.0001, 'weight_decay': 1e-05}. Best is trial 58 with value: 0.9231651376146789.
[I 2026-02-21 13:21:05,100] Trial 195 pruned. Duplicate hyper-parameters, same as those used in trial 11: {'batch_size': 16, 'frozen_layers': 6, 'classifier_dropout': 0.2, 'learning_rate': 0.0001, 'weight_decay': 0.0001}.
[I 2026-02-21 14:10:39,787] Trial 196 finished with value: 0.9002293577981652 and parameters: {'batch_size': 16, 'frozen_layers': 2, 'classifier_dropout': 0.1, 'learning_rate': 3e-05, 'weight_decay': 1e-06}. Best is trial 58 with value: 0.9231651376146789.
[I 2026-02-21 14:49:48,867] Trial 197 finished with value: 0.908256880733945 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.2, 'learning_rate': 1e-05, 'weight_decay': 1e-05}. Best is trial 58 with value: 0.9231651376146789.
[I 2026-02-21 15:38:22,995] Trial 198 finished with value: 0.9151376146788991 and parameters: {'batch_size': 16, 'frozen_layers': 6, 'classifier_dropout': 0.3, 'learning_rate': 2e-05, 'weight_decay': 1e-05}. Best is trial 58 with value: 0.9231651376146789.
[I 2026-02-21 16:13:39,124] Trial 199 finished with value: 0.911697247706422 and parameters: {'batch_size': 64, 'frozen_layers': 2, 'classifier_dropout': 0.3, 'learning_rate': 5e-05, 'weight_decay': 1e-06}. Best is trial 58 with value: 0.9231651376146789.
[I 2026-02-21 17:04:27,166] Trial 200 finished with value: 0.893348623853211 and parameters: {'batch_size': 16, 'frozen_layers': 0, 'classifier_dropout': 0.4, 'learning_rate': 0.0001, 'weight_decay': 1e-05}. Best is trial 58 with value: 0.9231651376146789.
[I 2026-02-21 17:42:32,251] Trial 201 finished with value: 0.9231651376146789 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.2, 'learning_rate': 5e-05, 'weight_decay': 1e-06}. Best is trial 58 with value: 0.9231651376146789.
