0,1,2,3,4,5,6,7,identifier,split
0.9981261,0.00066603796,0.0009027811,1.6356296e-05,3.5307203e-05,6.117124e-05,8.745903e-05,0.000104829596,0,test
0.99839836,0.0005514636,0.00076463283,2.8804066e-05,3.0821462e-05,7.1040995e-05,7.339491e-05,8.152474e-05,1,test
0.00026584332,0.0034902664,0.00032948272,0.00084159354,0.0008364099,0.989817,0.0008286908,0.003590619,2,test
0.0005859249,0.0026564384,0.011986291,0.00062425894,0.00553082,0.9722225,0.0006159326,0.005777938,3,test
0.9971802,0.0009166064,0.0014260182,4.8514583e-05,5.4324635e-05,0.00011600656,0.0001489656,0.000109379565,4,test
0.0010796408,0.00044714694,0.9976156,9.3094284e-05,0.00028673114,8.562069e-05,0.00011779931,0.00027440928,5,test
0.0011931729,0.000712042,0.9967303,0.0001095657,0.0005937646,0.00013005194,0.00013651793,0.00039451718,6,test
0.0009047936,0.00023425548,0.9982698,7.26177e-05,0.00017219315,7.003318e-05,0.00010139244,0.0001748526,7,test
0.9913122,0.0049190274,0.002426399,0.00014328441,0.00020782073,0.00031422277,0.0002568817,0.00042006694,8,test
0.0010649858,0.0006131382,0.99724954,8.970064e-05,0.0004348817,9.103609e-05,0.0001275662,0.0003290561,9,test
0.0008103184,0.00049359543,0.9978186,6.928687e-05,0.00036262927,6.4820466e-05,0.0001054227,0.00027532477,10,test
0.0019114998,0.0007830862,0.99600023,0.00017268606,0.00046186332,0.00015221626,0.00020767178,0.00031071104,11,test
0.99815,0.0008101346,0.0005657283,4.4011696e-05,4.3082833e-05,0.00011247068,0.00013928785,0.00013535681,12,test
0.99758494,0.0006161603,0.0013953352,4.7187055e-05,5.974471e-05,0.000110867026,0.00011736803,6.847119e-05,13,test
0.0007622303,0.00063676405,0.9974583,9.0683454e-05,0.0005302118,0.000100922545,0.00011907913,0.00030192902,14,test
0.00090620306,0.00039821077,0.9979025,8.0304395e-05,0.0003294792,7.5363496e-05,9.542505e-05,0.000212542,15,test
0.00084427744,0.00031206702,0.9980428,8.4377956e-05,0.00028097405,7.9972204e-05,9.8437224e-05,0.0002571166,16,test
0.00081575307,0.0011372031,0.9960276,0.00014468734,0.00091319595,0.00019343734,0.0001995113,0.0005686731,17,test
0.9696926,0.004466713,0.024108231,0.00024815107,0.00036146562,0.00029558994,0.00041670172,0.00041056974,18,test
0.0022020307,0.012256346,0.0014199616,0.029303102,0.021483455,0.8855518,0.030204069,0.017579328,19,test
0.9977568,0.0009314534,0.0008203477,3.473562e-05,4.9447066e-05,0.00010153032,0.00013227107,0.00017341545,20,test
0.02858097,0.0005012572,0.96976614,9.7179356e-05,0.0005136147,0.00012989892,0.000110811714,0.0003000383,21,test
0.99565566,0.00087924005,0.00297688,3.170722e-05,8.507396e-05,9.40605e-05,0.00015780993,0.00011955252,22,test
0.0013579983,0.0014260995,0.9951911,0.00016499092,0.0008459269,0.0001823488,0.00024081382,0.00059074926,23,test
0.00027758747,0.0020904245,5.5852594e-05,2.5516514e-05,0.0001654007,6.561591e-05,4.9409187e-05,0.99727005,24,test
0.0007278795,0.00026524457,0.9984145,6.048815e-05,0.00023441283,6.2688305e-05,7.524348e-05,0.00015951878,25,test
0.0011494376,0.00058534864,0.9972127,8.9745154e-05,0.0004641531,9.9901736e-05,0.00013110874,0.0002675634,26,test
0.00097119715,0.0005793086,0.9973248,7.534875e-05,0.0004897214,8.8925044e-05,0.00013539783,0.00033524967,27,test
