0,1,2,3,4,5,6,7,identifier,split
0.9888692,0.0016877576,0.00010451165,0.002194354,0.002300758,0.00072353554,0.0025757856,0.001544174,0,test
0.98449403,0.0026951348,0.00017075591,0.0023217567,0.0036258672,0.0008016564,0.0033378482,0.0025529354,1,test
5.388379e-05,0.0010368342,1.7276332e-05,0.0016055761,0.00067584025,0.99626106,0.00024279443,0.00010680454,2,test
0.00012860868,0.0014819804,3.3729746e-05,0.00045855003,0.0008640944,0.99670875,0.00028164944,4.2643238e-05,3,test
0.9675299,0.0055415276,0.0005976112,0.0037807652,0.0065435194,0.0021212967,0.007154547,0.0067308894,4,test
0.00038595905,0.009518804,0.9671153,0.0060573644,0.0032299212,0.006785822,0.0043368856,0.0025699253,5,test
0.0003297209,0.006622558,0.97763216,0.0039815237,0.0031673878,0.0030761885,0.0031796265,0.0020108807,6,test
0.00041216542,0.008243839,0.972749,0.0044061504,0.0034496172,0.0038805325,0.003994189,0.0028644595,7,test
0.8902146,0.02358023,0.0017882459,0.020778771,0.013125283,0.009953276,0.026832962,0.013726669,8,test
0.00037130198,0.0069871214,0.9757111,0.0040827296,0.0029137575,0.0044203917,0.0034089375,0.0021046929,9,test
0.00025484295,0.005626133,0.9777533,0.0050524184,0.0025427465,0.0037300466,0.002968957,0.0020715378,10,test
0.00032643377,0.0044610505,0.98197985,0.0029069153,0.0025691558,0.0025234339,0.0032657185,0.00196739,11,test
0.97332317,0.0038960371,0.0002275709,0.0046292203,0.006905476,0.0013394819,0.005406827,0.0042722644,12,test
0.9822556,0.0028300132,0.00022403487,0.0021508678,0.004209784,0.0010188989,0.0036506844,0.0036601736,13,test
0.00019789922,0.0040570716,0.98560244,0.0027023316,0.0019191683,0.0021998242,0.002200311,0.0011209564,14,test
0.0003597115,0.0077950777,0.9703199,0.006152105,0.003220761,0.0055203233,0.0036065667,0.0030256172,15,test
0.00040874645,0.00781589,0.9721343,0.0042030895,0.004077371,0.004196201,0.0039727753,0.0031916953,16,test
0.0001692491,0.0044257045,0.9861807,0.0016241112,0.0022604803,0.0023844177,0.0021911405,0.00076413725,17,test
0.86970073,0.039483313,0.008111204,0.013065084,0.034168743,0.0035919044,0.016081277,0.015797757,18,test
0.0016653154,0.018190127,0.0011478339,0.018466441,0.06313577,0.89042044,0.0057330863,0.0012410275,19,test
0.95906514,0.0062348777,0.0004317738,0.006991811,0.0075105024,0.0034129503,0.009021568,0.0073313145,20,test
0.07267781,0.06523351,0.7550077,0.015166834,0.024908006,0.009891784,0.020629466,0.036484838,21,test
0.98073536,0.0044076536,0.00027195478,0.0030900359,0.004550856,0.00089601456,0.0036522495,0.002395945,22,test
0.00023892711,0.0040107374,0.98435336,0.0034407934,0.0016426373,0.0024040774,0.0024450214,0.0014644996,23,test
0.00017736257,0.00071221543,0.00010561774,0.0014431794,0.0006743069,0.0005134479,0.00053911656,0.9958347,24,test
