test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.899505766062603,0.9071100917431193,0.0029801164990529328,1,37
0.9071938495332235,0.9128440366972477,0.0030468124272337595,2,38
0.9066447007138935,0.9174311926605505,0.003143955101880446,2,39
0.9170785282811642,0.9139908256880734,0.003066849931133507,2,40
0.8956617243272927,0.8864678899082569,0.003035762033771513,1,41
0.914881933003844,0.9220183486238532,0.0030561259393833418,2,42
0.9187259747391543,0.9174311926605505,0.003054702890763762,3,43
0.8940142778693025,0.8956422018348624,0.00309238926124468,2,44
0.9214717188358045,0.9174311926605505,0.0031439801089911588,2,45
0.9088412959912137,0.9025229357798165,0.0030719128890982833,2,46
