0,1,index,identifier,chunk,split
0.4072818,0.5927182,0,58,0,test
0.025712745,0.9742872,1,179,1,test
0.032134928,0.9678651,2,97,1,test
0.034179356,0.9658206,3,289,2,test
0.7642632,0.23573683,4,223,1,test
0.09340383,0.9065961,5,91,2,test
0.5766341,0.42336592,6,100,2,test
0.015133614,0.9848663,7,257,2,test
0.8724315,0.12756851,8,308,2,test
0.97465724,0.025342697,9,302,2,test
0.022554295,0.97744566,10,140,0,test
0.5012614,0.4987386,11,223,3,test
0.9816652,0.018334776,12,31,2,test
0.02262929,0.97737074,13,44,1,test
0.018871998,0.981128,14,145,1,test
0.961664,0.03833595,15,196,0,test
0.20967412,0.7903259,16,124,0,test
0.94698113,0.05301882,17,96,1,test
0.36635125,0.6336487,18,35,2,test
0.2506081,0.749392,19,66,1,test
0.98464835,0.015351685,20,189,1,test
0.97880906,0.021190953,21,178,2,test
0.98980016,0.0101997685,22,15,2,test
0.90644175,0.09355824,23,21,2,test
0.07293954,0.9270605,24,299,0,test
0.030182008,0.96981806,25,122,1,test
0.98435366,0.015646292,26,26,2,test
0.99006456,0.009935424,27,27,1,test
0.9562626,0.043737363,28,301,1,test
0.046852175,0.95314777,29,103,1,test
0.071874075,0.9281259,30,282,2,test
0.9832624,0.01673753,31,333,0,test
0.024711305,0.9752887,32,139,0,test
0.038368974,0.961631,33,222,1,test
0.9739502,0.02604982,34,231,2,test
0.030354848,0.9696452,35,182,2,test
0.9551153,0.044884663,36,141,2,test
0.96829253,0.03170747,37,10,0,test
0.03837656,0.9616235,38,259,1,test
0.046395727,0.9536043,39,111,1,test
0.012867224,0.9871328,40,292,2,test
0.013991023,0.98600894,41,265,0,test
0.017247489,0.98275244,42,226,0,test
0.05816348,0.9418365,43,133,2,test
0.94140375,0.058596235,44,69,0,test
0.9886097,0.011390325,45,153,1,test
0.034714054,0.96528596,46,250,0,test
0.034005787,0.96599424,47,206,6,test
0.0308452,0.96915483,48,228,2,test
0.9722856,0.027714398,49,195,1,test
0.98240477,0.01759518,50,169,1,test
0.04312766,0.95687234,51,299,3,test
0.34003934,0.6599606,52,167,2,test
0.050534166,0.9494659,53,218,0,test
0.15437049,0.8456296,54,232,0,test
0.40233457,0.59766537,55,134,0,test
0.16386248,0.8361375,56,222,0,test
