0,1,index,split
0.9877759,0.0122240195,0,test
0.98854303,0.011457019,1,test
0.003469342,0.9965307,2,test
0.003431296,0.9965687,3,test
0.9899093,0.010090764,4,test
0.9936347,0.0063652988,5,test
0.010060334,0.98993963,6,test
0.92857367,0.07142632,7,test
0.0042742533,0.99572575,8,test
0.004194477,0.9958055,9,test
0.9817077,0.018292226,10,test
0.003546249,0.99645376,11,test
0.0039027114,0.99609727,12,test
0.99194795,0.008052045,13,test
0.012186284,0.9878137,14,test
0.9672616,0.03273844,15,test
0.004137959,0.995862,16,test
0.13105471,0.86894524,17,test
0.005045689,0.9949543,18,test
0.8526431,0.14735691,19,test
0.98980075,0.01019925,20,test
0.0034357226,0.9965643,21,test
0.0036658086,0.9963342,22,test
0.0038219774,0.99617803,23,test
0.9852614,0.0147386445,24,test
0.003231721,0.99676824,25,test
0.0033100054,0.9966899,26,test
0.004256919,0.9957431,27,test
0.99447674,0.0055232313,28,test
0.9631212,0.036878888,29,test
0.0073993355,0.9926006,30,test
0.9948945,0.0051055504,31,test
0.8417744,0.15822554,32,test
0.0036635764,0.99633646,33,test
0.003316846,0.9966832,34,test
0.008365543,0.9916345,35,test
0.0035023065,0.9964977,36,test
0.97779626,0.022203768,37,test
0.3182211,0.6817789,38,test
0.0034162984,0.9965837,39,test
0.991544,0.008456008,40,test
0.003609537,0.9963904,41,test
0.11065727,0.8893427,42,test
0.11659066,0.8834094,43,test
0.80459225,0.19540772,44,test
0.98174715,0.018252918,45,test
0.23294136,0.7670587,46,test
0.9720239,0.027976083,47,test
0.9927739,0.0072260695,48,test
0.003254958,0.996745,49,test
0.96286047,0.037139583,50,test
0.0034886538,0.9965114,51,test
0.9883316,0.01166836,52,test
0.9003642,0.09963578,53,test
0.9641466,0.03585333,54,test
0.0037575322,0.9962425,55,test
0.0035777348,0.9964223,56,test
0.9504428,0.049557187,57,test
0.003533926,0.99646604,58,test
0.98248005,0.017519921,59,test
0.9765555,0.023444442,60,test
0.9952691,0.0047308677,61,test
0.55998987,0.44001013,62,test
0.96061665,0.039383326,63,test
0.0042662225,0.9957338,64,test
0.0032816038,0.99671835,65,test
0.9903742,0.009625821,66,test
0.008527163,0.99147284,67,test
0.005659463,0.99434054,68,test
0.9946748,0.005325131,69,test
0.8959974,0.104002655,70,test
0.7611292,0.23887083,71,test
0.9812578,0.018742194,72,test
0.9848459,0.015154146,73,test
0.36585993,0.6341401,74,test
0.003583359,0.9964167,75,test
0.98432225,0.01567778,76,test
0.9524785,0.047521435,77,test
0.0051378417,0.99486214,78,test
0.9396096,0.06039042,79,test
0.07279488,0.9272051,80,test
0.005919915,0.99408,81,test
0.16952004,0.8304799,82,test
0.0050482564,0.9949517,83,test
0.9859553,0.0140447235,84,test
0.9531477,0.046852306,85,test
0.012651506,0.98734856,86,test
0.9429444,0.057055537,87,test
0.0034907146,0.99650925,88,test
0.020310264,0.9796897,89,test
0.60469264,0.39530736,90,test
0.0031510289,0.996849,91,test
0.88146824,0.11853177,92,test
0.992382,0.0076179975,93,test
0.98768103,0.012319033,94,test
0.006762816,0.9932372,95,test
0.9783278,0.021672215,96,test
0.97822946,0.021770567,97,test
0.98986745,0.010132487,98,test
0.0038946783,0.99610525,99,test
0.11384621,0.88615376,100,test
0.0036038873,0.9963961,101,test
0.007943111,0.9920569,102,test
0.9928804,0.0071196384,103,test
0.9925357,0.0074643237,104,test
0.44887972,0.5511203,105,test
0.8700677,0.12993225,106,test
0.9490479,0.05095202,107,test
0.82621557,0.17378439,108,test
0.0032864239,0.99671364,109,test
0.99355173,0.0064482586,110,test
0.006393535,0.99360645,111,test
0.008204508,0.9917955,112,test
0.045555122,0.9544448,113,test
0.9695357,0.030464342,114,test
0.004124999,0.99587506,115,test
0.40863514,0.59136486,116,test
0.004654898,0.99534506,117,test
0.0035961322,0.99640393,118,test
0.0034215883,0.9965784,119,test
0.9875239,0.0124760335,120,test
0.012274011,0.98772603,121,test
0.0042745983,0.9957254,122,test
0.029686108,0.9703139,123,test
0.0031457788,0.99685425,124,test
0.9874743,0.012525667,125,test
0.9731793,0.026820686,126,test
0.0036203435,0.9963797,127,test
0.98673093,0.013269081,128,test
0.20013149,0.79986846,129,test
0.1928606,0.8071394,130,test
0.98980415,0.01019589,131,test
0.0037706315,0.99622935,132,test
0.003329699,0.9966703,133,test
0.003792299,0.9962077,134,test
0.41051587,0.58948416,135,test
0.9913995,0.008600483,136,test
0.96708727,0.032912686,137,test
0.9547256,0.045274336,138,test
0.003463012,0.99653697,139,test
0.0033908947,0.9966091,140,test
0.987583,0.012417025,141,test
0.8373723,0.16262768,142,test
0.9833507,0.016649302,143,test
0.003646763,0.99635327,144,test
0.9935749,0.0064250794,145,test
0.7541282,0.24587178,146,test
0.94708455,0.05291547,147,test
0.00355311,0.9964469,148,test
0.003623825,0.9963762,149,test
0.057386633,0.9426134,150,test
0.0038627358,0.9961372,151,test
0.9716557,0.028344262,152,test
0.97946006,0.02053997,153,test
