0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,index,split
7.860923e-05,0.0021562104,0.00049285,0.00074568676,0.002024509,0.0010412134,0.00046941356,0.00079999474,0.0074329297,0.9576817,0.0011946722,0.00016580932,0.00029431455,0.0013083242,0.0012002205,0.0025804404,0.0022442068,0.0009275328,0.0010267558,0.0025535412,0.0020161057,0.0007310152,0.010834117,0,test
0.005983564,0.38151062,0.0025074359,0.0024899985,0.0022869457,0.0015758743,0.0022405444,0.0041576293,0.0030113575,0.0027779914,0.0019464062,0.0022776606,0.0019577877,0.0010014154,0.004495248,0.0009466795,0.0016825901,0.0027616646,0.0016515722,0.5639725,0.002618404,0.004640407,0.0015057741,1,test
0.102034904,0.004170741,0.0040810383,0.003787553,0.0013252387,0.0067152944,0.00513761,0.78918576,0.010845308,0.00067174307,0.0019238257,0.0045741694,0.0033302286,0.0071771555,0.010314777,0.008654938,0.0026777426,0.002232672,0.0015296786,0.01352151,0.0053462107,0.0023244605,0.008437456,2,test
0.00013912507,0.0025898903,0.0008565965,0.006954494,0.05990719,0.011077714,0.0037157207,0.0019962187,0.011247257,0.41014183,0.0036524339,0.0019845138,0.007965949,0.013116358,0.009575657,0.037669867,0.022606537,0.002924429,0.0039192853,0.0038367629,0.018032629,0.002572564,0.363517,3,test
0.0019389627,0.08512969,0.0022141086,0.0035802426,0.0035861684,0.0023473962,0.0023654033,0.0051811477,0.0065234657,0.02160144,0.0019374535,0.0013309226,0.0012453916,0.0018808168,0.031535253,0.002609524,0.007813738,0.0051994445,0.0032164112,0.7958342,0.0014790476,0.0045085954,0.0069411835,4,test
0.0010319297,0.00044920415,0.001526657,0.0054140384,0.0044139824,0.00046154542,0.0012584475,0.0006241812,0.00057607493,0.00029011583,0.0031064302,0.9643797,0.0047424175,0.001072091,0.00087926886,0.00052601396,0.0004894531,0.0010666142,0.0018275448,0.001555507,0.003315528,0.0006046135,0.0003886576,5,test
0.0014218716,0.0028234038,0.0032068656,0.020609485,0.0079904115,0.057350215,0.0025116461,0.0047666742,0.0021194674,0.01966458,0.002349125,0.16054247,0.25599706,0.033427186,0.008030652,0.014176775,0.004844216,0.015563454,0.0362693,0.00311687,0.006789236,0.006398094,0.330031,6,test
0.010116283,0.006285628,0.0015471603,0.0038629044,0.0029899227,0.0042285984,0.0036161907,0.088377096,0.005325335,0.004220796,0.0013367803,0.006219088,0.004265722,0.0064805304,0.0042190207,0.014011128,0.0038856103,0.0018295281,0.00041519498,0.0057197353,0.73483145,0.0026186719,0.08359764,7,test
0.007502703,0.018738823,0.0031366895,0.01191234,0.0014696708,0.020082898,0.0042143934,0.032489456,0.008116152,0.009075363,0.000930961,0.0024710828,0.0035076165,0.004592115,0.28766665,0.006898283,0.0064099785,0.28336158,0.10020029,0.08878451,0.0096076755,0.008960703,0.079870075,8,test
0.00047461974,0.000580683,0.00053209637,0.002873667,0.0004955216,0.9546161,0.001646572,0.0007737425,0.0011392335,0.0013046138,0.0013311047,0.0007761236,0.001061211,0.004682051,0.0006384937,0.00085626944,0.00045909092,0.00509523,0.0010949968,0.00043082712,0.0005537556,0.0012748654,0.01730909,9,test
0.0023753117,0.0007607299,0.00096816034,0.0034056224,0.00055960723,0.9584633,0.0030591337,0.00150732,0.001985181,0.00079281704,0.0029301115,0.0016329692,0.001007601,0.003089577,0.0007949195,0.00074756646,0.00047145775,0.00462329,0.0011316783,0.0007364719,0.00084689824,0.0012722022,0.0068381843,10,test
0.002229309,0.00063098245,0.0011072789,0.004107413,0.0018338716,0.0008172497,0.0015871826,0.0010869206,0.0014620975,0.0009923737,0.0010432238,0.00037519415,0.0025988035,0.00049443106,0.0013217727,0.0022867052,0.96488,0.00033554094,0.0011984425,0.0068562888,0.00088247727,0.00089203403,0.0009805103,11,test
0.0008987249,0.0009309074,0.0015720761,0.00024500975,0.9399188,0.0006062119,0.010164011,0.00024198287,0.005501856,0.0066314754,0.011490443,0.0040044747,0.0009888067,0.0012828072,0.00051433867,0.000628927,0.0017292905,0.0013685124,0.002528897,0.00085895736,0.0061625745,0.00080997124,0.0009209584,12,test
0.13876256,0.035198595,0.017693141,0.013227518,0.007839,0.27901086,0.030602986,0.01795686,0.012122926,0.007872358,0.0065885037,0.0017952827,0.015175015,0.010575872,0.16356546,0.009814464,0.11274817,0.019392267,0.018515205,0.029475018,0.0018261124,0.026105583,0.024136247,13,test
0.00039965537,0.004205168,0.0011940812,0.007246658,0.0032054603,0.27470905,0.0020802019,0.0072578937,0.008175908,0.0920282,0.0028949117,0.0007357632,0.0038364443,0.057057057,0.008435207,0.027786754,0.0033678066,0.021025622,0.005159887,0.0022145798,0.0025762639,0.005781266,0.4586262,14,test
0.00208798,0.0032084084,0.0017399203,0.012792008,0.0023251642,0.006753759,0.002753009,0.036149353,0.0018065051,0.013451918,0.0017404879,0.0059080357,0.0131620895,0.05796917,0.019819727,0.09770327,0.009359534,0.006064987,0.003626575,0.004625268,0.050728895,0.0056956913,0.64052826,15,test
0.00021010784,0.007234735,0.0014648901,0.001218099,0.01320915,0.007121807,0.0014312343,0.0015643162,0.012298212,0.78647363,0.0036474816,0.00046350659,0.0014177175,0.009286311,0.011876773,0.01664946,0.015108316,0.017229881,0.0102737425,0.007335747,0.003562991,0.0025386382,0.06838327,16,test
0.0007160806,0.00075120537,0.0020528461,0.0068487185,0.011088288,0.006267757,0.002635502,0.00097190717,0.0011116287,0.0015753015,0.007865605,0.86179453,0.0051313546,0.040935032,0.0018461957,0.0017142375,0.001209813,0.003864957,0.0018673996,0.0009886762,0.007891836,0.0026695225,0.02820166,17,test
0.012231684,0.0029101183,0.005427934,0.0921548,0.0053651165,0.505582,0.0061507085,0.086795785,0.009124431,0.0022222018,0.0042072525,0.0789125,0.025139341,0.012838717,0.01397759,0.009267746,0.0017901246,0.010973636,0.004069631,0.0066245864,0.02099836,0.0040069693,0.07922872,18,test
0.0005090768,0.0006467335,0.00057453034,0.0023199571,0.00066626864,0.9497728,0.0023238475,0.00065275835,0.00101615,0.0013592682,0.0016304959,0.0006984103,0.0007723811,0.0060063703,0.0005874971,0.0008242346,0.00052769476,0.0063844803,0.0011316189,0.00047226148,0.00072460814,0.0015274123,0.018871106,19,test
0.00013923825,0.0008579811,0.000712042,0.0015149143,0.0016647665,0.012597106,0.0016501195,0.0009596406,0.0010946571,0.009746974,0.007038677,0.0015069905,0.00073335454,0.83035284,0.00057225587,0.008706497,0.0011692025,0.0017678615,0.00093028933,0.00042534719,0.00086448074,0.0034360888,0.111558534,20,test
