0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,identifier,split
0.0015702839,0.0015226108,0.001560635,0.0015098163,0.0009905858,0.0016466081,0.0011856952,0.0022527014,0.0019284002,0.9610747,0.002360248,0.0005113074,0.0024971433,0.0006804,0.0013745342,0.004977545,0.0006900896,0.0006953966,0.00048568705,0.006129425,0.0016123523,0.0005864508,0.0021572842,0,test
0.0053425375,0.55531704,0.010786307,0.0061821635,0.0016057126,0.0015537414,0.002906917,0.008306948,0.003371626,0.006622345,0.0015930352,0.00044886852,0.0021773714,0.00028988067,0.0046095015,0.007238794,0.0006382273,0.0010140981,0.000809451,0.32501945,0.0044385637,0.048755553,0.00097190746,1,test
0.033511024,0.022758812,0.008467167,0.008242735,0.014994724,0.020695584,0.011325851,0.18288442,0.034173798,0.027085334,0.016071621,0.012513279,0.012954532,0.030658524,0.010477956,0.01897691,0.012108706,0.04149211,0.0042249067,0.062435225,0.052376248,0.056072246,0.3054982,2,test
0.0047987215,0.0038060064,0.007282255,0.050450854,0.04287985,0.01944868,0.00058599963,0.005750645,0.0041662045,0.2400448,0.009224975,0.01430395,0.060910366,0.07001672,0.010131469,0.03860508,0.0064035184,0.008989163,0.00983541,0.0109522045,0.048817102,0.014819968,0.31777605,3,test
0.0021658994,0.021968888,0.0052534393,0.0073635653,0.00823444,0.007475774,0.010648904,0.0020036136,0.0038258587,0.010227443,0.003257354,0.0015709582,0.0020149567,0.0035391306,0.00654531,0.010754841,0.0054918155,0.00074054004,0.0012579364,0.87719554,0.0018692537,0.0051781465,0.0014163402,4,test
0.0004248747,0.00011870543,0.00024676454,0.0028195954,0.00091575354,0.00068812055,0.0005184019,0.00010499792,6.1657316e-05,0.0002634891,0.0010118735,0.9672586,0.003290608,0.009901406,0.00076083455,0.0018630265,0.0012343271,0.00034148485,0.0024575677,0.00067118765,0.001798446,0.00049388275,0.0027543819,5,test
0.00540218,0.0024076651,0.005228879,0.025842996,0.0019079742,0.025571886,0.00034070472,0.002009285,0.00226507,0.029226085,0.0144318,0.03089156,0.048238352,0.11577014,0.006250431,0.021933973,0.007685321,0.029193105,0.070020504,0.0063855005,0.007861651,0.0027307032,0.5384042,6,test
0.012803735,0.0078198705,0.0055027297,0.010223381,0.0043562385,0.018911242,0.003562905,0.027021445,0.01133879,0.012260357,0.004304203,0.017486772,0.017295998,0.012053365,0.0020759304,0.015839094,0.0024228585,0.0077812877,0.0012517646,0.012323227,0.5144768,0.019441858,0.25944614,7,test
0.047477588,0.05270214,0.011461621,0.016581241,0.02466412,0.014540423,0.008747363,0.023783658,0.011009086,0.007796323,0.007769686,0.009130414,0.034439787,0.011986023,0.38673383,0.032422423,0.016667334,0.09582107,0.06256477,0.048055273,0.02296452,0.03598489,0.01669636,8,test
0.01555179,0.0007680115,0.0022866875,0.012705076,0.0016578515,0.839737,0.0051641623,0.0009079526,0.0017253624,0.010084081,0.006103131,0.00863961,0.017901855,0.0066743656,0.00771323,0.0024933503,0.003196214,0.0059649167,0.0070994818,0.0027628567,0.0035065098,0.0025643548,0.03479219,9,test
0.028745009,0.0014238055,0.0026394818,0.0095548555,0.0011483316,0.8462113,0.0061749723,0.0016915972,0.003815408,0.0052004727,0.0037856824,0.005915473,0.0072570606,0.008963269,0.015202395,0.004320242,0.0018613924,0.0038170514,0.0022077847,0.011749231,0.0074344617,0.008605825,0.01227493,10,test
0.0023937372,8.632115e-05,0.00021262368,0.0027421284,0.0004199732,0.00029138892,0.0007458383,7.231653e-05,8.431807e-05,0.00031500377,0.00082901475,0.00033962232,0.00189351,0.0016579614,0.00021328496,0.000510886,0.98186296,0.00045172733,0.002994067,0.00058405194,0.00020890367,0.00093926373,0.00015111668,11,test
0.00067419343,0.0017175914,0.0020526238,0.0013473495,0.9485794,0.0006966542,0.0011015545,0.0035492957,0.005196834,0.003400187,0.0018655189,0.0014068949,0.0037771119,0.004464209,0.0022439,0.005270418,0.0006047997,0.0015755381,0.00023791604,0.0032649764,0.0018371722,0.0015691621,0.0035667093,12,test
0.029254494,0.03740036,0.0065822983,0.035050426,0.015743094,0.07476135,0.021844821,0.04959392,0.03516958,0.04140261,0.026828144,0.011530319,0.052171156,0.1509556,0.12773336,0.035885584,0.018103164,0.02035058,0.023749152,0.023255516,0.006395429,0.028965872,0.12727313,13,test
0.007224462,0.0059852237,0.00913381,0.023096647,0.0140553545,0.060109217,0.0038239877,0.005144283,0.015913436,0.19701114,0.017785951,0.006755996,0.01690004,0.028333366,0.0090284785,0.031971738,0.0029304882,0.04097076,0.0056823087,0.013957188,0.05754632,0.03975179,0.38688794,14,test
0.04027372,0.016964082,0.010054423,0.02037015,0.0055496944,0.03775448,0.0028161805,0.016812004,0.0074134897,0.104298145,0.018665504,0.009169259,0.037163615,0.04021733,0.0073650107,0.16213533,0.00452895,0.049136553,0.015290601,0.06929112,0.089167506,0.020348633,0.21521427,15,test
0.012944253,0.016984021,0.01455946,0.06273964,0.014343343,0.027870776,0.020150552,0.015593638,0.0147103965,0.06980814,0.082506545,0.015471417,0.028100258,0.021767281,0.012155317,0.09472105,0.041738503,0.014547403,0.012915128,0.097422525,0.11705913,0.033287037,0.15860417,16,test
0.0062149474,0.0010314743,0.0046284795,0.026101802,0.011664312,0.0089775445,0.0036482448,0.00093139516,0.0009465381,0.0019579497,0.00731119,0.6882584,0.026231246,0.024113186,0.00936213,0.010558515,0.010978788,0.0067955526,0.0107656745,0.001673192,0.040234018,0.023295209,0.07432021,17,test
0.015861748,0.008697961,0.007120818,0.059460193,0.011763338,0.14100382,0.005264886,0.03848149,0.010903753,0.06257752,0.025593363,0.026009312,0.08094167,0.03645225,0.015141252,0.03989719,0.007999964,0.021164013,0.010851752,0.018085219,0.07538635,0.0035110489,0.27783108,18,test
0.0033083963,7.0498485e-05,0.00018797445,0.0022902314,0.000113912065,0.980547,0.00064535055,0.00019413847,0.00030253534,0.0011509868,0.00091166113,0.00019526613,0.0021918013,0.00028253178,0.0012473962,0.00020382572,0.00020863404,0.0005316417,0.00030527913,0.0010374171,0.0004679072,0.0005906595,0.0030150192,19,test
0.0008276007,0.0014280872,0.00053033617,0.03366532,0.0020060511,0.008105145,0.0003242347,0.0018692205,0.002109736,0.005118546,0.011609237,0.008608559,0.011146329,0.7515683,0.0016348589,0.006427569,0.0006753566,0.0012774905,0.0008260651,0.0047223023,0.002007808,0.00097008696,0.14254169,20,test
0.020750776,0.014454943,0.0151616875,0.019922294,0.40468568,0.0099253105,0.022975147,0.05382305,0.07847537,0.08157956,0.005443107,0.008288305,0.027769443,0.007020344,0.007531515,0.025320567,0.016635293,0.018610297,0.004626464,0.039564718,0.054907054,0.026692478,0.035836652,21,test
0.009928423,0.0020075617,0.008440624,0.121034585,0.002959101,0.018090138,0.011546249,0.0012763669,0.0009779984,0.011661482,0.011214449,0.0028458918,0.020284358,0.011475629,0.0055212607,0.007375838,0.67741936,0.0044388296,0.020991677,0.02919782,0.0038891255,0.013112881,0.0043103313,22,test
0.008343909,0.0038669505,0.00856803,0.02156937,0.008182442,0.017923282,0.0031632078,0.0030029202,0.002131564,0.0083569875,0.020302935,0.19878764,0.029180368,0.3484897,0.01918906,0.03510605,0.011161145,0.0249383,0.030150289,0.005863325,0.014727227,0.008322212,0.16867308,23,test
0.0019239917,0.0028007184,0.000987795,0.775915,0.0017863632,0.00882943,0.0023295393,0.005442499,0.0011464972,0.0025249114,0.00863399,0.0018603693,0.003538155,0.005881673,0.03220725,0.003268542,0.0010696481,0.0010807798,0.00481321,0.12500976,0.002819341,0.0022842772,0.0038461967,24,test
0.0034238168,0.0026129975,0.002027732,0.005144733,0.002364027,0.0043694526,0.0006962028,0.0032390815,0.0030434928,0.9134494,0.004993573,0.0013122216,0.006830367,0.0037073474,0.0046964395,0.006422449,0.001319532,0.0016783138,0.0011872861,0.0051105903,0.006024289,0.0020571544,0.014289427,25,test
0.00038994433,0.0005454448,0.00023887714,0.006317394,0.00025926085,0.0014523646,8.197881e-05,0.0007943042,0.0001495146,0.00075304334,0.0073742284,0.0013806124,0.001219065,0.96673,0.000685026,0.0037967677,0.00016397913,0.00029977283,0.00035456027,0.00087372924,0.00063699664,0.00019134353,0.005311734,26,test
0.018408054,0.012157245,0.0071691913,0.012125448,0.0061908886,0.008480086,0.000989046,0.08612862,0.025100488,0.012507518,0.0053566745,0.007375739,0.015794558,0.026404256,0.0016441481,0.08996152,0.0022200625,0.0075412407,0.005075364,0.02169779,0.07416178,0.011355389,0.5421549,27,test
3.1706983e-05,8.250536e-05,6.740838e-05,0.9937168,0.00012637781,0.0008922004,3.0167279e-05,0.00015534407,3.0320492e-05,0.00021783296,0.00036270195,0.00018464884,0.0020095338,0.00066093804,0.00013633328,7.0731614e-05,3.843019e-05,9.602867e-06,0.0001079266,0.00048258118,0.00022930728,2.4570305e-05,0.00033211315,28,test
0.0018247988,0.0036852036,0.0026628464,0.0035454321,0.89761776,0.0013061706,0.020968582,0.007945967,0.006195071,0.00136771,0.0027578746,0.004670866,0.0038438167,0.008473341,0.0060962257,0.0053218184,0.00078429043,0.0042361296,0.0002855884,0.006304821,0.0034374404,0.0041267364,0.002541531,29,test
0.020554105,0.018005226,0.0057101888,0.012379272,0.017369581,0.009794791,0.0021094463,0.16015723,0.016170455,0.010195955,0.01224471,0.022043914,0.02127035,0.12980053,0.007366468,0.05621132,0.0044043045,0.020389648,0.0066291275,0.02783883,0.045634773,0.012731614,0.3609882,30,test
0.0007488571,0.00031062224,0.00080359256,0.0018821864,0.0010986396,0.002976144,0.0001878462,0.0008271029,0.0003992402,0.0010083183,0.007487435,0.0028298385,0.0023576927,0.87905085,0.0012455202,0.020592127,0.00051669707,0.0014119961,0.0008550589,0.0008166471,0.0013027458,0.0006589716,0.07063189,31,test
0.065392435,0.002917387,0.003284138,0.020393379,0.017064068,0.005279069,0.008204408,0.002354717,0.0020009894,0.0034775794,0.009303283,0.013997012,0.0072407993,0.00834782,0.077301584,0.009426243,0.664902,0.0088523105,0.010738323,0.021227017,0.0074380883,0.025266344,0.0055910666,32,test
0.0009943738,0.00062735035,0.00067102414,0.00097091455,0.00026979262,0.002370205,0.00039751537,0.0017212128,0.00026105568,0.005404082,0.00045788265,0.00112125,0.0025708734,0.00071235653,0.0006235166,0.0018508815,0.00012723166,0.00096928905,0.00026131223,0.0009417451,0.9716742,0.0019822682,0.0030197036,33,test
0.004957699,0.0029033069,0.0038336008,0.23025893,0.005821635,0.0707234,0.0020384404,0.010255294,0.0066118957,0.021123394,0.008272621,0.02681935,0.03146376,0.024682699,0.0010881936,0.008064945,0.007257932,0.0013577776,0.0059849825,0.006428173,0.054547075,0.008712235,0.45679265,34,test
0.0011355568,0.0006050531,0.00048888044,0.030420884,0.0006232607,0.008700948,0.00018136988,0.0006050089,0.00013343157,0.0021242276,0.018178625,0.004764837,0.009168126,0.8456052,0.007860536,0.013339526,0.0012757374,0.0007781537,0.0071193236,0.0017362866,0.0007471725,0.00045784313,0.04395012,35,test
0.0007048413,0.00048598507,0.0008349875,0.004877111,0.0012353397,0.001847202,0.0011593687,0.00018665162,0.00024358871,0.0005992676,0.002957625,0.9402241,0.006831465,0.013519227,0.0013313706,0.003141615,0.0032924504,0.0011840072,0.0038887558,0.0007308707,0.0056244466,0.0020685897,0.00303109,36,test
0.001436414,0.0031567358,0.0029616123,0.0029781742,0.9188991,0.0014862199,0.0075333444,0.004626075,0.005241292,0.0015176019,0.0028694614,0.0036686887,0.0030936897,0.005039968,0.0057200664,0.0043913224,0.0016791708,0.0048019732,0.0008283151,0.0077771945,0.0032542057,0.0046111364,0.0024281882,37,test
0.00012739676,0.00010274399,0.00011351247,0.0025795794,0.00022323459,0.0008668686,2.8205332e-05,9.038229e-05,5.6935052e-05,0.0003899112,0.0034856233,0.0022897185,0.0016875003,0.97744286,0.00049927796,0.0014287225,7.491834e-05,0.00041285605,0.0002444932,0.00023497012,0.00023694902,8.152599e-05,0.0073019383,38,test
0.0023535574,0.0029359,0.0021745146,0.012633736,0.0034093023,0.011540618,0.00031124015,0.010153059,0.0029902,0.0050767874,0.0050125686,0.015696317,0.016212353,0.43898594,0.0017982852,0.020462688,0.0015170701,0.0020878792,0.0014434683,0.0024690523,0.004983448,0.000993464,0.43475857,39,test
0.0039157327,0.015249285,0.0017594097,0.001883737,0.0041467184,0.0016876558,0.0013172545,0.12433769,0.00812536,0.0054939333,0.0017291006,0.0004514655,0.0022255387,0.0011485688,0.0070320596,0.011283301,0.0004956293,0.0015004161,0.0017057378,0.794277,0.005986273,0.001981957,0.0022662054,40,test
0.00082996686,0.0007439402,0.0009856945,0.001249006,0.00064245914,0.0020002925,0.00045086077,0.00079401274,0.0004911342,0.97426766,0.003294926,0.00043020103,0.0034003642,0.00081127736,0.0022408036,0.0013542855,0.00040054158,0.00051630597,0.00037022657,0.0024007538,0.0004773725,8.638466e-05,0.0017616327,41,test
0.008932552,0.009684868,0.0037807408,0.005970169,0.005274405,0.012164182,0.0024129027,0.0031077038,0.0041594156,0.0076274006,0.018602699,0.005883277,0.012035334,0.0068175914,0.037897594,0.018516235,0.00818598,0.60431397,0.17801185,0.0074714534,0.004464456,0.008161628,0.02652356,42,test
