0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,index,identifier,chunk,split
0.040477376,0.020314109,0.017420484,0.3960449,0.020002926,0.011147333,0.049438,0.06323743,0.01443869,0.010812391,0.0077164453,0.04117151,0.018183436,0.011132318,0.09663669,0.032813076,0.047533464,0.0064399694,0.0073738704,0.029494708,0.021822277,0.013286283,0.02306229,0,3561,0,test
0.035153434,0.0152510125,0.012238397,0.11773972,0.020868083,0.030636426,0.016070344,0.03752895,0.0139243,0.034392282,0.015070203,0.03939744,0.018061463,0.026608989,0.22978559,0.0679525,0.10307268,0.025283985,0.031184666,0.04258544,0.010496404,0.02830943,0.028388359,1,181,0,test
0.04726343,0.013975455,0.012509664,0.09813808,0.01926919,0.047552314,0.01572554,0.04129515,0.016927209,0.051864143,0.017458424,0.04652967,0.011354559,0.047457673,0.19165123,0.053452425,0.08034519,0.032839756,0.024614846,0.032718856,0.014689683,0.043989576,0.038377997,2,2658,0,test
0.019038508,0.022169553,0.024985164,0.027945474,0.20731808,0.009231742,0.13702096,0.023051407,0.046321716,0.02521297,0.023709808,0.040889427,0.016995331,0.012107828,0.019994818,0.015764665,0.033968177,0.009202064,0.008654977,0.02448632,0.19393913,0.012550412,0.045441415,3,3930,0,test
0.050952367,0.02033821,0.021902313,0.16289206,0.025369879,0.018987715,0.02141871,0.03233849,0.019563545,0.021030126,0.010099865,0.026784714,0.022409992,0.015413926,0.21623746,0.045800805,0.09999732,0.028227203,0.0236041,0.051229086,0.013123622,0.031052792,0.021225685,4,1824,0,test
0.25669155,0.09763985,0.052264016,0.06792352,0.018888883,0.015825327,0.024945894,0.06741091,0.012317176,0.007408976,0.009948961,0.026603969,0.018642051,0.009944478,0.051462978,0.025151573,0.0587859,0.014983738,0.007477534,0.09274819,0.028307676,0.01524357,0.019383293,5,245,0,test
0.007933755,0.010483469,0.016727135,0.014283961,0.41179687,0.016724585,0.039229866,0.011858929,0.04332421,0.07954318,0.03126203,0.039201844,0.026120894,0.022597399,0.017284326,0.026496978,0.020117119,0.016345412,0.017739097,0.017504275,0.048000913,0.017757304,0.047666445,6,1813,0,test
0.009523287,0.010930779,0.0065953415,0.008780484,0.010494085,0.108097054,0.008217481,0.021103311,0.012407899,0.097359344,0.018469065,0.059389558,0.01703651,0.25285628,0.022102522,0.064164765,0.008632259,0.035338454,0.10223226,0.01006343,0.016230183,0.027157681,0.072817944,7,489,0,test
0.008957673,0.013221303,0.010732132,0.02362474,0.021599384,0.037179377,0.022501806,0.031344987,0.01648839,0.11220146,0.01778216,0.067139156,0.03261258,0.18910642,0.036887784,0.118970595,0.009746979,0.014134162,0.028719915,0.014693836,0.03712951,0.01941932,0.115806304,8,2760,0,test
0.018208273,0.018513488,0.015721185,0.016874878,0.041609343,0.02084582,0.024732642,0.017161336,0.04827785,0.02074782,0.5099458,0.023977512,0.014430812,0.023446374,0.02008323,0.022123542,0.02751632,0.017849103,0.012073038,0.012191322,0.022509506,0.030892469,0.020268308,9,1735,0,test
0.017842809,0.017488543,0.028492028,0.032516573,0.016476423,0.028784454,0.020496942,0.043335713,0.06347485,0.15321617,0.020327765,0.014216057,0.007068002,0.023872117,0.0870547,0.032400083,0.06594122,0.060723566,0.06424309,0.09191589,0.055811744,0.019088214,0.035213035,10,2781,0,test
0.033631966,0.04370349,0.05560972,0.025709298,0.009070868,0.013948356,0.011737791,0.057551675,0.021842202,0.030683922,0.009296003,0.0066524195,0.014423255,0.009461095,0.037207067,0.028159266,0.084475584,0.020255435,0.020530833,0.40286565,0.037864972,0.0055302605,0.019788813,11,660,0,test
0.011502423,0.011378377,0.013638957,0.01361036,0.033604108,0.040068757,0.025183085,0.016791463,0.06638112,0.056354705,0.43922448,0.024326054,0.014724133,0.04272608,0.020713,0.03546061,0.020744132,0.014987062,0.016144918,0.010803886,0.018791705,0.027304161,0.025536465,12,3270,0,test
