SLURM NODE: kn055
[I 2026-02-04 06:01:45,417] Using an existing study with name 'SST-2-Fine-tuning' instead of creating a new one.
Last trial state: 0
Enqueuing hyper-parameters: {'frozen_layers': 6, 'classifier_dropout': 0.4, 'learning_rate': 2e-05, 'weight_decay': 0.0001, 'label_smoothing': 0.15, 'gradient_clipping': 1.5}
[I 2026-02-04 06:14:07,972] Trial 87 finished with value: 0.9094036697247706 and parameters: {'frozen_layers': 6, 'classifier_dropout': 0.4, 'learning_rate': 2e-05, 'weight_decay': 0.0001, 'label_smoothing': 0.15, 'gradient_clipping': 1.5}. Best is trial 13 with value: 0.9277522935779816.
[I 2026-02-04 06:14:08,640] Trial 88 pruned. Duplicate hyper-parameters, same as those used in trial 0: {'frozen_layers': 2, 'classifier_dropout': 0.4, 'learning_rate': 5e-05, 'weight_decay': 0.001, 'label_smoothing': 0.15, 'gradient_clipping': 2.0}.
[I 2026-02-04 06:14:09,308] Trial 89 pruned. Duplicate hyper-parameters, same as those used in trial 1: {'frozen_layers': 0, 'classifier_dropout': 0.2, 'learning_rate': 2e-05, 'weight_decay': 1e-06, 'label_smoothing': 0.05, 'gradient_clipping': 1.5}.
[I 2026-02-04 06:14:09,958] Trial 90 pruned. Duplicate hyper-parameters, same as those used in trial 2: {'frozen_layers': 0, 'classifier_dropout': 0.2, 'learning_rate': 0.0001, 'weight_decay': 0.0001, 'label_smoothing': 0.1, 'gradient_clipping': 1.5}.
[I 2026-02-04 06:14:10,655] Trial 91 pruned. Duplicate hyper-parameters, same as those used in trial 3: {'frozen_layers': 2, 'classifier_dropout': 0.2, 'learning_rate': 5e-05, 'weight_decay': 1e-06, 'label_smoothing': 0.1, 'gradient_clipping': 0.5}.
[I 2026-02-04 06:14:11,342] Trial 92 pruned. Duplicate hyper-parameters, same as those used in trial 4: {'frozen_layers': 2, 'classifier_dropout': 0.1, 'learning_rate': 0.0001, 'weight_decay': 0.0001, 'label_smoothing': 0.05, 'gradient_clipping': 0.5}.
[I 2026-02-04 06:14:12,049] Trial 93 pruned. Duplicate hyper-parameters, same as those used in trial 5: {'frozen_layers': 4, 'classifier_dropout': 0.1, 'learning_rate': 2e-05, 'weight_decay': 1e-05, 'label_smoothing': 0.0, 'gradient_clipping': 0.5}.
[I 2026-02-04 06:14:12,778] Trial 94 pruned. Duplicate hyper-parameters, same as those used in trial 6: {'frozen_layers': 0, 'classifier_dropout': 0.1, 'learning_rate': 2e-05, 'weight_decay': 0.0001, 'label_smoothing': 0.15, 'gradient_clipping': 2.0}.
[I 2026-02-04 06:14:13,485] Trial 95 pruned. Duplicate hyper-parameters, same as those used in trial 7: {'frozen_layers': 6, 'classifier_dropout': 0.4, 'learning_rate': 1e-05, 'weight_decay': 0.001, 'label_smoothing': 0.0, 'gradient_clipping': 1.0}.
[I 2026-02-04 06:14:14,199] Trial 96 pruned. Duplicate hyper-parameters, same as those used in trial 8: {'frozen_layers': 6, 'classifier_dropout': 0.4, 'learning_rate': 5e-05, 'weight_decay': 1e-05, 'label_smoothing': 0.1, 'gradient_clipping': 0.5}.
[I 2026-02-04 06:14:14,910] Trial 97 pruned. Duplicate hyper-parameters, same as those used in trial 9: {'frozen_layers': 2, 'classifier_dropout': 0.2, 'learning_rate': 3e-05, 'weight_decay': 0.001, 'label_smoothing': 0.15, 'gradient_clipping': 1.0}.
