0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,index,identifier,chunk,split
0.0070209936,0.0037658326,0.004999124,0.81568235,0.0030146549,0.0040044268,0.016289549,0.005450784,0.005132609,0.0025736783,0.0015769487,0.024406228,0.0071379137,0.002855522,0.038882967,0.006948755,0.018532366,0.0016420848,0.0035498573,0.014924022,0.002061894,0.005050208,0.004497127,0,3561,0,test
0.006700937,0.012966539,0.0054243174,0.0625336,0.030262213,0.004786444,0.009016284,0.06260038,0.005136572,0.03639128,0.009698104,0.040076632,0.0055561406,0.02111371,0.41693437,0.050476216,0.025684051,0.025347134,0.036783155,0.026024902,0.029966045,0.019827452,0.056693517,1,181,0,test
0.023444949,0.008855056,0.0065775486,0.049040206,0.016018583,0.008841264,0.008060235,0.04062511,0.006800349,0.022988364,0.009336738,0.01354006,0.0036288437,0.012777411,0.48557517,0.020259082,0.11028878,0.029439637,0.021728765,0.03284854,0.018553417,0.023443233,0.027328748,2,2658,0,test
0.005190766,0.007892831,0.0066070617,0.0036431856,0.045738433,0.0024561372,0.016839562,0.011575783,0.0064864936,0.036933124,0.007931381,0.017304506,0.0032695613,0.002286209,0.004329136,0.0039209975,0.007980555,0.009732033,0.0031737632,0.008339688,0.74817,0.0074226167,0.032776054,3,3930,0,test
0.008207767,0.0089954,0.010980317,0.34220025,0.007839687,0.0054557095,0.012317717,0.010362441,0.006397019,0.017790554,0.0033810048,0.010356271,0.016751138,0.004731379,0.26927748,0.039498262,0.1098232,0.014352714,0.018394632,0.05212382,0.004294458,0.016731001,0.009737832,4,1824,0,test
0.47672626,0.25766498,0.049872097,0.008047077,0.005630388,0.004249894,0.00555608,0.02901262,0.007256376,0.0013311942,0.005296047,0.0055701286,0.013912558,0.004372125,0.016239341,0.010608339,0.011579197,0.0034338334,0.0021591976,0.047127414,0.0061448077,0.025056569,0.003153528,5,245,0,test
0.0021845915,0.005680833,0.004417957,0.003115511,0.8170244,0.003272298,0.008499506,0.003286983,0.010466512,0.029140946,0.010266656,0.008763339,0.004229783,0.0042369473,0.0039683026,0.003027829,0.01121438,0.0045585455,0.0034752104,0.0039033128,0.025562158,0.009594116,0.020109842,6,1813,0,test
0.0016092843,0.0020520377,0.0016304652,0.0027079852,0.0025105686,0.058702663,0.0028254015,0.004378662,0.0074072736,0.010454879,0.01323349,0.013393333,0.0055982657,0.7719756,0.0041821627,0.017006243,0.0010233428,0.004832328,0.019717382,0.0011880533,0.0015716035,0.006478604,0.045520365,7,489,0,test
0.0015135683,0.0023895155,0.0017826627,0.004547665,0.0021003126,0.027471855,0.0024516357,0.0066814953,0.0047380007,0.018999325,0.006141008,0.009206431,0.0064172517,0.73735785,0.0077465917,0.053094067,0.0011434648,0.002680782,0.011923135,0.0018659938,0.0022182674,0.004985118,0.08254404,8,2760,0,test
0.0023998849,0.0042855525,0.004525945,0.0022124816,0.014845211,0.017812813,0.008952543,0.0037766257,0.0148279285,0.014789196,0.84237987,0.004348032,0.004905961,0.010532626,0.0025601103,0.0044031744,0.005822607,0.006918454,0.0041083726,0.0015120547,0.0061041983,0.0098567335,0.008119659,9,1735,0,test
0.0046505462,0.009009819,0.0063515957,0.012469894,0.011752767,0.014512778,0.016143197,0.039217226,0.04443331,0.56923336,0.01946997,0.0037721822,0.003548262,0.0076435376,0.023437163,0.012579321,0.023272956,0.02730166,0.014570133,0.0565863,0.04963113,0.009061335,0.021351606,10,2781,0,test
0.022146324,0.03742854,0.010914345,0.008893426,0.0024765374,0.0031099434,0.002330462,0.20091736,0.012309848,0.010189856,0.0025645485,0.0027235453,0.0070667583,0.004775861,0.037015446,0.022089541,0.026035983,0.007914488,0.0084557505,0.55265504,0.012054756,0.0016242657,0.004307461,11,660,0,test
0.0049257525,0.01062714,0.0069612963,0.006875038,0.048819512,0.038459513,0.01198666,0.04846529,0.026703358,0.11978666,0.3698762,0.016698278,0.00723724,0.0564779,0.011163522,0.033742085,0.009979536,0.01009929,0.006091726,0.004553709,0.052873112,0.020612216,0.076985024,12,3270,0,test
0.0074510304,0.008288462,0.0076248967,0.008120579,0.0020948302,0.0082912445,0.0064339032,0.0018362189,0.0031157455,0.0029148504,0.0034176684,0.022430032,0.8615736,0.0047183125,0.0021530662,0.019860808,0.0037441382,0.0022895415,0.009160677,0.0039309543,0.0014723882,0.0039825174,0.0050945603,13,1344,0,test
0.0053423927,0.0063537974,0.0072356476,0.026981307,0.0019242457,0.026240304,0.010541836,0.0029933136,0.0036762226,0.011953727,0.004962399,0.02551793,0.7016131,0.012769455,0.0066051153,0.0737482,0.0046878164,0.005551142,0.03079031,0.0064445063,0.0018953809,0.005566477,0.01660536,14,1096,0,test
0.004319694,0.0034657682,0.008254019,0.016977325,0.016297234,0.1460412,0.05556276,0.013315561,0.51004,0.020689592,0.034405455,0.008866347,0.0081748655,0.044938084,0.0042859754,0.012243312,0.011321482,0.0061098128,0.007638701,0.0060441885,0.005605092,0.01329854,0.042105056,15,3972,0,test
0.07145774,0.2180095,0.02746849,0.05225808,0.0074055125,0.006904152,0.007405893,0.060303014,0.011110086,0.008422485,0.0043318947,0.0112676555,0.022171414,0.013127828,0.063028604,0.059831593,0.021561876,0.0045810384,0.0072639235,0.2718761,0.014367641,0.022753669,0.013091848,16,1122,0,test
