0,1,index,split
0.8645675,0.13543248,0,test
0.78366715,0.21633285,1,test
0.9568979,0.04310216,2,test
0.31788865,0.6821113,3,test
0.95748734,0.042512663,4,test
0.2271821,0.77281797,5,test
0.572277,0.427723,6,test
0.9782762,0.02172378,7,test
0.9811451,0.018854903,8,test
0.94605464,0.0539454,9,test
0.95109385,0.048906177,10,test
0.8820572,0.117942855,11,test
0.88382363,0.11617637,12,test
0.07183347,0.92816657,13,test
0.962683,0.037316933,14,test
0.9771897,0.022810284,15,test
0.8646565,0.13534348,16,test
0.91763115,0.08236885,17,test
0.77953666,0.22046337,18,test
0.911721,0.08827907,19,test
0.7128849,0.28711504,20,test
0.41841713,0.58158284,21,test
0.28902298,0.710977,22,test
0.040885378,0.9591146,23,test
0.60146886,0.3985311,24,test
0.30730668,0.69269335,25,test
0.9552182,0.044781778,26,test
0.9821186,0.017881403,27,test
0.6664568,0.33354318,28,test
0.4887007,0.51129925,29,test
0.85765505,0.14234497,30,test
0.8353732,0.16462682,31,test
0.39653745,0.6034625,32,test
0.93250406,0.06749592,33,test
0.9578629,0.042137086,34,test
0.9711835,0.028816558,35,test
0.61768824,0.3823118,36,test
0.9315202,0.06847982,37,test
0.05074619,0.9492538,38,test
0.8960965,0.10390347,39,test
0.39612362,0.60387635,40,test
0.03391188,0.9660881,41,test
0.49213424,0.5078657,42,test
0.3307824,0.6692176,43,test
0.13660154,0.86339843,44,test
0.4138789,0.58612114,45,test
0.84360194,0.15639807,46,test
0.076415055,0.92358494,47,test
0.05005024,0.94994974,48,test
0.39217195,0.607828,49,test
0.94659495,0.053405017,50,test
0.911126,0.08887399,51,test
0.9799586,0.020041434,52,test
0.9790621,0.02093784,53,test
0.451676,0.548324,54,test
0.029554056,0.970446,55,test
0.5024941,0.4975059,56,test
0.9644158,0.035584204,57,test
0.8945646,0.10543539,58,test
0.6979719,0.30202812,59,test
0.5136848,0.48631513,60,test
0.9723991,0.027600938,61,test
0.8928389,0.1071611,62,test
0.042244896,0.9577551,63,test
0.09543933,0.9045607,64,test
0.03125611,0.96874386,65,test
0.6133339,0.3866661,66,test
0.056689397,0.94331056,67,test
0.97697294,0.023027103,68,test
0.42848518,0.5715148,69,test
0.15611878,0.8438812,70,test
0.74889827,0.25110176,71,test
0.10302749,0.89697254,72,test
0.08107154,0.9189284,73,test
0.1637259,0.83627415,74,test
0.059684146,0.9403158,75,test
0.035393067,0.96460694,76,test
0.07746401,0.922536,77,test
0.9535646,0.046435382,78,test
0.9549339,0.04506616,79,test
0.040651485,0.95934856,80,test
0.9583583,0.041641712,81,test
0.17451641,0.8254836,82,test
0.77004355,0.2299564,83,test
0.94457847,0.05542148,84,test
0.0277801,0.9722199,85,test
0.02994337,0.9700566,86,test
0.04946564,0.95053434,87,test
0.105105735,0.89489424,88,test
0.9677049,0.03229506,89,test
0.95120907,0.04879099,90,test
0.206196,0.793804,91,test
0.27363846,0.7263615,92,test
0.8017528,0.19824716,93,test
0.14606251,0.8539375,94,test
0.028375786,0.9716242,95,test
0.22205932,0.77794063,96,test
0.15035371,0.8496463,97,test
0.97972304,0.020276977,98,test
0.10048866,0.89951134,99,test
0.8114286,0.18857142,100,test
0.97504437,0.024955636,101,test
0.057743154,0.9422568,102,test
0.061351784,0.9386482,103,test
0.8982441,0.10175595,104,test
0.05857671,0.9414233,105,test
0.7565605,0.24343954,106,test
0.31910825,0.68089175,107,test
0.92682695,0.073173,108,test
0.24367626,0.7563237,109,test
0.04492312,0.9550768,110,test
0.13538867,0.8646113,111,test
0.15320854,0.8467915,112,test
0.6592084,0.34079155,113,test
0.04023376,0.9597662,114,test
0.9696051,0.030394949,115,test
0.9505182,0.049481798,116,test
0.042060576,0.9579395,117,test
0.7678588,0.23214118,118,test
0.17971817,0.8202818,119,test
0.9633461,0.03665389,120,test
0.9806192,0.019380778,121,test
0.060563307,0.93943673,122,test
0.26925373,0.7307463,123,test
0.9539702,0.046029817,124,test
0.19287759,0.8071224,125,test
0.13744038,0.8625596,126,test
0.9562855,0.043714497,127,test
0.7205741,0.27942595,128,test
0.3389428,0.6610572,129,test
0.4047739,0.59522605,130,test
0.13205424,0.86794573,131,test
0.23840198,0.76159805,132,test
0.1083288,0.8916712,133,test
0.58886504,0.41113496,134,test
0.85523045,0.1447696,135,test
0.13621888,0.86378115,136,test
0.8716943,0.12830573,137,test
0.34920937,0.65079063,138,test
0.42576748,0.5742325,139,test
0.027025284,0.9729748,140,test
0.979368,0.020631965,141,test
0.97037864,0.029621318,142,test
0.89748263,0.102517314,143,test
0.029775588,0.97022444,144,test
0.26193827,0.7380617,145,test
0.9760281,0.023971872,146,test
0.070616245,0.9293837,147,test
0.97353053,0.02646943,148,test
0.35297167,0.6470283,149,test
0.07572343,0.92427653,150,test
0.038982242,0.9610178,151,test
0.07810753,0.9218924,152,test
0.97468853,0.025311457,153,test
0.040568423,0.9594316,154,test
0.38930175,0.6106983,155,test
0.15848646,0.8415136,156,test
0.12750335,0.8724966,157,test
0.9688154,0.031184603,158,test
0.9674644,0.03253566,159,test
0.04226498,0.95773506,160,test
0.9522131,0.047786906,161,test
0.0377035,0.9622965,162,test
0.8624853,0.13751464,163,test
0.92393816,0.07606189,164,test
0.9558789,0.04412108,165,test
0.15173146,0.8482685,166,test
0.12708597,0.8729141,167,test
0.03407325,0.9659267,168,test
0.9335024,0.06649764,169,test
0.13698874,0.8630113,170,test
0.9481809,0.051819082,171,test
0.86629283,0.13370721,172,test
0.97681797,0.023182059,173,test
0.95177794,0.04822212,174,test
0.07800934,0.9219907,175,test
0.1475431,0.85245687,176,test
0.94135314,0.05864681,177,test
0.970898,0.029102053,178,test
0.13591959,0.8640804,179,test
0.78190684,0.2180931,180,test
0.9402395,0.059760466,181,test
0.051475614,0.94852436,182,test
0.87452835,0.12547165,183,test
0.95327336,0.046726637,184,test
0.93605286,0.06394717,185,test
0.03617662,0.9638234,186,test
0.9578485,0.04215154,187,test
0.14380768,0.85619235,188,test
0.97794676,0.022053286,189,test
0.7713403,0.22865973,190,test
0.53514004,0.46485996,191,test
0.09142088,0.90857905,192,test
0.06995353,0.93004644,193,test
0.17897324,0.8210268,194,test
0.9751399,0.024860043,195,test
0.96355915,0.03644087,196,test
0.9776404,0.022359604,197,test
0.6570211,0.3429789,198,test
0.9695934,0.03040658,199,test
0.7642437,0.23575634,200,test
0.9706881,0.029311879,201,test
0.047680028,0.95232004,202,test
0.857803,0.14219706,203,test
0.055958133,0.9440419,204,test
0.97206694,0.027933085,205,test
0.17819896,0.821801,206,test
0.9660175,0.03398255,207,test
0.938482,0.061517984,208,test
0.9699847,0.03001537,209,test
0.97371215,0.026287822,210,test
0.93187445,0.06812557,211,test
0.64288807,0.35711196,212,test
0.9717239,0.028276093,213,test
0.9361967,0.063803345,214,test
0.15639201,0.843608,215,test
0.8067023,0.19329767,216,test
0.9620619,0.03793818,217,test
0.0569975,0.9430025,218,test
0.07966279,0.92033726,219,test
0.030900676,0.96909934,220,test
0.07211697,0.927883,221,test
0.2777783,0.72222173,222,test
0.92901874,0.07098125,223,test
0.7393728,0.26062718,224,test
0.62202317,0.37797683,225,test
0.028379675,0.97162026,226,test
0.10023172,0.8997683,227,test
0.05445305,0.945547,228,test
0.043354318,0.95664567,229,test
0.9676101,0.032389898,230,test
0.077443495,0.9225565,231,test
0.1881514,0.81184864,232,test
0.053757973,0.94624203,233,test
0.6979691,0.30203086,234,test
0.97540873,0.024591267,235,test
0.19977735,0.80022264,236,test
0.060338285,0.9396617,237,test
0.9734504,0.026549496,238,test
0.04671001,0.95329005,239,test
0.68684316,0.31315678,240,test
0.08949576,0.9105043,241,test
0.14696242,0.8530376,242,test
0.088628225,0.9113718,243,test
0.97522664,0.024773357,244,test
0.97279334,0.027206626,245,test
0.9739014,0.026098594,246,test
0.97523457,0.024765456,247,test
0.13528015,0.8647198,248,test
0.9692263,0.030773716,249,test
0.22274673,0.7772532,250,test
0.10871959,0.8912804,251,test
0.06436891,0.93563104,252,test
0.7232725,0.2767275,253,test
0.09233424,0.9076658,254,test
0.9670156,0.03298441,255,test
0.06796029,0.9320397,256,test
0.053389255,0.94661075,257,test
0.9696275,0.030372472,258,test
0.08722551,0.91277444,259,test
0.97570044,0.02429957,260,test
0.82655406,0.17344597,261,test
0.12236717,0.87763286,262,test
0.96304244,0.03695754,263,test
0.03292539,0.9670746,264,test
0.042781502,0.95721847,265,test
0.9560392,0.04396085,266,test
0.1361547,0.8638453,267,test
0.08105918,0.9189408,268,test
0.05477032,0.94522965,269,test
0.03183381,0.9681662,270,test
0.5438711,0.45612893,271,test
0.21790422,0.7820958,272,test
0.032199748,0.96780026,273,test
0.22120127,0.77879876,274,test
0.976255,0.023745026,275,test
0.24075358,0.75924647,276,test
0.18206723,0.8179328,277,test
0.17931719,0.8206828,278,test
0.8642685,0.13573149,279,test
0.025560547,0.97443944,280,test
0.059060555,0.9409395,281,test
0.8556349,0.14436506,282,test
0.039290685,0.9607093,283,test
0.9720171,0.027982907,284,test
0.34880647,0.65119356,285,test
0.84941864,0.15058137,286,test
0.9782738,0.021726172,287,test
0.06499479,0.93500525,288,test
0.8114021,0.1885979,289,test
0.95719194,0.042808127,290,test
0.52445936,0.47554064,291,test
0.07736245,0.9226376,292,test
0.9786608,0.021339206,293,test
0.18784715,0.8121528,294,test
0.24614269,0.7538574,295,test
0.8939428,0.106057234,296,test
0.97391856,0.026081424,297,test
0.9553293,0.04467067,298,test
0.29557243,0.70442754,299,test
0.9503166,0.04968343,300,test
0.9121609,0.087839186,301,test
0.97622424,0.023775784,302,test
0.04392558,0.95607436,303,test
0.075434774,0.9245652,304,test
0.9562739,0.043726075,305,test
0.3431123,0.65688765,306,test
