0,1,2,3,4,5,6,7,identifier,split
0.9911112,0.0001457035,0.0014829716,0.0011734634,0.0043022414,1.44951955e-05,0.0009371717,0.0008326721,0,test
0.9956369,6.25686e-05,0.0006946411,0.0010478699,0.0017566871,8.6022355e-06,0.0004733667,0.0003193932,1,test
1.3900778e-06,2.2404809e-05,2.1920653e-06,9.5912255e-06,5.890556e-06,0.99941456,7.551541e-05,0.0004685198,2,test
8.3356776e-05,0.0032571738,1.4627748e-05,0.0007176571,0.000103228755,0.98863715,0.0039842436,0.0032025045,3,test
0.9908599,9.555524e-05,0.003992478,0.001995728,0.001437094,1.7958544e-05,0.0010031566,0.0005981431,4,test
0.00067842996,3.31832e-05,0.99308634,0.0013579628,0.0003851155,0.00018833228,0.003172504,0.0010982,5,test
0.0008145494,3.705862e-05,0.9916682,0.0019374746,0.00030479793,0.00024695555,0.0035257763,0.0014650727,6,test
0.00063946814,2.830135e-05,0.99324787,0.0015217552,0.0003256405,0.0001525318,0.0025140774,0.0015703395,7,test
0.98917216,0.00020093806,0.0014785578,0.0029607755,0.0033228092,2.2826585e-05,0.00213565,0.00070632424,8,test
0.00060325797,2.42365e-05,0.9924672,0.001445309,0.00034795742,0.0002204637,0.002997466,0.0018940809,9,test
0.0004930234,2.000376e-05,0.9937447,0.0015515796,0.00023723503,0.00017874391,0.0025905643,0.0011842469,10,test
0.00063705153,2.1628699e-05,0.99454737,0.0016630486,0.00012243538,0.000121713245,0.0020384921,0.0008482187,11,test
0.9961635,6.131779e-05,0.00046809347,0.0007897779,0.001965998,6.0075076e-06,0.000245667,0.0002995085,12,test
0.9919608,0.00012029896,0.0031640192,0.001418103,0.0019097226,1.4429866e-05,0.0008049972,0.00060758466,13,test
0.0005554346,2.124351e-05,0.9930617,0.0018009663,0.00021608947,0.00020942512,0.002689464,0.0014456654,14,test
0.00055677356,2.2407095e-05,0.99332,0.0016957284,0.00020162675,0.00017508533,0.0028761202,0.0011522729,15,test
0.00078741915,2.8247774e-05,0.99230313,0.001484808,0.00035102043,0.00019405776,0.0032723383,0.0015790142,16,test
0.0009305559,5.9794653e-05,0.98939717,0.0026004806,0.00044677843,0.0003763278,0.0044119745,0.0017768652,17,test
0.977242,0.00065209164,0.010953206,0.0027138684,0.0050273533,5.064703e-05,0.0019525073,0.0014083675,18,test
0.00022955124,0.001792516,0.0013829619,0.0010178171,0.0011282918,0.971365,0.0033169123,0.019766882,19,test
0.9936481,0.00013375892,0.0016726621,0.0012728346,0.002197343,1.37043735e-05,0.00047735375,0.0005842581,20,test
0.053411804,0.00094716396,0.9209447,0.009101641,0.0019427676,0.0008669037,0.010218466,0.0025665846,21,test
0.98805785,0.0004020005,0.0029756567,0.0014867306,0.00486455,1.888455e-05,0.0007030444,0.0014912698,22,test
0.00082733465,3.773874e-05,0.9918297,0.002122197,0.00028594222,0.0002463808,0.003575865,0.0010747123,23,test
6.5240774e-06,1.2530141e-05,1.9945199e-05,9.59062e-05,1.6436321e-07,0.0001296787,5.0947465e-06,0.99973017,24,test
0.00050316687,1.6295899e-05,0.9933304,0.001918552,0.00016482573,0.00016381778,0.0026026312,0.0013003342,25,test
0.0005232303,1.8726001e-05,0.99305445,0.0017854339,0.00018097433,0.00017869899,0.0028412982,0.0014172031,26,test
0.00065438496,2.8091625e-05,0.9930212,0.0018652586,0.0002418537,0.00019594393,0.002925956,0.0010673214,27,test
0.0006629165,3.2809126e-05,0.9926973,0.0017627907,0.00026547693,0.00020084328,0.0028700961,0.0015078502,28,test
0.00068563776,3.0466468e-05,0.9916672,0.0017613209,0.00030306028,0.00022318661,0.0033835398,0.001945613,29,test
0.99655044,3.832244e-05,0.00035177352,0.00058384775,0.0019025446,4.186924e-06,0.0002718441,0.00029709536,30,test
0.00050307356,1.965329e-05,0.99356174,0.0016196889,0.0002082248,0.00015579945,0.0024339268,0.0014979123,31,test
1.1715445e-05,9.144979e-05,1.8889448e-07,0.0028363862,1.1733877e-06,2.9657876e-05,0.9969361,9.3331146e-05,32,test
0.0006257738,2.1577165e-05,0.9935829,0.0012029035,0.00030141493,0.00015790867,0.0026941765,0.0014134203,33,test
0.0005203875,1.9561838e-05,0.99366343,0.0015216712,0.00022148473,0.00015090614,0.002622451,0.0012800817,34,test
0.0007398574,3.2772314e-05,0.991872,0.0021041129,0.00024372061,0.00025282966,0.0034422942,0.001312435,35,test
0.0005479999,2.2372844e-05,0.99333704,0.0017269364,0.00020221176,0.00017587807,0.002737513,0.0012500797,36,test
0.0010394334,5.7241617e-05,0.9886165,0.0037102972,0.000277914,0.00045688363,0.00460628,0.0012354348,37,test
0.0005600934,2.4369927e-05,0.9931733,0.0020078663,0.00019292296,0.0002038656,0.002765056,0.0010726271,38,test
0.9930108,0.00022033931,0.00050871563,0.00089569355,0.0044302535,1.4698935e-05,0.00032450698,0.0005949275,39,test
0.9907132,0.00011639724,0.0044868765,0.0017761245,0.0015038559,1.5309988e-05,0.000492824,0.00089544663,40,test
0.99567336,3.466861e-05,0.00075238687,0.0008764077,0.0017145243,6.2491313e-06,0.000503155,0.00043920986,41,test
0.0006139948,2.0073436e-05,0.9928913,0.0017613689,0.00018704374,0.00017433231,0.0028321885,0.001519706,42,test
0.00047574757,1.7431155e-05,0.99348974,0.0015293793,0.00019906957,0.00015925018,0.0024837456,0.0016456338,43,test
