0,1,index,split
0.99469084,0.005309112,0,test
0.00600655,0.99399346,1,test
0.98472995,0.015270067,2,test
0.007280226,0.99271977,3,test
0.0074482462,0.9925518,4,test
0.9883012,0.011698775,5,test
0.9928797,0.007120337,6,test
0.6195708,0.38042924,7,test
0.016979594,0.9830205,8,test
0.99190193,0.008098108,9,test
0.038259674,0.9617403,10,test
0.9203923,0.07960767,11,test
0.71448267,0.28551733,12,test
0.011085916,0.9889141,13,test
0.97092986,0.029070105,14,test
0.013605288,0.98639464,15,test
0.008428107,0.9915719,16,test
0.0064046797,0.9935953,17,test
0.9921731,0.007826976,18,test
0.9807631,0.019236935,19,test
0.8602544,0.13974564,20,test
0.088059306,0.9119407,21,test
0.99306136,0.0069385692,22,test
0.98543996,0.014560081,23,test
0.9910947,0.008905254,24,test
0.009884195,0.9901158,25,test
0.9806958,0.019304259,26,test
0.9959317,0.004068325,27,test
0.05315722,0.94684273,28,test
0.7202561,0.27974397,29,test
0.02342292,0.9765771,30,test
0.013582144,0.9864179,31,test
0.119209856,0.8807901,32,test
0.99395025,0.006049801,33,test
0.9922758,0.0077242553,34,test
0.015285289,0.9847147,35,test
0.9651959,0.03480411,36,test
0.9931364,0.0068635656,37,test
0.0035301617,0.99646986,38,test
0.05527192,0.9447281,39,test
0.9272878,0.07271224,40,test
0.16244218,0.8375578,41,test
0.0068331845,0.99316686,42,test
0.008097793,0.9919022,43,test
0.9947483,0.005251662,44,test
0.948871,0.051128946,45,test
0.00732412,0.99267596,46,test
0.005842705,0.9941573,47,test
0.7914946,0.20850545,48,test
0.014511474,0.9854885,49,test
0.1500052,0.8499948,50,test
0.005064194,0.99493575,51,test
0.83293784,0.16706213,52,test
0.93806,0.061940026,53,test
0.0059285453,0.9940714,54,test
0.9797484,0.02025156,55,test
0.006327494,0.9936725,56,test
0.0042342767,0.9957657,57,test
0.0099909725,0.99000907,58,test
0.0062795808,0.9937204,59,test
0.008452361,0.99154764,60,test
0.005539413,0.9944606,61,test
0.004804636,0.9951953,62,test
0.003489554,0.99651045,63,test
0.009783709,0.99021626,64,test
0.0708526,0.92914736,65,test
0.14571369,0.8542863,66,test
0.0064567537,0.99354327,67,test
0.009283955,0.9907161,68,test
0.99625117,0.0037488972,69,test
0.97730696,0.022692988,70,test
0.0060519637,0.993948,71,test
0.99039626,0.009603704,72,test
