index,length,token_count,unique_words,type_token_ratio,Flesch_Reading_ease_score,average_syllables_per_word,average_sentence_length,percentage_monosyllabic_words,percentage_polysyllabic_words
0,18,38,16,0.8888888888888888,71.29178571428572,1.7222222222222223,9.0,0.8333333333333334,0.16666666666666666
1,90,166,67,0.7444444444444445,69.36304651162791,1.3555555555555556,18.0,0.7333333333333333,0.08888888888888889
2,132,375,93,0.7045454545454546,73.10668197725285,1.4393939393939394,7.333333333333333,0.6439393939393939,0.08333333333333333
3,72,104,57,0.7916666666666666,73.2125,1.5416666666666667,14.4,0.7777777777777778,0.06944444444444445
4,46,58,37,0.8043478260869565,57.73333333333335,1.608695652173913,15.333333333333334,0.6521739130434783,0.15217391304347827
5,125,244,94,0.752,68.98006493506495,1.504,11.363636363636363,0.688,0.112
6,794,1047,282,0.35516372795969775,60.55757575757579,1.5680100755667505,17.644444444444446,0.7141057934508817,0.14483627204030228
7,326,582,188,0.5766871165644172,70.35120304844857,1.4662576687116564,14.818181818181818,0.6871165644171779,0.06134969325153374
8,120,192,91,0.7583333333333333,60.84163793103451,1.5,15.0,0.6583333333333333,0.14166666666666666
9,52,107,43,0.8269230769230769,63.70901515151516,1.6730769230769231,8.666666666666666,0.6153846153846154,0.1346153846153846
10,245,330,149,0.6081632653061224,81.43405594405597,1.3346938775510204,18.846153846153847,0.8734693877551021,0.044897959183673466
11,154,221,105,0.6818181818181818,71.60097531847136,1.3896103896103895,19.25,0.7597402597402597,0.07792207792207792
12,35,44,32,0.9142857142857143,84.20500000000001,1.3428571428571427,11.666666666666666,0.7428571428571429,0.02857142857142857
13,131,188,91,0.6946564885496184,71.12455485611513,1.4809160305343512,16.375,0.7786259541984732,0.08396946564885496
14,120,311,89,0.7416666666666667,56.42318181818183,1.4166666666666667,10.909090909090908,0.55,0.15833333333333333
15,90,152,70,0.7777777777777778,87.45619318181822,1.3888888888888888,11.25,0.8777777777777778,0.05555555555555555
16,164,249,117,0.7134146341463414,36.7166537267081,1.5,41.0,0.6463414634146342,0.12804878048780488
17,85,124,65,0.7647058823529411,78.43333333333335,1.4705882352941178,14.166666666666666,0.8588235294117647,0.08235294117647059
18,244,577,135,0.5532786885245902,74.00284414556964,1.3524590163934427,15.25,0.6967213114754098,0.06967213114754098
19,157,250,107,0.6815286624203821,83.48192307692308,1.305732484076433,12.076923076923077,0.7834394904458599,0.050955414012738856
20,145,247,104,0.7172413793103448,62.70357142857142,1.4827586206896552,14.5,0.6551724137931034,0.13793103448275862
21,244,465,167,0.6844262295081968,21.337996987951826,1.4754098360655739,61.0,0.639344262295082,0.04918032786885246
22,333,534,201,0.6036036036036037,78.04780058651026,1.4144144144144144,11.482758620689655,0.7387387387387387,0.07207207207207207
23,101,218,80,0.7920792079207921,40.47346551724141,1.603960396039604,10.1,0.504950495049505,0.22772277227722773
24,69,146,52,0.7536231884057971,36.89776315789476,1.565217391304348,11.5,0.4782608695652174,0.21739130434782608
25,9289,14059,1806,0.1944235116804823,58.525740976892564,1.5383787275271827,15.430232558139535,0.6223490149639358,0.13359888039616752
26,132,257,98,0.7424242424242424,29.533829896907235,1.4545454545454546,13.2,0.4015151515151515,0.16666666666666666
27,139,216,104,0.7482014388489209,64.58573717948718,1.5827338129496402,11.583333333333334,0.7050359712230215,0.17266187050359713
28,41,66,36,0.8780487804878049,68.69142857142859,1.4146341463414633,20.5,0.7560975609756098,0.0975609756097561
29,23,30,21,0.9130434782608695,76.72500000000002,1.3043478260869565,23.0,0.8695652173913043,0.08695652173913043
30,58,84,47,0.8103448275862069,64.00976190476193,1.4137931034482758,19.333333333333332,0.7068965517241379,0.13793103448275862
31,233,434,119,0.5107296137339056,75.04707958921696,1.48068669527897,12.263157894736842,0.8240343347639485,0.11587982832618025
32,107,198,78,0.7289719626168224,46.67983673469391,1.6261682242990654,10.7,0.5514018691588785,0.21495327102803738
33,117,196,84,0.717948717948718,68.54190476190477,1.3504273504273505,19.5,0.7264957264957265,0.08547008547008547
34,154,261,111,0.7207792207792207,64.10104806022002,1.5454545454545454,14.0,0.7142857142857143,0.14935064935064934
35,212,397,104,0.49056603773584906,48.91083333333336,1.5518867924528301,11.777777777777779,0.5566037735849056,0.18867924528301888
36,213,302,142,0.6666666666666666,67.7623076923077,1.4178403755868545,16.384615384615383,0.6807511737089202,0.11267605633802817
37,77,125,60,0.7792207792207793,72.51946787148597,1.5324675324675325,12.833333333333334,0.7792207792207793,0.14285714285714285
38,901,1189,335,0.37180910099889014,77.91292008196724,1.3485016648168702,16.089285714285715,0.7713651498335183,0.06770255271920089
39,109,154,84,0.7706422018348624,68.41637168141595,1.4954128440366972,15.571428571428571,0.6972477064220184,0.10091743119266056
40,133,229,98,0.7368421052631579,57.54700581395352,1.586466165413534,11.083333333333334,0.6165413533834586,0.15037593984962405
41,338,478,171,0.5059171597633136,55.81218737672586,1.514792899408284,22.533333333333335,0.6715976331360947,0.14201183431952663
42,64,115,50,0.78125,54.38885714285718,1.625,12.8,0.578125,0.15625
43,338,491,185,0.5473372781065089,76.7263538611926,1.3550295857988166,16.095238095238095,0.7544378698224852,0.07100591715976332
44,138,201,103,0.7463768115942029,58.439419002050585,1.5507246376811594,12.545454545454545,0.6159420289855072,0.16666666666666666
45,35,47,28,0.8,73.7331756756757,1.4285714285714286,17.5,0.7428571428571429,0.05714285714285714
46,66,160,56,0.8484848484848485,54.570806451612896,1.5909090909090908,9.428571428571429,0.5757575757575758,0.10606060606060606
47,151,268,97,0.6423841059602649,52.83720279720282,1.576158940397351,13.727272727272727,0.5894039735099338,0.1390728476821192
48,200,315,135,0.675,49.87054278074868,1.525,20.0,0.595,0.135
49,66,165,58,0.8787878787878788,68.28839743589745,1.4848484848484849,11.0,0.6212121212121212,0.12121212121212122
50,45,68,41,0.9111111111111111,72.50874999999999,1.511111111111111,11.25,0.7333333333333333,0.13333333333333333
51,44,74,35,0.7954545454545454,66.73333333333335,1.5681818181818181,14.666666666666666,0.6818181818181818,0.09090909090909091
52,153,211,111,0.7254901960784313,80.78012820512821,1.3071895424836601,17.0,0.803921568627451,0.06535947712418301
53,388,580,231,0.595360824742268,47.55868326199595,1.672680412371134,16.869565217391305,0.5876288659793815,0.18556701030927836
54,43,78,40,0.9302325581395349,-2.0751162790697606,1.9534883720930232,43.0,0.4418604651162791,0.3023255813953488
55,36,61,32,0.8888888888888888,21.39500000000001,1.7777777777777777,18.0,0.4722222222222222,0.2222222222222222
56,594,1037,311,0.5235690235690236,68.11007905138341,1.4848484848484849,12.91304347826087,0.6885521885521886,0.11784511784511785
57,37,57,36,0.972972972972973,60.963928571428596,1.4324324324324325,18.5,0.5675675675675675,0.10810810810810811
58,322,437,179,0.5559006211180124,70.38131051123513,1.5093167701863355,16.94736842105263,0.7919254658385093,0.10559006211180125
59,83,126,68,0.8192771084337349,75.90979651162792,1.4698795180722892,10.375,0.7349397590361446,0.08433734939759036
60,37,51,35,0.9459459459459459,78.24500000000002,1.5135135135135136,9.25,0.7567567567567568,0.08108108108108109
61,578,856,283,0.48961937716262977,54.22505227260021,1.5778546712802768,18.64516129032258,0.6660899653979239,0.15916955017301038
62,242,357,160,0.6611570247933884,48.143536795471334,1.6859504132231404,14.235294117647058,0.5495867768595041,0.21074380165289255
63,35,44,34,0.9714285714285714,73.13288288288288,1.5142857142857142,11.666666666666666,0.7142857142857143,0.11428571428571428
64,338,491,181,0.5355029585798816,50.71125088526915,1.650887573964497,21.125,0.6893491124260355,0.15680473372781065
65,16,50,14,0.875,81.85500000000002,2.0,8.0,1.125,0.125
66,520,783,273,0.525,66.4758165322581,1.4384615384615385,16.774193548387096,0.6557692307692308,0.08653846153846154
67,115,201,83,0.7217391304347827,52.064338235294144,1.4869565217391305,14.375,0.6086956521739131,0.16521739130434782
68,64,117,48,0.75,74.17158064516131,1.375,12.8,0.6875,0.046875
69,339,518,210,0.6194690265486725,51.430231055240796,1.6371681415929205,21.1875,0.6902654867256637,0.15634218289085547
70,63,89,55,0.873015873015873,73.40813725490199,1.5555555555555556,10.5,0.7301587301587301,0.07936507936507936
71,316,578,184,0.5822784810126582,72.15507335423197,1.4525316455696202,12.64,0.7310126582278481,0.10759493670886076
72,6020,13103,1573,0.2612956810631229,51.36616341751588,1.582392026578073,18.07807807807808,0.6006644518272425,0.13870431893687707
73,108,183,85,0.7870370370370371,58.30035353535354,1.6388888888888888,12.0,0.6203703703703703,0.16666666666666666
74,57,77,49,0.8596491228070176,65.21750000000002,1.5263157894736843,14.25,0.7017543859649122,0.12280701754385964
75,122,210,99,0.8114754098360656,45.13857906799086,1.7377049180327868,11.090909090909092,0.5327868852459017,0.22950819672131148
76,37,99,29,0.7837837837837838,17.932307692307717,1.4594594594594594,18.5,0.43243243243243246,0.1891891891891892
77,177,259,117,0.6610169491525424,53.42586842105263,1.5536723163841808,17.7,0.5988700564971752,0.15819209039548024
78,109,231,85,0.7798165137614679,87.4740909090909,1.3027522935779816,9.909090909090908,0.7798165137614679,0.05504587155963303
79,34,44,28,0.8235294117647058,84.88885964912284,1.4411764705882353,11.333333333333334,0.8235294117647058,0.029411764705882353
80,75,117,55,0.7333333333333333,81.33387012987015,1.3333333333333333,15.0,0.8133333333333334,0.06666666666666667
81,55,86,50,0.9090909090909091,63.55886363636367,1.3636363636363635,27.5,0.7454545454545455,0.10909090909090909
82,200,271,129,0.645,55.36841203351105,1.62,15.384615384615385,0.63,0.155
83,88,150,66,0.75,68.59468965517243,1.4090909090909092,17.6,0.7272727272727273,0.125
84,200,321,142,0.71,60.001913043478254,1.625,13.333333333333334,0.675,0.13
85,145,329,104,0.7172413793103448,68.07292731829577,1.4068965517241379,9.666666666666666,0.5862068965517241,0.1103448275862069
86,225,377,142,0.6311111111111111,72.60486486486488,1.3777777777777778,16.071428571428573,0.7288888888888889,0.08
87,109,144,78,0.7155963302752294,74.78928571428573,1.4311926605504588,13.625,0.7431192660550459,0.08256880733944955
88,84,161,60,0.7142857142857143,48.92500000000004,1.4166666666666667,12.0,0.5476190476190477,0.08333333333333333
89,85,128,61,0.7176470588235294,23.957272727272738,1.964705882352941,21.25,0.5176470588235295,0.2823529411764706
90,102,189,76,0.7450980392156863,65.35444756554307,1.303921568627451,17.0,0.6176470588235294,0.09803921568627451
91,106,136,80,0.7547169811320755,63.43620030581042,1.5188679245283019,17.666666666666668,0.7452830188679245,0.1320754716981132
92,137,214,93,0.6788321167883211,75.9197918112422,1.3430656934306568,12.454545454545455,0.7153284671532847,0.06569343065693431
93,372,517,194,0.521505376344086,76.91275505270285,1.4059139784946237,13.777777777777779,0.7634408602150538,0.08333333333333333
94,253,411,141,0.5573122529644269,56.178888888888906,1.5770750988142292,12.047619047619047,0.5889328063241107,0.16205533596837945
95,234,332,147,0.6282051282051282,73.09685075777038,1.3888888888888888,13.764705882352942,0.6752136752136753,0.06837606837606838
96,33,44,32,0.9696969696969697,73.04964285714289,1.4545454545454546,16.5,0.7575757575757576,0.09090909090909091
97,170,242,114,0.6705882352941176,52.29753012048195,1.5058823529411764,24.285714285714285,0.6235294117647059,0.12941176470588237
98,53,70,41,0.7735849056603774,46.71393939393943,1.7358490566037736,17.666666666666668,0.5849056603773585,0.18867924528301888
99,80,100,60,0.75,64.28603658536586,1.475,20.0,0.75,0.1125
100,74,98,52,0.7027027027027027,92.80754219409285,1.2702702702702702,12.333333333333334,0.8918918918918919,0.02702702702702703
101,205,318,132,0.6439024390243903,66.81938747884944,1.4390243902439024,13.666666666666666,0.6390243902439025,0.11219512195121951
102,83,220,63,0.7590361445783133,73.00800000000001,1.3132530120481927,11.857142857142858,0.6506024096385542,0.08433734939759036
103,43,71,40,0.9302325581395349,64.58423913043481,1.6511627906976745,10.75,0.6511627906976745,0.16279069767441862
104,552,758,287,0.519927536231884,57.075741496950286,1.6177536231884058,16.235294117647058,0.657608695652174,0.14492753623188406
105,29,44,26,0.896551724137931,65.56701612903228,1.5862068965517242,14.5,0.6896551724137931,0.13793103448275862
106,186,279,110,0.5913978494623656,79.65216700819674,1.3440860215053763,11.625,0.7204301075268817,0.06451612903225806
107,503,1018,247,0.49105367793240556,64.53578038674034,1.5646123260437377,17.964285714285715,0.7455268389662028,0.11332007952286283
108,142,251,106,0.7464788732394366,68.4274505928854,1.443661971830986,12.909090909090908,0.7112676056338029,0.08450704225352113
109,112,198,74,0.6607142857142857,63.29379716981134,1.4553571428571428,14.0,0.6517857142857143,0.14285714285714285
110,99,148,67,0.6767676767676768,76.3469230769231,1.5858585858585859,14.142857142857142,0.9191919191919192,0.10101010101010101
111,402,662,220,0.5472636815920398,59.585759182128,1.5323383084577114,21.157894736842106,0.7213930348258707,0.11691542288557213
112,59,98,48,0.8135593220338984,92.21907462686569,1.3559322033898304,11.8,0.9152542372881356,0.0
113,86,128,53,0.6162790697674418,73.79785714285715,1.3953488372093024,12.285714285714286,0.6627906976744186,0.08139534883720931
114,112,168,85,0.7589285714285714,44.78681818181818,1.9464285714285714,18.666666666666668,0.75,0.19642857142857142
115,335,524,197,0.5880597014925373,63.57818452380954,1.501492537313433,13.958333333333334,0.6626865671641791,0.12835820895522387
116,330,505,202,0.6121212121212121,50.06329512431387,1.6272727272727272,17.36842105263158,0.6242424242424243,0.1787878787878788
117,348,624,205,0.5890804597701149,63.96820512820514,1.5459770114942528,12.88888888888889,0.6752873563218391,0.13218390804597702
118,41,82,37,0.9024390243902439,62.62408602150538,1.1951219512195121,13.666666666666666,0.5121951219512195,0.12195121951219512
119,14,20,14,1.0,50.610000000000014,1.7857142857142858,14.0,0.5714285714285714,0.21428571428571427
120,191,331,125,0.6544502617801047,61.537391304347835,1.5026178010471205,13.642857142857142,0.612565445026178,0.1099476439790576
