index,length,token_count,unique_words,type_token_ratio,Flesch_Reading_ease_score,average_syllables_per_word,average_sentence_length,percentage_monosyllabic_words,percentage_polysyllabic_words
0,33,63,27,0.8181818181818182,29.745000000000033,1.5757575757575757,33.0,0.48484848484848486,0.21212121212121213
1,12,17,12,1.0,37.455384615384645,2.0,12.0,0.5,0.3333333333333333
2,24,39,23,0.9583333333333334,24.322142857142893,2.125,24.0,0.5833333333333334,0.20833333333333334
3,16,21,16,1.0,33.690000000000026,1.75,16.0,0.5,0.1875
4,30,44,27,0.9,34.23625000000004,1.7666666666666666,30.0,0.5333333333333333,0.16666666666666666
5,20,25,17,0.85,60.634285714285724,1.55,20.0,0.65,0.1
6,7,16,6,0.8571428571428571,42.61571428571432,1.8571428571428572,7.0,0.42857142857142855,0.14285714285714285
7,15,23,14,0.9333333333333333,63.69500000000001,1.6,15.0,0.7333333333333333,0.2
8,16,22,16,1.0,47.565,1.875,16.0,0.75,0.25
9,22,36,21,0.9545454545454546,65.555,1.4090909090909092,11.0,0.5909090909090909,0.18181818181818182
10,21,36,17,0.8095238095238095,17.968260869565228,2.142857142857143,21.0,0.6190476190476191,0.3333333333333333
11,15,26,14,0.9333333333333333,42.545000000000016,1.8666666666666667,15.0,0.6,0.2
12,22,28,19,0.8636363636363636,61.45045454545455,1.4545454545454546,22.0,0.7272727272727273,0.09090909090909091
13,9,12,9,1.0,56.70000000000002,1.6666666666666667,9.0,0.5555555555555556,0.1111111111111111
14,11,18,10,0.9090909090909091,32.504999999999995,2.090909090909091,11.0,0.5454545454545454,0.45454545454545453
15,9,19,9,1.0,52.86500000000001,1.8888888888888888,9.0,0.6666666666666666,0.1111111111111111
16,18,31,17,0.9444444444444444,63.86500000000004,1.6111111111111112,18.0,0.7777777777777778,0.16666666666666666
17,5,11,5,1.0,18.44428571428574,3.0,5.0,0.6,0.4
18,16,24,15,0.9375,71.06500000000001,1.5625,16.0,0.875,0.1875
19,24,34,24,1.0,49.48400000000001,1.625,24.0,0.6666666666666666,0.125
20,11,14,11,1.0,34.160909090909115,1.9090909090909092,11.0,0.45454545454545453,0.2727272727272727
21,2,5,2,1.0,-6.694999999999993,2.5,2.0,0.0,0.5
22,25,41,24,0.96,49.04137931034484,1.76,25.0,0.72,0.12
23,14,20,13,0.9285714285714286,68.9825,1.6428571428571428,14.0,0.7857142857142857,0.07142857142857142
24,7,14,7,1.0,86.70500000000001,1.8571428571428572,7.0,1.1428571428571428,0.14285714285714285
25,16,21,15,0.9375,60.19176470588238,1.625,16.0,0.625,0.0625
26,15,23,15,1.0,73.17000000000003,1.4,15.0,0.6,0.0
27,21,34,19,0.9047619047619048,-3.8149999999999693,2.142857142857143,21.0,0.38095238095238093,0.3333333333333333
28,17,24,17,1.0,75.76500000000001,1.411764705882353,17.0,0.7058823529411765,0.0
29,2,7,2,1.0,120.20500000000001,1.0,2.0,1.0,0.0
30,23,34,23,1.0,41.47500000000002,1.7391304347826086,23.0,0.5652173913043478,0.17391304347826086
31,14,25,14,1.0,50.2388235294118,2.0,14.0,0.6428571428571429,0.21428571428571427
32,3,7,3,1.0,6.390000000000015,2.3333333333333335,3.0,0.0,0.3333333333333333
33,16,25,14,0.875,47.565,1.875,16.0,0.625,0.1875
34,29,41,28,0.9655172413793104,29.745000000000033,1.793103448275862,29.0,0.5172413793103449,0.1724137931034483
35,22,38,20,0.9090909090909091,49.48400000000001,1.7727272727272727,22.0,0.7727272727272727,0.18181818181818182
36,27,44,18,0.6666666666666666,16.496666666666698,1.9259259259259258,27.0,0.5185185185185185,0.25925925925925924
37,29,39,26,0.896551724137931,57.945000000000036,1.4482758620689655,29.0,0.7586206896551724,0.10344827586206896
38,30,39,27,0.9,32.565000000000026,1.7,30.0,0.5333333333333333,0.23333333333333334
39,31,44,28,0.9032258064516129,36.189354838709676,1.6451612903225807,31.0,0.6451612903225806,0.1935483870967742
40,21,31,18,0.8571428571428571,26.84136363636364,1.9523809523809523,21.0,0.6666666666666666,0.2857142857142857
41,15,19,15,1.0,44.97000000000003,1.7333333333333334,15.0,0.4666666666666667,0.13333333333333333
42,9,18,9,1.0,83.32000000000004,1.5555555555555556,4.5,0.7777777777777778,0.1111111111111111
43,10,17,10,1.0,27.485000000000014,2.0,10.0,0.5,0.3
44,25,36,22,0.88,65.78565217391306,1.28,25.0,0.68,0.08
45,15,19,15,1.0,84.45000000000003,1.2666666666666666,15.0,0.8,0.06666666666666667
46,18,27,17,0.9444444444444444,55.21529411764709,1.5,18.0,0.6111111111111112,0.16666666666666666
47,23,31,22,0.9565217391304348,23.850000000000023,1.9565217391304348,23.0,0.5652173913043478,0.30434782608695654
48,33,44,30,0.9090909090909091,37.960294117647095,1.6363636363636365,33.0,0.6666666666666666,0.15151515151515152
49,14,19,12,0.8571428571428571,46.60500000000002,1.5,14.0,0.5,0.21428571428571427
50,10,17,9,0.9,103.54,0.9,10.0,0.7,0.0
51,20,33,20,1.0,60.634285714285724,1.55,20.0,0.7,0.1
52,26,33,24,0.9230769230769231,63.49666666666667,1.4230769230769231,26.0,0.7307692307692307,0.07692307692307693
53,18,31,16,0.8888888888888888,59.63500000000003,1.6666666666666667,18.0,0.7777777777777778,0.16666666666666666
54,16,19,15,0.9375,79.5575,1.3125,16.0,0.8125,0.125
55,20,28,20,1.0,49.518421052631595,1.55,20.0,0.55,0.2
56,11,18,10,0.9090909090909091,95.955,1.2727272727272727,11.0,0.9090909090909091,0.0
57,2,5,2,1.0,-6.694999999999993,2.5,2.0,0.0,0.5
58,26,36,24,0.9230769230769231,38.43000000000001,1.7307692307692308,26.0,0.6538461538461539,0.19230769230769232
59,21,30,20,0.9523809523809523,51.07260869565218,1.7142857142857142,21.0,0.8095238095238095,0.19047619047619047
60,3,8,3,1.0,6.390000000000015,2.3333333333333335,3.0,0.6666666666666666,0.3333333333333333
61,26,40,24,0.9230769230769231,74.06583333333336,1.4615384615384615,13.0,0.7307692307692307,0.11538461538461539
62,15,25,15,1.0,50.2388235294118,1.8666666666666667,15.0,0.6666666666666666,0.2
63,14,20,12,0.8571428571428571,47.59642857142859,1.7142857142857142,14.0,0.5,0.21428571428571427
64,2,5,2,1.0,-91.29499999999996,3.5,2.0,0.0,1.0
65,13,20,13,1.0,56.97846153846157,1.6153846153846154,13.0,0.6153846153846154,0.15384615384615385
66,19,24,17,0.8947368421052632,76.55500000000004,1.368421052631579,19.0,0.7894736842105263,0.05263157894736842
67,14,25,13,0.9285714285714286,63.69500000000001,1.7142857142857142,14.0,0.6428571428571429,0.07142857142857142
