0,1,2,3,4,5,6,7,identifier,split
0.99621165,0.0005165146,0.0007530388,0.00021596641,0.00069001777,0.00096471776,6.622619e-05,0.0005818755,0,test
0.99427164,0.00096025725,0.0020017659,0.0005905275,0.00086269336,0.00073773676,0.00015060014,0.00042489846,1,test
0.005503389,0.005300887,0.00015937597,8.2669125e-05,0.0034827532,0.907993,0.00015565254,0.077322215,2,test
0.0015510435,0.0008753895,0.00012367324,5.4009513e-05,0.003123775,0.98998815,0.00013789775,0.0041460562,3,test
0.9767327,0.0019335801,0.01046278,0.003666041,0.0033648768,0.0015239676,0.0013155093,0.0010005523,4,test
0.000865925,0.0012903794,0.9966214,0.00030959997,0.00014397228,0.00033289625,0.00014982732,0.00028607005,5,test
0.00070068805,0.0011735028,0.9968117,0.0002794889,0.000109739456,0.00041095057,0.00014420027,0.00036964728,6,test
0.0022790956,0.0028515607,0.99229574,0.0006003046,0.00047206058,0.0004996616,0.0005034504,0.0004980992,7,test
0.76107705,0.09261059,0.09282004,0.0046772095,0.010705173,0.021847622,0.005064946,0.011197317,8,test
0.0006335195,0.0007427439,0.99761665,0.00032680493,9.955104e-05,0.00024257704,9.399631e-05,0.0002442426,9,test
0.00073652173,0.00087805657,0.9972812,0.0003050868,0.00010511261,0.0002950569,0.00011951086,0.00027955705,10,test
0.0013829384,0.0024150289,0.9943311,0.00029211026,0.00031008327,0.0005411559,0.0002492302,0.00047826173,11,test
0.99314547,0.001158227,0.0031124405,0.00043535154,0.0008639841,0.0007847059,0.0001417815,0.00035798043,12,test
0.99293196,0.0012585348,0.0029216,0.0006633939,0.0008447889,0.00078922923,0.00014989034,0.00044055097,13,test
0.0006766982,0.0010849333,0.9971801,0.00030107144,0.00010201209,0.0002623834,0.0001278501,0.0002648416,14,test
0.000814848,0.0016402903,0.9963805,0.00027476647,0.00015608837,0.00030990705,0.00016088763,0.00026268707,15,test
0.0011853954,0.0008646813,0.99622834,0.0006071383,0.00021767843,0.00031203576,0.00017814462,0.00040666715,16,test
