test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.8879736408566722,0.8910550458715596,0.00023828922294771718,2,37
0.8896210873146623,0.8944954128440367,0.00024830633830657574,1,38
0.8896210873146623,0.8887614678899083,0.00024360853652912205,1,39
0.8885227896760022,0.8910550458715596,0.0002404589498520945,1,40
0.8896210873146623,0.8922018348623854,0.00023930390937717194,1,41
0.8929159802306426,0.8841743119266054,0.0002463154580683449,1,42
0.8885227896760022,0.8830275229357798,0.000243191271283874,1,43
0.8879736408566722,0.8853211009174312,0.00023781893215357505,1,44
0.8918176825919825,0.893348623853211,0.0002449426855247535,1,45
0.8835804503020318,0.8853211009174312,0.0002447503533486414,1,46
