0,1,2,3,4,5,6,7,index,identifier,chunk,split
0.0007093765,0.0006349275,0.99448276,0.0014783541,0.000841139,0.0005203578,0.0010155507,0.00031753746,0,1358,0,test
0.9956534,0.0007461424,0.00094700605,0.00043568097,0.0004382626,0.00043303808,0.0004341844,0.00091227115,1,807,0,test
0.0007014685,0.0007137865,0.99445057,0.0013606001,0.00094665156,0.00047668387,0.0010546184,0.0002956491,2,1966,0,test
0.99430853,0.00095074624,0.0024043445,0.00040722557,0.00048617867,0.00034935513,0.00041559848,0.0006779886,3,1348,0,test
0.0008871494,0.0006237219,0.9943262,0.0012890897,0.0010738563,0.0005670026,0.0009732393,0.0002597517,4,1609,0,test
0.0006466536,0.00076313637,0.0007450309,0.00090241677,0.0003983805,0.0004994622,0.99534225,0.0007027054,5,1504,0,test
0.00079368777,0.0005804344,0.9942756,0.0013955312,0.0011656563,0.0005589033,0.00095791277,0.00027216857,6,1326,0,test
0.00072096934,0.00062466046,0.99429363,0.0013599016,0.0010088237,0.0005660135,0.0011417328,0.00028412955,7,904,0,test
0.0036630023,0.000690656,0.98822534,0.0025626882,0.0015050131,0.0014240388,0.0015509352,0.00037834415,8,1208,0,test
0.0006666527,0.00059176504,0.994422,0.0014264734,0.0011547026,0.0005378304,0.00091074535,0.00028983672,9,395,0,test
0.00059038703,0.0008078909,0.0006485487,0.0029162327,0.0003046655,0.0006084429,0.9931525,0.0009712871,10,313,0,test
0.0008138226,0.0005785764,0.9939567,0.0014340602,0.0013382408,0.00064458256,0.0009860706,0.000247911,11,966,0,test
0.00091632176,0.00065102667,0.99421173,0.0012490603,0.0011458546,0.0005805364,0.00097507995,0.00027033698,12,860,0,test
0.01965322,0.0010131609,0.971998,0.0024903773,0.0014770238,0.001299988,0.0015793454,0.0004888396,13,1740,0,test
0.9944622,0.0008485117,0.0023287612,0.00041064952,0.0004322392,0.00035239634,0.0004547913,0.0007104112,14,99,0,test
0.0006475852,0.0006845958,0.9941375,0.0014977187,0.0012773849,0.000566855,0.00085634686,0.00033201685,15,1510,0,test
0.9954602,0.0008458583,0.00083685125,0.00044701778,0.00047289632,0.0004970864,0.0004428628,0.0009971462,16,657,0,test
0.00082287734,0.0006844444,0.9944893,0.0013196545,0.00095051475,0.00047855452,0.00095275365,0.0003018191,17,1002,0,test
0.0005309709,0.99591583,0.00076608715,0.0006431802,0.000607489,0.00044942938,0.00057089893,0.00051599497,18,1802,0,test
0.9953616,0.00068650185,0.0013155373,0.00046089,0.00038825377,0.00041550415,0.00044595226,0.0009258318,19,118,0,test
0.0015680818,0.00076563726,0.99011445,0.002240425,0.0018490771,0.001586065,0.0015111449,0.00036520095,20,1666,0,test
0.99280643,0.00069850095,0.0037013034,0.00070269004,0.0004014833,0.0003509,0.0005321831,0.00080653257,21,125,0,test
0.9946221,0.0007429825,0.0023339381,0.00040070617,0.00046607995,0.00036904518,0.00041195517,0.00065313315,22,1361,0,test
0.9956169,0.0007782731,0.001039175,0.00041302247,0.00036130293,0.0004202823,0.00044392905,0.00092714996,23,316,0,test
0.98470646,0.0008370371,0.011216824,0.00096124696,0.0004705322,0.0004190931,0.0005888909,0.0007998886,24,233,0,test
0.9943715,0.0006388488,0.002506205,0.0004960055,0.00039645904,0.00039905743,0.00046879888,0.0007231808,25,242,0,test
0.0009289849,0.00067573384,0.99364686,0.0014013968,0.0013115087,0.0006540549,0.0011282178,0.0002532671,26,813,0,test
0.00079208845,0.003975377,0.0005461391,0.00083796645,0.0005877139,0.0008715014,0.989988,0.0024010923,27,546,0,test
0.9954313,0.0008489167,0.0013547931,0.00035257527,0.0005281679,0.00035611878,0.000390146,0.0007379291,28,1987,0,test
0.0006886092,0.0006967396,0.994547,0.0012442078,0.0010569716,0.0004950255,0.00094693166,0.00032450384,29,372,0,test
0.0007107214,0.0005998076,0.9944364,0.0013859393,0.0010246601,0.0005577149,0.0010005769,0.00028426957,30,29,0,test
0.0007112811,0.00045070055,0.00026424148,0.0009525643,0.00039418734,0.0007521622,0.0005993467,0.99587554,31,1182,1,test
0.00075064984,0.0006830679,0.99404234,0.0012601917,0.001250742,0.00064018223,0.0011115193,0.00026126014,32,1769,0,test
0.0012473165,0.00058354146,0.9938757,0.0013487071,0.0011109811,0.0006237215,0.0009379225,0.00027215408,33,107,0,test
0.0005449233,0.9958001,0.00066590303,0.0007037863,0.0006233747,0.00047796415,0.0006011453,0.0005829296,34,1808,0,test
0.9941554,0.001437319,0.0021967106,0.00031289097,0.00045725147,0.0003472929,0.0004926796,0.00060040865,35,341,0,test
0.99502313,0.0006675142,0.0020346234,0.00039290154,0.00036106695,0.00041407466,0.00046252043,0.0006442371,36,274,0,test
0.0008183157,0.0016660574,0.98803174,0.0020664516,0.0042743725,0.00113898,0.0013984886,0.00060559297,37,1721,0,test
0.0015984259,0.0008254064,0.9917454,0.0019101511,0.0013528966,0.0010321409,0.0012295436,0.0003059978,38,1492,0,test
0.00068178016,0.0006832088,0.99440163,0.0013283715,0.0011659215,0.00056494155,0.00089631643,0.00027788483,39,912,0,test
0.00075957994,0.00062852923,0.99454224,0.0012673485,0.0008531099,0.0005428227,0.0010695411,0.0003368933,40,51,0,test
0.0007966218,0.0005570672,0.9942107,0.0015512209,0.0008665934,0.00053682376,0.0011829677,0.00029812087,41,1699,0,test
0.0007294282,0.0006421047,0.9944857,0.0014029691,0.0008876391,0.0005174599,0.0010228412,0.00031189,42,69,0,test
0.00077982416,0.00062386965,0.99417144,0.0014030784,0.0011366062,0.00057878613,0.001041904,0.0002645123,43,1587,0,test
0.0005958494,0.9956657,0.0005670238,0.0005890182,0.0005809469,0.00058655295,0.000567407,0.00084749376,44,413,0,test
0.0006967294,0.00057485985,0.9944669,0.0014590592,0.0009513272,0.0005344904,0.0010178078,0.00029878438,45,1634,0,test
0.9865611,0.00074976526,0.009817987,0.00069140614,0.00041033543,0.00039731496,0.0006308438,0.0007412762,46,235,0,test
